% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
156 +8.543357713e+04 +8.543357713e+04 +8.546494713e+04 +8.546494713e+04 +3.2494e-01 +2.3456e+00 -2.8364e+00 +2.0522e+00 +1.1879e+00 -2.6063e+00 -5.5489e-01 +3.8337e+00 +6.3313e-01 -6.8389e-03 -4.2566e-01 -1.4202e+00 -6.2023e-01 +2.1434e-01 +9.6440e-01 +3.3157e+00 +1.6090e+00 -3.8220e+00 -2.9420e+00 -7.3544e-01
482 +6.304840379e+04 +6.304840379e+04 +6.307977379e+04 +6.307977379e+04 +5.2149e-01 +2.3619e+00 -2.8605e+00 +2.0512e+00 +5.9309e-01 -2.5957e+00 -5.0498e-01 +3.7325e+00 +3.0471e-01 -3.9890e-02 -4.3058e-01 -1.4161e+00 -6.2398e-01 -8.1316e-01 +9.6330e-01 +3.2584e+00 +1.6770e+00 -3.8196e+00 -2.6267e+00 -1.0702e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.870326677e+06 +1.870326677e+06 +1.869326677e+06 +1.869326677e+06 +4.4254e+00 -1.3880e+00 -4.9235e+00 +1.7726e+00 -3.0121e+00 -3.1787e+00 +3.6779e+00 -4.8682e+00 -2.4977e+00 +4.7574e-02 -9.5596e-01 +1.7121e+00 -4.6851e+00 -4.3219e+00 +9.2794e-01 +3.9634e+00 +2.1897e+00 +4.5018e+00 +2.1828e+00 -2.5738e+00
2 +1.242543563e+06 +1.242543563e+06 +1.241543563e+06 +1.241543563e+06 +3.8535e+00 -4.0980e+00 +4.9680e+00 -4.8418e+00 +9.6549e-01 +3.2004e+00 -3.7283e-01 -4.1861e+00 -1.7705e-02 -1.2060e+00 -4.5050e+00 +2.0081e+00 -1.7191e+00 +1.6856e+00 +2.6288e+00 -4.3226e+00 +2.5076e+00 -3.7774e+00 +1.2796e+00 -6.7709e-01
3 +3.201061986e+05 +3.201061986e+05 +3.191061986e+05 +3.191061986e+05 +2.0218e+00 -4.3129e+00 -1.7288e+00 +3.0135e+00 -4.7065e-01 +4.6897e+00 +3.4428e+00 -7.8180e-01 +3.7902e+00 -3.4920e+00 +4.4842e+00 -3.9109e+00 -1.5450e+00 +2.4598e+00 -4.1942e+00 -2.7266e+00 -1.8233e+00 +2.4083e+00 +2.3347e+00 +2.3523e+00
43 +2.078574302e+05 +2.078574302e+05 +2.068574302e+05 +2.068574302e+05 -5.0851e-01 -4.2273e-01 +2.5057e+00 +1.9741e+00 +2.6551e-01 +8.0162e-01 +1.6900e+00 -2.6238e-01 +3.4377e+00 -2.0269e+00 +3.3509e+00 -2.9026e+00 -1.0009e+00 +3.0200e+00 -4.1817e+00 -2.0597e+00 -2.6152e+00 +3.3887e+00 -1.8551e+00 +1.4840e+00
105 +1.567191668e+05 +1.567191668e+05 +1.557191668e+05 +1.557191668e+05 +5.7541e-01 +3.1204e+00 +3.5365e+00 -8.8985e-01 +4.0416e-01 +3.2817e-01 +2.4123e+00 -2.4977e+00 +5.9211e-01 +3.0791e+00 +1.8730e+00 +1.2597e+00 +1.1435e+00 +1.8360e+00 +1.3558e-01 -2.7960e+00 -2.3834e+00 +3.6125e+00 -5.4221e-01 +2.5541e+00
% function evaluation | noise-free fitness - Fopt (1.319200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.858705201e+06 +1.858705201e+06 +1.858837121e+06 +1.858837121e+06 -3.1165e+00 -6.5802e-01 +4.0370e+00 +3.2940e+00 -7.2736e-01 +3.2377e+00 -9.4009e-01 +4.5896e+00 -1.2075e+00 -3.2124e+00 +1.0898e+00 +2.0879e-01 +1.8942e+00 +2.8885e-01 -4.5839e+00 +4.0971e+00 -1.3889e+00 +3.2147e-02 -8.1575e-01 +1.0199e+00
2 +1.313713468e+06 +1.313713468e+06 +1.313845388e+06 +1.313845388e+06 -4.6573e+00 -2.6741e+00 +4.4005e+00 +4.7028e+00 -3.0597e+00 -1.6318e+00 -1.2042e+00 +4.3711e+00 -3.3000e+00 +4.0245e+00 +6.2087e-01 -8.3862e-01 +2.4249e+00 +1.1830e+00 +4.2902e+00 -2.7043e+00 +2.8922e+00 -9.5329e-01 +4.6414e-01 -2.8889e+00
26 +9.572935386e+05 +9.572935386e+05 +9.574254586e+05 +9.574254586e+05 -2.4620e+00 +1.1459e+00 -3.4451e+00 +4.3160e+00 +1.6732e+00 -3.8926e+00 -1.2240e+00 +1.3990e-01 +3.2121e-01 +3.1608e+00 +1.4818e+00 +2.3041e+00 -1.3477e+00 -4.9500e+00 +9.1170e-01 -4.5798e+00 -4.7941e+00 -2.3935e+00 +1.7469e+00 +4.0194e+00
50 +5.820129294e+05 +5.820129294e+05 +5.821448494e+05 +5.821448494e+05 -2.4023e+00 +2.5644e+00 -3.8203e+00 +4.2017e+00 +1.8474e+00 -3.6708e+00 +2.2274e+00 +2.4599e+00 +1.6250e+00 +2.4979e+00 +1.4874e+00 +3.3397e-01 -1.8522e+00 -4.2442e+00 +1.0105e+00 -2.2813e+00 -2.8572e-01 -2.3770e+00 -7.6985e-01 +3.1936e+00
954 +3.839475057e+05 +3.839475057e+05 +3.840794257e+05 +3.840794257e+05 -3.2883e+00 +2.0223e+00 -3.3502e+00 +3.4448e+00 +1.5641e+00 -3.5415e+00 -6.0645e-02 +1.0767e+00 -1.0603e+00 +2.6901e+00 +1.5446e+00 +9.5416e-01 -1.5522e+00 -1.8189e+00 +9.0349e-01 -3.7738e+00 -6.6615e-01 -1.9518e+00 -7.1748e-01 +3.1959e+00
% function evaluation | noise-free fitness - Fopt (5.908400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.820094880e+05 +5.820094880e+05 +5.826003280e+05 +5.826003280e+05 -2.6123e+00 -4.6253e+00 +4.9528e+00 +4.6851e+00 +1.4461e+00 -3.0127e+00 +4.8449e+00 +4.3238e+00 -4.6631e+00 +4.7512e-01 +3.0737e+00 -2.7154e+00 -4.5891e+00 -4.0063e+00 -1.4634e+00 +1.6225e-01 -4.3702e+00 +2.4337e+00 +1.3224e+00 -2.7624e+00
6 +2.515387935e+05 +2.515387935e+05 +2.521296335e+05 +2.521296335e+05 -3.6851e+00 -1.7689e+00 -2.7892e+00 +1.5287e+00 -2.2269e+00 -1.6594e+00 -1.9188e+00 -1.4626e+00 +3.3607e+00 +3.8424e+00 +2.5732e+00 -4.4909e+00 +3.3138e+00 +4.3026e-01 +4.8747e+00 +3.2823e-01 +2.7453e-01 -8.6662e-01 +4.3057e+00 +4.5005e+00
17 +1.946755547e+05 +1.946755547e+05 +1.952663947e+05 +1.952663947e+05 -4.5833e+00 +4.0702e+00 +2.3474e+00 +5.0533e-02 +2.0898e+00 +1.8059e+00 -8.0184e-04 -2.1692e+00 +3.8985e+00 +4.6968e+00 -3.5630e+00 -1.8287e+00 -4.6975e+00 +4.9284e+00 +1.3043e+00 +4.4572e+00 -3.4694e-02 +3.0991e+00 -5.1457e-01 -4.1057e+00
36 +9.906801862e+04 +9.906801862e+04 +9.965885862e+04 +9.965885862e+04 -4.9278e+00 -1.7152e+00 -8.4461e-01 -1.1670e+00 +4.0682e+00 +3.5430e+00 +1.9361e+00 -2.4594e+00 +4.2559e+00 +4.7306e+00 +1.2129e+00 +1.2818e+00 +2.8240e+00 -5.7009e-01 -2.0493e+00 +2.3788e-04 -2.6545e+00 -1.7610e+00 -2.7258e+00 -6.0504e-01
81 +2.029390686e+04 +2.029390686e+04 +2.088474686e+04 +2.088474686e+04 -3.7644e+00 -2.9125e+00 +2.9971e-01 -3.5526e-01 +3.5260e+00 +1.1383e+00 +9.8165e-01 -9.9551e-01 +1.0516e+00 +4.6992e+00 +9.0081e-01 +6.1024e-02 +1.6611e+00 +2.5555e+00 +1.3615e-01 +1.0453e+00 -1.5381e+00 +2.6138e+00 -1.2404e+00 -2.0044e+00
135 +1.282801464e+04 +1.282801464e+04 +1.341885464e+04 +1.341885464e+04 -4.8556e+00 -2.9125e+00 +2.9971e-01 -3.5526e-01 +3.5260e+00 +1.1383e+00 +9.8165e-01 -9.9551e-01 +1.0516e+00 +4.6992e+00 +9.0081e-01 +6.1024e-02 +1.6611e+00 +2.5555e+00 +1.3615e-01 +1.0453e+00 -1.5381e+00 +2.6138e+00 -1.2404e+00 -2.0044e+00
206 +9.898595112e+03 +9.898595112e+03 +1.048943511e+04 +1.048943511e+04 -4.6811e+00 -2.8718e+00 +1.5075e-01 -4.2567e-01 +3.5254e+00 +1.0884e+00 +1.3688e+00 -1.1192e+00 +1.4560e+00 +4.5774e+00 +6.6124e-01 +1.4464e-01 +1.6745e+00 +2.2805e+00 -1.6755e-02 +9.0798e-01 -1.5360e+00 +2.2647e+00 -1.2407e+00 -2.0527e+00
225 +5.512368951e+03 +5.512368951e+03 +6.103208951e+03 +6.103208951e+03 -4.6765e+00 -2.8706e+00 +2.0640e-01 -4.5270e-01 +3.5483e+00 +1.1698e+00 +1.0561e+00 -1.0964e+00 +1.5183e+00 +4.6162e+00 +6.8041e-01 +9.7359e-02 +1.1093e+00 +2.3543e+00 +4.1272e-02 +5.4493e-01 -1.4075e+00 +1.7962e+00 -1.1319e+00 -2.0671e+00
285 +3.788327640e+03 +3.788327640e+03 +4.379167640e+03 +4.379167640e+03 -4.6243e+00 -2.7402e+00 +2.0322e-01 -4.5185e-01 +3.5473e+00 +1.1485e+00 +1.0549e+00 -1.0999e+00 +1.6330e+00 +4.6145e+00 +6.4435e-01 -5.9262e-02 +1.3823e+00 +2.3539e+00 +3.9710e-02 +6.6594e-01 -1.4246e+00 +1.7984e+00 -1.1457e+00 -2.0353e+00
1931 +1.886897293e+03 +1.886897293e+03 +2.477737293e+03 +2.477737293e+03 -4.7018e+00 -2.8283e+00 +2.0163e-01 -4.5188e-01 +3.6245e+00 +1.1549e+00 +1.2570e+00 -1.1006e+00 +1.6284e+00 +4.6142e+00 +6.4512e-01 -5.2938e-02 +1.3670e+00 +2.3541e+00 -4.1664e-01 +6.5414e-01 -1.4220e+00 +1.6354e+00 -1.0978e+00 -1.6731e+00
3147 +1.547321480e+03 +1.547321480e+03 +2.138161480e+03 +2.138161480e+03 -4.8244e+00 -2.8449e+00 +2.0163e-01 -4.5188e-01 +3.6245e+00 +1.1528e+00 +1.2570e+00 -1.1006e+00 +1.6284e+00 +4.6142e+00 +6.4512e-01 -5.2938e-02 +1.3670e+00 +2.2609e+00 -4.0518e-01 +6.8654e-01 -1.4955e+00 +1.6364e+00 -1.0978e+00 -1.9234e+00
% function evaluation | noise-free fitness - Fopt (4.961500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.186172289e+05 +5.186172289e+05 +5.191133789e+05 +5.191133789e+05 -3.5131e+00 -4.3987e+00 +4.9542e+00 -2.7876e+00 +9.2370e-01 -4.5197e+00 +5.4905e-01 +2.6531e+00 +2.0008e-01 +1.5816e+00 -1.2359e+00 +4.4902e+00 +2.0842e+00 +2.4420e+00 -1.6568e+00 +4.9311e+00 +2.6432e+00 -7.7073e-01 -3.9991e+00 +2.1104e+00
41 +3.072206403e+05 +3.072206403e+05 +3.077167903e+05 +3.077167903e+05 -3.6407e+00 -3.9196e+00 +1.2979e+00 -1.0138e+00 +4.8412e-01 -2.2287e-01 +7.7575e-01 +9.3904e-01 -3.4184e+00 +3.0171e+00 -5.8322e-01 +4.2737e+00 +7.2402e-01 +1.1978e+00 +1.1133e+00 +4.7692e+00 +2.0627e+00 -1.1414e+00 -3.9779e+00 +2.1869e+00
59 +2.225215236e+05 +2.225215236e+05 +2.230176736e+05 +2.230176736e+05 -1.6681e+00 -1.6627e+00 -3.4407e+00 -1.3356e+00 -1.0523e+00 +9.9963e-01 +2.8083e+00 -1.1135e+00 -3.2770e+00 +1.7987e+00 -1.8906e+00 -4.6676e-01 -5.8612e-01 -2.5795e-01 +1.2920e+00 -8.3561e-01 +2.7332e+00 -2.9864e+00 -2.7654e+00 +9.0198e-01
117 +1.439810743e+05 +1.439810743e+05 +1.444772243e+05 +1.444772243e+05 -1.8322e+00 -1.1203e+00 -2.0741e+00 -9.8975e-01 -7.8674e-01 +1.1838e+00 +2.6582e+00 -7.0978e-01 -2.1537e+00 +2.7561e+00 -1.4981e+00 -1.3049e+00 -6.3181e-01 -5.9521e-01 +1.7189e+00 -2.0419e+00 +5.4177e-01 -3.7906e+00 -2.9650e+00 +5.7895e-01
% function evaluation | noise-free fitness - Fopt (-3.482600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.510343177e+06 +2.510343177e+06 +2.509994917e+06 +2.509994917e+06 +1.4936e+00 -4.0955e+00 +5.1063e-01 -2.6477e+00 +2.0832e+00 -3.4006e+00 +1.4434e+00 -2.3824e+00 +8.2098e-01 +1.3700e+00 +3.7359e+00 +3.6557e+00 -2.8386e+00 -5.7031e-01 -3.3369e+00 -2.2750e+00 +4.7425e+00 -4.4729e+00 +2.4032e+00 +4.1753e+00
2 +8.980895547e+05 +8.980895547e+05 +8.977412947e+05 +8.977412947e+05 -3.6193e+00 +4.4346e+00 -1.5986e+00 +1.2183e+00 -3.1333e+00 +5.4047e-01 +2.3350e+00 +2.0748e+00 +2.4940e+00 -2.4911e+00 -1.9263e+00 -4.1649e+00 -4.5561e+00 -3.1806e+00 +3.9694e+00 +8.4105e-01 -3.8282e+00 -4.5723e+00 +2.0897e-01 +2.6090e+00
3 +6.079409501e+05 +6.079409501e+05 +6.075926901e+05 +6.075926901e+05 -4.5560e+00 +2.0737e+00 +1.7177e+00 -2.4362e+00 +3.6789e+00 +3.1885e+00 +7.9919e-01 -3.8461e+00 +2.8169e+00 +3.3755e-01 -8.0382e-01 -1.4631e+00 +3.0807e+00 -5.3737e-01 +3.3163e+00 +3.8359e+00 +1.5038e+00 +1.7085e+00 +5.2752e-02 +4.5143e+00
43 +2.791519964e+05 +2.791519964e+05 +2.788037364e+05 +2.788037364e+05 -3.9372e+00 +2.6192e+00 +2.0038e+00 +2.9417e+00 -1.4794e-01 +1.6050e+00 -4.6064e-01 +2.0938e+00 +2.7581e+00 +2.9758e-03 +1.2079e+00 -4.6652e+00 +3.2224e+00 -5.9646e-01 +3.3855e+00 -1.5045e+00 -7.9564e-01 +1.2063e+00 -2.5163e+00 +4.1886e+00
82 +1.942307477e+05 +1.942307477e+05 +1.938824877e+05 +1.938824877e+05 -3.5926e+00 +3.0636e+00 +1.9522e+00 +2.2235e+00 -1.3525e+00 -2.1170e-01 -2.3303e-01 +2.0974e+00 +2.2729e+00 -1.5393e+00 -1.4901e+00 -4.4887e+00 +2.1590e+00 -2.9355e+00 +3.7851e+00 -1.1167e+00 -2.2236e+00 -1.8279e+00 -2.4981e+00 +1.7767e+00
157 +1.349811982e+05 +1.349811982e+05 +1.346329382e+05 +1.346329382e+05 -3.5775e+00 +2.6106e+00 +1.9984e+00 +2.7708e+00 -3.1600e-01 +1.6022e+00 -7.3722e-01 +1.9539e+00 +1.9938e+00 +3.0892e-01 -1.9869e+00 -3.9137e+00 +3.0628e+00 -6.0110e-01 +3.3843e+00 -2.1720e+00 -1.4569e+00 -2.1742e+00 -2.2990e+00 +2.6375e+00
167 +9.720291891e+04 +9.720291891e+04 +9.685465891e+04 +9.685465891e+04 -3.3396e+00 +2.6353e+00 +1.9461e+00 +2.7925e+00 -3.5484e-01 +1.1864e+00 -7.1569e-01 +1.3422e+00 +2.3799e+00 +1.0545e-02 -1.6696e+00 -4.0655e+00 +2.8539e+00 -6.0261e-01 +3.3635e+00 -2.0311e+00 -8.6954e-01 -1.8891e+00 -2.3793e+00 +3.6490e+00
% function evaluation | noise-free fitness - Fopt (-9.818300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.769415728e+05 +5.769415728e+05 +5.759597428e+05 +5.759597428e+05 +1.5949e+00 +1.9011e+00 +2.1900e+00 +5.7521e-01 +1.4339e-01 -1.2390e+00 +9.4499e-01 +7.1776e-01 -3.1568e+00 +8.1192e-01 -3.1805e+00 +4.5385e-01 -3.5519e+00 -4.2227e+00 +3.3944e+00 +4.5979e+00 -3.2097e+00 -3.6623e+00 +3.6559e+00 +3.7886e+00
4 +1.078328713e+05 +1.078328713e+05 +1.068510413e+05 +1.068510413e+05 -1.4133e+00 -4.4409e+00 +3.9243e+00 +1.6180e+00 +4.1220e+00 +1.9948e+00 -4.6120e+00 -4.2216e+00 -3.1800e+00 -1.3605e+00 -2.2012e+00 -3.3269e+00 -2.9680e+00 +1.4282e+00 +5.6148e-01 -2.5823e+00 -2.5098e+00 -2.3040e+00 -3.2469e+00 -4.3799e+00
49 +7.125843530e+04 +7.125843530e+04 +7.027660530e+04 +7.027660530e+04 -1.0446e-02 +4.3053e+00 +3.2180e+00 -3.2031e+00 +3.9008e+00 -1.5857e+00 -2.1891e+00 -3.3813e+00 -2.2787e+00 +2.4304e+00 +3.4690e+00 -2.7337e+00 +1.8081e+00 +1.6246e+00 +8.0515e-01 -3.3706e+00 -1.5611e+00 -2.7453e+00 -2.3060e+00 -4.5665e+00
54 +3.388466348e+04 +3.388466348e+04 +3.290283348e+04 +3.290283348e+04 -1.3939e+00 +3.7641e+00 +2.9559e+00 -3.2156e-01 +3.0834e+00 +2.1136e+00 -1.7655e+00 -3.0547e+00 +3.8829e-01 -2.0986e+00 -8.1378e-01 -4.3454e+00 +1.1462e+00 -2.1518e+00 +1.1131e+00 +1.7631e+00 -1.6441e+00 -1.1233e+00 -1.2218e+00 -2.7944e+00
75 +2.220223968e+03 +2.220223968e+03 +1.238393968e+03 +1.238393968e+03 -9.8030e-01 -1.4190e+00 +3.4383e+00 +7.7493e-01 +2.0442e+00 +2.3171e+00 -4.3384e+00 -1.4783e+00 -2.5820e+00 -1.2295e+00 -1.9385e+00 -1.8996e+00 -1.9440e+00 -7.1478e-01 +1.3733e+00 -1.4899e+00 -2.5011e+00 +1.1167e+00 -2.8095e+00 -4.0100e+00
96 +3.404642220e+02 +3.404642220e+02 -6.413657780e+02 -6.413657780e+02 -9.8030e-01 -1.4190e+00 +3.4383e+00 +7.7493e-01 +3.8793e+00 +2.3171e+00 -4.3384e+00 -1.4783e+00 -2.5820e+00 -1.2295e+00 -1.9385e+00 -1.8996e+00 -1.9440e+00 -7.1478e-01 +1.3733e+00 -1.4899e+00 -2.5011e+00 +1.1167e+00 -2.8095e+00 -4.0100e+00
% function evaluation | noise-free fitness - Fopt (4.738100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.176749759e+06 +2.176749759e+06 +2.177223569e+06 +2.177223569e+06 -3.5162e-02 -4.4988e+00 +3.1815e+00 -1.3952e+00 -2.5356e-01 +4.1733e+00 -2.6362e+00 -2.7104e+00 -4.1134e+00 -1.6340e+00 -4.1531e+00 -2.2348e+00 -5.8342e-01 -3.4803e+00 -1.9324e+00 +1.7141e+00 -4.8803e+00 -5.0190e-01 +1.2668e+00 -3.6827e+00
3 +1.575791394e+06 +1.575791394e+06 +1.576265204e+06 +1.576265204e+06 -2.7227e+00 -1.1482e+00 +1.1836e-01 -3.3955e+00 -1.9333e+00 +3.7987e+00 +2.0021e+00 -4.6578e+00 -3.0562e+00 -4.5701e+00 +4.8669e+00 -2.8759e+00 +8.0355e-01 -4.9764e+00 -6.2073e-01 -8.5095e-01 -4.3621e-02 +3.5293e+00 +2.5200e+00 +2.0346e-01
6 +5.734580826e+05 +5.734580826e+05 +5.739318926e+05 +5.739318926e+05 -3.1886e-01 -1.5890e+00 -2.6267e+00 +4.2823e+00 -9.9232e-01 -2.6699e+00 +3.3781e+00 +2.2567e+00 +3.3347e+00 +1.3337e-01 -2.1725e+00 +6.1371e-01 -4.8410e+00 -3.9148e+00 +3.5877e+00 -4.8860e+00 -1.9426e+00 +1.9666e+00 -4.5621e+00 -8.7837e-01
32 +3.609991178e+05 +3.609991178e+05 +3.614729278e+05 +3.614729278e+05 -2.6143e+00 -1.7711e+00 +2.7784e+00 +1.6778e+00 -2.8099e+00 -4.5772e+00 +3.8677e+00 +2.6398e+00 +4.7839e+00 -3.0556e+00 +3.2930e+00 -2.7275e+00 -1.2209e+00 -1.4723e+00 +4.1735e+00 +2.7467e+00 -1.7634e+00 +8.4110e-01 -1.0814e+00 -3.2504e+00
66 +2.451481147e+05 +2.451481147e+05 +2.456219247e+05 +2.456219247e+05 -2.7607e+00 -8.6557e-01 +2.3558e+00 -1.6123e+00 -2.9809e+00 +1.9056e-01 +2.6512e+00 +2.4251e+00 +1.7280e+00 -6.8646e-01 +3.7507e+00 -2.8320e+00 +3.5422e+00 +6.5751e-01 +3.2055e+00 +2.4167e+00 +3.2809e+00 +1.0258e+00 -9.0024e-01 -6.6853e-01
121 +1.509507774e+05 +1.509507774e+05 +1.514245874e+05 +1.514245874e+05 -2.4986e+00 -6.9736e-01 +2.4543e+00 -1.9671e+00 -2.6832e+00 +1.6723e-01 +2.8950e+00 +2.0260e+00 +1.7923e+00 -8.6843e-01 +5.8446e-01 -2.4317e+00 +1.8017e+00 +1.3653e+00 +4.0814e+00 -1.3365e+00 +2.8922e+00 -6.7293e-01 -1.4282e+00 -3.0380e+00
219 +8.194240548e+04 +8.194240548e+04 +8.241621548e+04 +8.241621548e+04 -2.5604e+00 -8.2391e-01 +2.2193e+00 +8.5811e-01 -2.8598e+00 +7.0672e-01 +2.6827e+00 +2.1645e+00 +1.8906e+00 -8.9915e-01 +2.6742e+00 -2.5649e+00 +2.1244e+00 +1.0712e+00 +3.5635e+00 -1.0173e+00 +2.4834e+00 +5.1426e-01 -1.3012e+00 -2.3681e+00
% function evaluation | noise-free fitness - Fopt (9.950000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.126412403e+05 +9.126412403e+05 +9.126511903e+05 +9.126511903e+05 -4.4757e+00 +1.0044e+00 -2.2466e+00 -2.9745e+00 +2.1917e+00 +2.8240e+00 -1.4639e+00 +1.6896e+00 -1.7541e+00 -4.6182e+00 +3.5996e+00 -1.3381e+00 +1.9865e+00 -2.7658e+00 -2.8934e+00 -1.8566e+00 -4.5335e+00 +4.2056e+00 +3.8593e+00 +1.1860e+00
3 +4.059071031e+05 +4.059071031e+05 +4.059170531e+05 +4.059170531e+05 +2.5326e-02 +8.6408e-01 -2.6601e+00 +4.2858e+00 +1.1101e+00 +6.7734e-01 +3.9327e+00 +2.7497e+00 -4.5202e+00 +4.6922e-02 +4.0359e+00 +4.8240e+00 -2.7140e+00 -3.8204e+00 +1.9268e+00 +2.8966e+00 +3.4431e+00 +1.5078e+00 -2.4082e+00 +3.7597e+00
5 +3.650242957e+05 +3.650242957e+05 +3.650342457e+05 +3.650342457e+05 +4.9169e+00 +3.1965e+00 -9.8726e-01 +2.2013e+00 -2.1121e+00 +1.2894e+00 +2.0787e+00 +6.7997e-01 +4.7084e+00 -3.9228e+00 -1.7504e-01 +1.4294e+00 +1.0033e+00 +1.4990e+00 -2.2594e+00 +1.2035e+00 +5.0231e-01 -2.3224e+00 +6.5107e-01 +2.7172e+00
