% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
654 +3.949521733e+02 +3.949521733e+02 +4.726121733e+02 +4.726121733e+02 +4.8772e-01 -3.7621e+00 +5.3955e-01 -3.6128e+00 +2.0830e-01 -3.1271e+00 +1.1555e+00 +7.4481e-02 +7.2966e-01 -1.1153e+00 +6.2373e-01 -3.3963e+00 -9.2065e-01 +2.2944e-01 -2.8617e+00 +9.5595e-01 -2.7566e-01 -1.7465e+00 -5.7333e-02 -3.1048e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.485677458e+03 +2.485677458e+03 +2.601357458e+03 +2.601357458e+03 +1.3220e+00 +1.6695e+00 -3.8239e+00 -1.4776e+00 +2.5077e+00 -4.9100e+00 -3.0800e+00 -4.2174e+00 +3.7576e+00 +1.9812e+00 +1.1732e+00 +4.8082e+00 -1.5885e+00 -1.9077e+00 -6.7831e-02 +3.9161e+00 -4.5621e+00 +1.1004e+00 -8.1636e-01 -1.0955e+00
14 +1.479936811e+03 +1.479936811e+03 +1.595616811e+03 +1.595616811e+03 +1.5080e+00 -3.3020e+00 +4.5678e-01 +7.8902e-01 +4.6730e+00 +6.9393e-01 +1.0557e+00 +3.8196e-01 +1.9296e+00 +4.6226e-01 +1.8796e+00 +1.0309e+00 -1.9413e+00 +7.0503e-01 -3.5189e+00 +1.4248e+00 -4.8022e+00 -3.9902e+00 +2.9114e+00 +1.1326e+00
25 +9.359992144e+02 +9.359992144e+02 +1.051679214e+03 +1.051679214e+03 +2.6167e+00 +4.5903e+00 -1.7932e+00 +1.5773e+00 -2.8154e+00 -2.2553e+00 -4.6956e+00 +4.3717e-01 -2.1041e+00 -1.6004e+00 +4.4978e+00 -4.3100e+00 -1.5000e+00 -1.3871e+00 -5.6692e-01 -4.2666e+00 +2.4493e+00 -4.6817e-01 -1.7771e+00 +7.0889e-01
110 +6.203309088e+02 +6.203309088e+02 +7.360109088e+02 +7.360109088e+02 +3.4605e-01 -4.6265e+00 +1.3371e+00 -2.9148e+00 +2.0125e-02 -1.1970e+00 -1.8417e+00 +1.6608e+00 -7.2173e-01 +5.5453e-01 -1.4635e-01 +7.1529e-01 -2.8292e+00 -7.1375e-01 -8.4860e-01 -8.7331e-01 -2.2046e-01 -2.1943e-01 +2.4707e+00 -2.3139e+00
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.241597539e+03 +1.241597539e+03 +1.237887539e+03 +1.237887539e+03 -2.3923e+00 -1.6468e+00 +4.0085e+00 +3.1518e+00 +2.9848e+00 -4.0784e-01 -3.0947e+00 -2.3297e+00 -1.6062e+00 +4.8240e+00 +3.2011e+00 +4.0402e+00 -1.1351e+00 -3.4223e+00 -4.2882e+00 +1.4000e+00 +2.1574e+00 +4.0287e+00 +4.0131e+00 -7.8148e-01
6 +9.055701189e+02 +9.055701189e+02 +9.018601189e+02 +9.018601189e+02 -5.3106e-01 -4.3260e+00 +2.9803e+00 -2.4882e+00 -1.0897e+00 -8.6934e-01 -1.9864e+00 -8.0784e-01 +1.3253e+00 +3.4159e+00 +3.8762e+00 -4.8619e+00 +6.6377e-01 +2.6094e+00 +1.0448e+00 -3.2940e+00 -2.6692e-01 -1.0907e+00 +1.4354e+00 -4.1165e+00
84 +6.092308476e+02 +6.092308476e+02 +6.055208476e+02 +6.055208476e+02 +2.0417e+00 +4.3288e-01 +1.8488e+00 +3.6652e+00 +3.9973e+00 -4.1108e+00 -2.0833e+00 -1.7360e+00 -7.5533e-01 -3.8943e+00 +2.3998e+00 +7.6613e-01 +1.7107e+00 -1.5512e+00 +1.0883e+00 -1.1915e+00 -1.3433e+00 +5.4383e-01 +1.4113e+00 -1.1942e+00
164 +3.768214866e+02 +3.768214866e+02 +3.731114866e+02 +3.731114866e+02 +1.0379e+00 -7.4842e-01 +1.3527e+00 +3.3138e+00 +3.2449e+00 +7.8083e-01 -1.9507e+00 -1.9117e+00 +4.3496e-01 -1.7925e+00 +2.9922e+00 +1.6091e+00 +2.4172e+00 -2.2672e+00 +1.6845e-01 -8.4176e-01 +1.4679e+00 +2.2939e-01 +1.9544e+00 -1.2771e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.385321098e+03 +1.385321098e+03 +1.517501098e+03 +1.517501098e+03 +9.9858e-01 +1.8722e+00 -1.2479e+00 -7.7162e-01 +6.3126e-01 -3.9480e+00 +4.8875e+00 -1.6905e+00 -8.0068e-01 -3.1893e-02 +2.0525e+00 -1.8696e+00 -2.5219e+00 +1.1460e+00 +4.8595e-01 -1.8694e+00 +4.2690e+00 +2.3546e+00 +2.1528e+00 +1.7328e+00
8 +8.906669531e+02 +8.906669531e+02 +1.022846953e+03 +1.022846953e+03 +1.2854e+00 +4.0012e+00 -2.3384e+00 +3.7800e-01 -4.3670e+00 +7.9988e-01 +5.7887e-01 +3.8756e+00 -3.4586e+00 -4.5956e+00 +4.1674e-01 -3.3095e-01 +1.5080e+00 +2.7766e+00 -1.7227e+00 +2.1272e+00 +2.7223e+00 +2.2294e+00 +1.0225e+00 -3.0484e+00
55 +5.136452401e+02 +5.136452401e+02 +6.458252401e+02 +6.458252401e+02 +1.2570e+00 +3.3817e+00 +2.0103e+00 -3.1773e+00 -4.8043e+00 +5.4655e-01 -2.6106e+00 +1.2292e+00 -3.8027e+00 -3.1247e+00 -2.9160e+00 +7.7402e-01 +2.0706e+00 +2.6247e+00 -1.0643e+00 +2.2940e+00 +2.6082e+00 +2.6975e+00 -2.2998e+00 +8.4285e-01
230 +3.935507164e+02 +3.935507164e+02 +5.257307164e+02 +5.257307164e+02 +1.2578e+00 +3.3828e+00 +1.8850e+00 -2.8167e+00 -4.6940e+00 +5.5322e-01 -2.0060e+00 +1.2389e+00 -2.7126e+00 -2.9752e+00 -1.4036e+00 +9.3904e-01 +2.0775e+00 +2.3929e+00 -1.0089e+00 +1.4476e+00 +2.6363e+00 +2.6929e+00 -2.0804e+00 +7.5868e-01
% function evaluation | noise-free fitness - Fopt (-3.578000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.467654696e+03 +1.467654696e+03 +1.431874696e+03 +1.431874696e+03 +6.0877e-01 +6.9257e-01 +4.2773e+00 +4.4587e+00 -2.6784e+00 -3.7475e+00 -3.5552e+00 +7.4216e-01 -1.1545e-01 +1.2307e+00 +1.1218e+00 +1.0874e+00 -2.2343e+00 -2.7044e+00 -2.8693e+00 +3.6462e+00 -1.7701e+00 +2.7556e+00 -1.2696e+00 +1.3887e-01
14 +8.329529183e+02 +8.329529183e+02 +7.971729183e+02 +7.971729183e+02 -4.0282e-01 -4.1134e+00 +4.5557e-02 +3.8458e+00 -2.6373e+00 -4.6613e+00 -9.2613e-02 -3.8303e+00 +4.7352e+00 +2.2700e+00 +9.6780e-02 -2.0102e+00 -3.4500e+00 +4.1547e+00 +2.4179e+00 +1.2394e-01 -3.5411e+00 -4.2661e-01 +3.7339e+00 -3.2507e+00
42 +5.579652276e+02 +5.579652276e+02 +5.221852276e+02 +5.221852276e+02 +1.8017e+00 +1.4626e+00 +4.2897e+00 -1.4152e+00 -3.7612e+00 -1.2081e+00 +1.3880e+00 -2.9700e+00 +1.8674e+00 -1.1839e-01 -2.5404e+00 +3.0959e+00 +2.8211e+00 -2.1754e+00 -1.8231e+00 -1.7362e+00 -2.2216e+00 -3.2879e+00 +2.1677e+00 +2.2000e+00
153 +3.828776111e+02 +3.828776111e+02 +3.470976111e+02 +3.470976111e+02 +1.6734e+00 -5.5316e-01 +2.3504e+00 -8.3614e-01 +9.6715e-01 -4.8229e+00 -3.2255e-01 -1.5513e+00 +1.7189e+00 +8.1086e-01 +8.0865e-02 +2.2000e+00 +2.0397e+00 +4.1115e-02 +2.2889e-02 -1.8445e+00 -2.6647e-01 -2.7921e+00 +2.1577e+00 +3.3726e-01
534 +2.471261496e+02 +2.471261496e+02 +2.113461496e+02 +2.113461496e+02 +1.2118e+00 -3.7823e-01 +2.0719e+00 -9.3734e-01 +4.8745e-01 -3.0397e+00 -1.1997e+00 -2.0234e+00 +1.4871e+00 -2.4855e-01 +2.4646e-02 +2.2386e+00 +8.5111e-01 +3.9307e-01 -9.0987e-02 -1.8903e+00 -2.5704e-01 -3.0765e+00 +1.6276e+00 +8.4941e-01
% function evaluation | noise-free fitness - Fopt (-3.774000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.017434257e+03 +1.017434257e+03 +9.796942572e+02 +9.796942572e+02 +3.4082e+00 -4.1512e+00 -3.9911e-01 -2.0394e-01 -2.9089e+00 +4.9429e+00 -1.5534e+00 +4.4857e+00 +2.1661e+00 +4.1427e+00 -4.0860e+00 +3.0776e+00 +2.2404e+00 +1.0811e+00 -3.5641e-01 +3.7077e+00 +2.1176e+00 -3.9206e+00 +2.0726e+00 -4.4850e+00
2 +8.351828349e+02 +8.351828349e+02 +7.974428349e+02 +7.974428349e+02 -2.8589e+00 +4.2599e+00 -4.2391e+00 -4.5064e+00 +2.4663e+00 -3.3154e+00 +3.2288e-01 +4.2292e+00 -6.4583e-01 -4.0905e+00 +2.3472e+00 +3.1790e+00 -4.9363e+00 +2.2369e-02 -2.6599e+00 +5.9780e-01 -1.8520e-01 +1.7771e+00 +4.0297e+00 -3.5714e+00
42 +6.078414239e+02 +6.078414239e+02 +5.701014239e+02 +5.701014239e+02 -1.8799e+00 +4.0772e+00 -8.7539e-01 -4.4558e+00 -1.5406e+00 -1.8158e+00 +3.9875e+00 +3.1266e-01 +1.5480e-01 -3.4472e+00 +2.8998e+00 +2.7759e+00 -2.0139e+00 +1.7839e+00 -2.3175e+00 +7.3191e-01 +8.1601e-03 +2.2780e+00 +3.8343e+00 -3.9297e+00
308 +3.942892880e+02 +3.942892880e+02 +3.565492880e+02 +3.565492880e+02 -1.8406e+00 -3.5048e+00 +2.1896e+00 -2.3152e+00 -1.5474e+00 +1.1457e-01 +4.2385e+00 -1.4615e+00 +6.2637e-01 +2.4419e+00 -3.1606e-01 -1.0068e+00 -6.4977e-01 +5.0470e-01 +4.3548e-01 +1.1553e+00 +5.1655e-01 +2.4382e+00 +9.4242e-01 -2.3618e+00
% function evaluation | noise-free fitness - Fopt (1.330200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.943631744e+03 +2.943631744e+03 +3.076651744e+03 +3.076651744e+03 -1.3708e+00 -3.8956e+00 -1.2958e+00 -2.3771e+00 +2.7688e-01 +1.5641e+00 -3.1310e+00 -2.2905e+00 -2.3259e-01 -2.7144e+00 +1.4388e+00 +2.2038e+00 -2.2275e+00 -1.0094e+00 -3.2026e+00 +3.9922e+00 +2.7727e+00 -2.9802e+00 -4.9672e+00 -3.6845e+00
7 +1.346650334e+03 +1.346650334e+03 +1.479670334e+03 +1.479670334e+03 -3.7329e-01 -4.3606e+00 +4.0259e+00 -4.9362e+00 +3.1061e+00 -2.2252e+00 +3.5929e+00 -3.6939e+00 -1.8216e+00 -4.5445e+00 -9.5635e-01 -2.5084e+00 +3.6363e+00 +7.4058e-02 +1.8320e+00 +1.8741e+00 +1.2714e+00 +4.5027e+00 -3.7799e+00 -3.7685e+00
43 +9.046509950e+02 +9.046509950e+02 +1.037670995e+03 +1.037670995e+03 -2.2037e-02 -2.8691e+00 +3.0906e+00 -4.8201e+00 +2.8691e+00 -1.9116e+00 +3.6870e+00 -3.7798e+00 -7.5929e-02 -3.1195e+00 -9.7366e-01 -2.2156e+00 +2.5780e+00 -1.0822e+00 -2.6792e+00 +3.2204e-01 -2.7732e-01 +3.9335e+00 -3.2550e+00 -3.5386e+00
66 +5.916812406e+02 +5.916812406e+02 +7.247012406e+02 +7.247012406e+02 -2.7110e-01 -2.1724e+00 +2.3232e+00 -1.3241e+00 +1.8508e+00 +8.1766e-02 +1.8981e+00 -3.9557e+00 -1.9443e+00 -3.1324e+00 +2.0454e+00 -2.5461e+00 -2.1299e+00 -4.5749e+00 +2.3476e+00 +3.4133e-01 +2.7532e-01 -1.5591e+00 -3.1650e+00 -1.0271e+00
600 +3.844067273e+02 +3.844067273e+02 +5.174267273e+02 +5.174267273e+02 -6.1883e-01 -2.4090e+00 +2.7854e+00 -1.8439e+00 +2.0531e+00 +7.0069e-02 +1.5039e+00 -2.5622e+00 -4.8434e-01 -2.8195e+00 +1.3926e+00 -2.2356e+00 -3.6020e-01 -2.2042e+00 +2.1970e+00 +1.2657e-01 -1.1686e-01 +7.3728e-01 -3.3044e+00 -1.1350e+00
% function evaluation | noise-free fitness - Fopt (-1.742300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.367321175e+03 +3.367321175e+03 +3.193091175e+03 +3.193091175e+03 +2.2555e+00 -2.2282e+00 -4.3374e+00 -1.9326e+00 -1.9017e+00 +7.5001e-01 +1.1947e+00 +4.1177e+00 -3.1903e+00 +1.1838e+00 -1.4540e+00 -9.9994e-01 -4.6480e+00 -2.4220e+00 -3.8984e+00 +9.6137e-01 +2.3485e+00 -4.4234e+00 -2.2548e+00 +2.2276e+00
5 +2.081709447e+03 +2.081709447e+03 +1.907479447e+03 +1.907479447e+03 +1.1389e-01 +2.6111e+00 +2.9640e+00 -4.1522e+00 -1.2045e+00 -1.0804e+00 +1.4483e+00 -2.0232e+00 +1.8402e+00 -4.7121e+00 +3.7994e+00 -9.0533e-02 +1.3744e-01 -4.1042e+00 -4.7736e+00 -7.5525e-01 +4.0868e+00 -2.0042e+00 -2.5095e+00 -4.0881e+00
6 +9.096830106e+02 +9.096830106e+02 +7.354530106e+02 +7.354530106e+02 -2.4764e+00 +3.6740e+00 +3.6419e+00 -3.1182e+00 -2.5466e-01 +1.3228e+00 +3.5379e-01 -2.8113e+00 +2.3324e+00 -1.9917e+00 -3.9824e+00 -8.7483e-01 -9.7656e-01 +1.8112e+00 -3.7670e+00 +2.3508e+00 -4.7262e+00 +1.4212e-01 -3.6995e+00 -4.9895e+00
43 +5.650575630e+02 +5.650575630e+02 +3.908275630e+02 +3.908275630e+02 -1.2130e+00 -1.1193e+00 -2.7619e+00 +1.8990e+00 +2.1412e+00 +1.3122e-01 -1.5540e+00 -4.1369e-01 -1.0078e+00 -1.5447e+00 +1.3827e+00 +2.6213e+00 -2.8685e+00 +2.1661e-01 +1.8057e+00 +1.3944e+00 +4.2232e-01 -5.5506e-01 -1.7648e+00 -2.1009e+00
179 +3.922644994e+02 +3.922644994e+02 +2.180344994e+02 +2.180344994e+02 -1.4428e+00 -6.0547e-02 -2.1012e+00 -3.8960e-01 +1.0584e+00 +1.6510e+00 -1.5193e-01 -3.9283e-01 -9.9683e-01 -1.4144e+00 +1.1393e+00 +6.0823e-01 -2.6532e+00 +3.9756e-01 +1.3143e+00 +1.2909e+00 -1.1909e+00 +5.6859e-03 -9.8657e-01 -2.4540e+00
% function evaluation | noise-free fitness - Fopt (6.380000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.247069767e+03 +3.247069767e+03 +3.253449767e+03 +3.253449767e+03 -1.2509e+00 -2.4316e+00 +3.8870e+00 +1.8690e+00 +2.6362e+00 +1.7022e+00 -1.9794e+00 +4.1935e+00 -2.8557e+00 -3.0516e+00 -2.0958e-01 +4.7265e+00 +2.3708e+00 +4.6309e+00 -4.0929e+00 -2.0136e+00 -1.4876e+00 +2.7937e+00 +1.4386e+00 -3.6402e+00
2 +1.998234277e+03 +1.998234277e+03 +2.004614277e+03 +2.004614277e+03 -3.5054e+00 -1.3966e+00 +1.4418e+00 +1.7675e+00 -2.1242e+00 -4.0462e-01 +1.7564e+00 +4.1096e+00 -2.4138e+00 +1.5330e+00 +3.1294e+00 +4.5915e-01 -3.8590e+00 +1.8892e-02 +4.7032e+00 -4.3421e+00 -2.1368e+00 -3.8546e+00 +3.1184e+00 +2.6592e+00
8 +1.225314568e+03 +1.225314568e+03 +1.231694568e+03 +1.231694568e+03 -3.9799e+00 +2.8796e-01 -4.9124e+00 +4.5467e+00 +4.4865e-01 +1.6823e+00 +3.6706e+00 -2.4770e+00 -7.0733e-01 -4.7155e+00 -4.3473e+00 -4.5609e+00 -4.1227e+00 +8.8498e-02 -2.1193e+00 -4.7421e+00 +2.7171e-01 -4.4391e+00 -2.3968e+00 -2.0321e+00
41 +7.274712652e+02 +7.274712652e+02 +7.338512652e+02 +7.338512652e+02 -1.9033e+00 -2.1409e+00 -1.1202e+00 +4.1964e+00 +1.9572e+00 +1.6983e+00 +6.4443e-01 -8.9573e-01 -2.3663e+00 -3.4976e+00 -3.0927e-01 -2.4389e+00 +5.0538e-01 +2.0341e+00 -3.5188e+00 -2.6221e+00 -1.1998e+00 -2.5930e+00 -2.1798e+00 -2.1677e+00
210 +6.087558339e+02 +6.087558339e+02 +6.151358339e+02 +6.151358339e+02 -3.5030e+00 -3.8882e-01 -4.2524e+00 +6.5205e-01 -1.2857e+00 -9.8189e-01 +1.1833e+00 +2.3337e-01 -7.9567e-01 -3.9286e+00 -4.0308e+00 -1.4186e+00 +2.8192e-01 -4.4362e-01 -2.2876e-01 -3.9122e+00 -2.5485e+00 -2.1610e+00 -1.2070e+00 -1.8590e+00
% function evaluation | noise-free fitness - Fopt (1.437000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.676929911e+03 +3.676929911e+03 +3.691299911e+03 +3.691299911e+03 -3.4080e+00 +7.4966e-01 -6.3966e-01 +4.3582e+00 +3.5686e+00 +3.3218e+00 -2.0624e+00 +4.6534e+00 -8.6247e-01 -1.3106e+00 -1.0356e+00 -3.1313e+00 +2.9096e+00 +1.9125e+00 -4.5176e+00 -2.9679e+00 +3.1811e+00 +4.4927e-01 -2.3960e+00 -2.1929e+00
2 +1.936868296e+03 +1.936868296e+03 +1.951238296e+03 +1.951238296e+03 +1.4553e+00 +2.6723e+00 -2.7986e+00 +3.3865e+00 +1.9721e+00 +1.8549e+00 +2.2051e+00 +3.0587e+00 +3.8515e+00 +2.9561e+00 -3.2723e+00 -7.1310e-01 -3.0629e+00 -3.9252e+00 -3.7302e+00 -5.0716e-01 -2.8433e-01 -2.9994e+00 -4.5856e-01 +2.7935e+00
7 +1.267495448e+03 +1.267495448e+03 +1.281865448e+03 +1.281865448e+03 -3.1682e+00 -1.1645e+00 -1.2658e+00 -7.9707e-01 -3.9495e-01 +3.4865e+00 -6.7065e-01 -2.0384e+00 +1.4267e+00 -4.5625e+00 -1.0608e+00 -1.2357e+00 -1.8782e+00 -1.0959e+00 +5.8893e-01 +1.1177e-01 -2.0836e+00 -7.8035e-01 +2.3825e+00 -4.7961e+00
38 +8.964037138e+02 +8.964037138e+02 +9.107737138e+02 +9.107737138e+02 -2.8394e+00 +4.6419e+00 -1.4090e+00 +2.9749e+00 -1.6239e+00 +3.0379e-01 +2.3450e+00 +3.2832e+00 +1.2549e+00 -3.8060e+00 -4.0756e-01 -8.6880e-01 -3.0757e+00 +3.9628e+00 -1.0600e+00 +1.1976e+00 -1.0825e+00 -1.5870e+00 +5.6046e-01 -2.8601e+00
92 +5.538964000e+02 +5.538964000e+02 +5.682664000e+02 +5.682664000e+02 -7.9972e-01 +3.6943e+00 -5.8685e-01 -1.6188e+00 -1.9825e+00 -3.6274e+00 +3.3224e+00 +8.9220e-01 -6.0997e-01 -2.2540e+00 -2.4012e+00 -1.3667e+00 -7.4850e-01 +1.4212e+00 -2.1619e+00 +1.9304e+00 -8.2314e-01 -3.1010e+00 -1.7397e-03 -1.7451e+00
399 +3.966830434e+02 +3.966830434e+02 +4.110530434e+02 +4.110530434e+02 -7.1899e-01 +2.8210e+00 -1.8319e+00 -3.1548e-01 -2.0380e+00 -2.8772e+00 +2.6188e+00 +6.2715e-01 +4.8498e-01 -2.6433e+00 -1.8206e+00 -1.1690e+00 -1.5721e+00 +1.4528e+00 -1.0625e+00 +2.0990e+00 -2.0586e+00 -2.5071e+00 +1.2561e-01 -1.5547e+00
% function evaluation | noise-free fitness - Fopt (-3.260000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.949524376e+02 +9.949524376e+02 +9.916924376e+02 +9.916924376e+02 +4.5748e+00 -4.8039e+00 -9.7490e-01 -4.4736e+00 +3.2099e+00 -3.6961e+00 +2.1929e+00 -3.3874e+00 +4.3636e+00 +4.7278e+00 +3.4246e+00 +1.1327e+00 -1.1673e+00 -2.1922e+00 -8.9653e-01 -4.2648e+00 +2.8432e+00 +3.7947e-01 -4.7189e+00 +2.6574e-02
81 +6.201455829e+02 +6.201455829e+02 +6.168855829e+02 +6.168855829e+02 +2.9473e+00 -3.6871e+00 +1.7220e+00 -2.5637e+00 +1.8095e+00 +1.6028e+00 -7.1956e-01 -2.1549e+00 +1.0602e-01 +2.9457e+00 -3.1546e+00 -9.0995e-01 -1.2614e+00 -1.9095e+00 -1.7200e+00 -2.0107e+00 +3.2771e+00 -3.0372e+00 -7.5011e-01 -1.2708e+00
268 +3.649090817e+02 +3.649090817e+02 +3.616490817e+02 +3.616490817e+02 +1.7155e+00 -3.7682e-01 +2.1953e+00 -3.1995e+00 +1.6084e+00 -9.1204e-01 -8.8683e-01 -1.4831e-01 -1.2218e+00 +8.6912e-01 -3.9065e+00 -4.2429e-01 -1.0680e+00 +9.9787e-01 -2.1159e+00 +5.8750e-02 +2.9067e+00 -2.1484e+00 -1.8660e+00 -1.5838e+00
% function evaluation | noise-free fitness - Fopt (-2.056200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.033035850e+04 +1.033035850e+04 +1.012473850e+04 +1.012473850e+04 +7.9697e-01 +3.8349e+00 -4.2824e-01 -3.0540e+00 -3.4985e+00 -2.6508e+00 +8.2953e-01 -4.8312e+00 -2.7866e+00 -2.2291e+00 +7.4155e-01 -1.6078e+00 -4.1315e+00 -2.3408e+00 +3.0690e+00 -2.1089e+00 -2.3949e+00 -2.4862e+00 -1.8917e+00 +4.8235e+00
2 +9.969802821e+03 +9.969802821e+03 +9.764182821e+03 +9.764182821e+03 +3.7719e+00 +3.7243e+00 -3.5654e+00 -3.5716e+00 -3.5671e+00 -8.6680e-01 +1.1422e+00 -1.7993e-01 +3.7386e+00 -2.1920e-01 -3.0652e+00 -1.7044e+00 +4.4780e+00 +1.2415e+00 -2.7667e+00 -2.7963e+00 +2.6022e+00 +2.4287e+00 -4.2021e+00 +4.8478e+00
3 +2.629333122e+03 +2.629333122e+03 +2.423713122e+03 +2.423713122e+03 +4.0337e+00 -1.8281e+00 -4.5748e+00 -4.1433e-01 -2.9903e+00 -2.9350e+00 +4.5390e+00 +4.2805e+00 +1.0016e+00 +2.6632e+00 -3.7544e+00 +4.3468e+00 -4.7459e+00 -3.6058e+00 -2.6631e-01 -2.6741e+00 +4.2666e+00 -9.3585e-01 -3.1135e+00 -2.9309e+00
