% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
402 +1.575098014e+03 +1.575098014e+03 +8.187580137e+02 +8.187580137e+02 -1.3639e+00 -8.7332e-01 +4.8072e-01 -2.4485e+00 -1.2223e+00 -1.1543e+00 +1.2793e+00 -1.4224e+00 +5.9176e-01 +4.9244e-01 -1.8005e+00 +2.9838e+00 -2.2113e+00 +2.9622e-01 -1.6132e+00 -9.3003e-01 -2.2976e+00 -5.9738e-01 -1.6505e+00 +9.8385e-02
% function evaluation | noise-free fitness - Fopt (2.219000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.186920296e+03 +3.186920296e+03 +3.209110296e+03 +3.209110296e+03 +1.4902e+00 +4.3070e+00 -4.8892e+00 -5.8792e-01 +4.9643e+00 -2.7987e+00 -3.4332e-01 -1.1525e+00 -4.1442e+00 +2.0354e+00 +3.9355e+00 +3.4549e+00 +1.6816e+00 +4.1515e+00 -4.5445e+00 -3.5813e+00 +2.2927e+00 +1.3296e+00 -1.1244e-01 -1.4515e+00
23 +2.212022054e+03 +2.212022054e+03 +2.234212054e+03 +2.234212054e+03 +2.0089e+00 -2.2142e+00 -1.6297e+00 -2.1812e+00 +3.1238e+00 -1.5119e+00 +1.1645e+00 -4.2998e+00 +1.4204e+00 -2.3104e-01 +3.4126e+00 +3.5999e+00 +1.9870e+00 +9.7795e-01 +1.4388e+00 +4.1339e+00 +1.1435e+00 +1.6985e+00 +3.4502e-02 -8.5073e-02
58 +1.525612353e+03 +1.525612353e+03 +1.547802353e+03 +1.547802353e+03 +1.7444e+00 -1.0963e+00 -3.3151e-01 -2.6735e-01 +2.9275e+00 +7.8571e-01 -1.9748e+00 +2.4299e+00 +1.4497e+00 -3.1408e-01 +2.5081e+00 +2.3548e+00 +1.2435e+00 +7.5747e-01 +2.6279e+00 +6.3522e-01 -8.7828e-01 -1.8580e+00 +9.0854e-01 +1.8037e+00
% function evaluation | noise-free fitness - Fopt (2.117500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.697287727e+03 +3.697287727e+03 +3.909037727e+03 +3.909037727e+03 +1.2326e+00 +8.6749e-01 +1.2384e+00 +4.4395e+00 +2.2069e+00 -1.8531e+00 +1.0374e+00 +9.3517e-01 +4.8328e+00 +4.2834e+00 -3.3073e+00 -1.7591e+00 +3.6633e+00 +2.4341e+00 -2.3628e+00 -2.9704e+00 -1.5471e+00 +3.7969e+00 +2.0597e+00 -3.9550e+00
6 +2.325876673e+03 +2.325876673e+03 +2.537626673e+03 +2.537626673e+03 -2.6049e+00 -1.0523e+00 -3.9464e-02 +2.9651e-01 +3.7764e+00 -3.1295e+00 +2.3235e+00 -7.2992e-01 -4.1128e+00 -4.2866e+00 +4.5955e+00 +2.1476e+00 +1.4605e+00 +4.0334e+00 +4.9225e-01 -1.4876e+00 +3.7643e+00 -1.1910e+00 -2.3253e+00 +1.6454e+00
173 +1.574642867e+03 +1.574642867e+03 +1.786392867e+03 +1.786392867e+03 -1.4455e+00 -2.3313e-01 +1.5443e+00 +5.6649e-01 -6.6328e-01 -8.6818e-01 +1.8608e-01 -7.5987e-01 -2.6595e+00 -3.0802e+00 +3.3649e+00 +9.3941e-01 -7.5485e-03 +3.6407e+00 +6.4106e-01 -6.4877e-01 +1.5471e+00 -1.8786e+00 +3.8510e-01 +7.4582e-01
% function evaluation | noise-free fitness - Fopt (-4.954100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.877530553e+03 +2.877530553e+03 +2.382120553e+03 +2.382120553e+03 -4.1516e+00 -3.1752e+00 +4.5749e+00 +2.0276e+00 -2.0606e+00 +3.6045e+00 -3.2727e+00 -3.7458e+00 +4.0576e+00 +2.8462e+00 +3.1423e+00 +3.9333e+00 -1.0952e-02 -2.3370e+00 -2.7323e+00 +2.2771e+00 -2.1274e+00 +3.6835e+00 +8.0958e-02 +3.8409e+00
4 +2.424906771e+03 +2.424906771e+03 +1.929496771e+03 +1.929496771e+03 +1.0685e+00 +3.7955e+00 +3.4417e+00 +2.1947e+00 -4.2159e+00 +4.4101e+00 -2.7668e+00 -3.5548e+00 -2.5654e+00 +1.6873e+00 -3.8153e-01 +4.0810e+00 +2.8335e-01 -2.9676e+00 -1.9005e+00 +4.8279e-01 +4.4660e+00 -2.6769e+00 -1.8089e-01 -2.1963e+00
65 +1.576863849e+03 +1.576863849e+03 +1.081453849e+03 +1.081453849e+03 +4.8138e-02 +3.0012e+00 -1.1856e+00 +2.0269e+00 -6.5752e-01 -1.6015e+00 -6.0038e-01 -2.4150e+00 +1.9141e+00 +8.3289e-01 +6.0531e-02 -3.7538e+00 +2.6435e+00 -2.8628e+00 -7.0930e-01 +1.5428e+00 +1.5884e+00 +4.9723e-01 -1.0691e+00 -9.2788e-02
% function evaluation | noise-free fitness - Fopt (1.000300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.541923928e+03 +3.541923928e+03 +3.641953928e+03 +3.641953928e+03 +1.6000e+00 -4.1938e+00 -1.6638e+00 +1.8608e+00 +3.9944e+00 -2.7348e+00 +3.4122e+00 +8.2198e-01 +3.3447e+00 -4.8453e-01 -1.9635e+00 -2.8559e+00 -1.5416e+00 +1.6439e+00 +1.3417e+00 -4.2039e+00 +4.2413e+00 +9.5427e-01 -2.0950e+00 +2.8360e+00
8 +2.434896560e+03 +2.434896560e+03 +2.534926560e+03 +2.534926560e+03 -2.5219e+00 -8.4461e-01 -5.3599e-01 +4.3118e+00 +2.2246e+00 -2.9672e+00 -2.2674e+00 +4.1531e+00 -4.1456e+00 -2.8040e+00 -4.9259e+00 -2.5612e+00 -1.1175e-01 -2.7056e+00 -2.1323e+00 +4.3747e+00 +2.7965e+00 +3.6510e+00 -2.9671e+00 -2.1809e+00
778 +1.564825399e+03 +1.564825399e+03 +1.664855399e+03 +1.664855399e+03 -2.4919e+00 +2.0949e+00 -8.9872e-01 -5.9352e-01 -1.1707e+00 +8.8639e-01 -1.8646e+00 +1.3801e+00 +2.3018e+00 -1.6831e+00 -2.3206e+00 -2.9622e+00 -2.0554e+00 +3.2139e-01 +8.4222e-01 +3.3465e+00 +1.4917e+00 +4.4130e-01 -4.4099e-01 -1.8335e+00
% function evaluation | noise-free fitness - Fopt (5.256000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.233272096e+03 +3.233272096e+03 +3.285832096e+03 +3.285832096e+03 +1.9986e-01 -1.9903e+00 -3.1040e+00 +4.9885e+00 +3.9674e+00 -4.3783e+00 +3.7234e+00 -2.6404e+00 -2.9306e+00 -4.0102e+00 -1.5467e+00 +3.7782e+00 -4.1566e+00 +3.8309e+00 -4.1646e+00 -2.3592e+00 +4.3131e+00 +3.4598e-01 +4.8294e+00 +1.0241e+00
9 +2.251119370e+03 +2.251119370e+03 +2.303679370e+03 +2.303679370e+03 +1.5088e+00 +1.3100e+00 -9.0206e-01 +2.2302e+00 +3.8579e+00 +3.6478e+00 -3.9560e+00 -1.0018e+00 +1.7351e+00 -6.9822e-01 +2.6451e+00 +8.2596e-01 -2.9424e+00 +3.5630e+00 -4.0519e+00 -3.5407e+00 -1.8715e+00 +4.6071e+00 +3.9695e+00 +9.7185e-02
87 +1.567949790e+03 +1.567949790e+03 +1.620509790e+03 +1.620509790e+03 +1.9606e+00 -3.3952e+00 +1.2818e-01 -1.8217e+00 +8.7659e-01 +3.7707e-01 +1.7374e-01 -1.5340e+00 +4.1290e+00 +2.0994e+00 -1.7974e-01 -3.4443e+00 +1.7136e+00 +3.1081e+00 +4.5580e-01 -3.7607e+00 +9.7112e-01 +2.2437e+00 -1.0867e+00 -2.1770e+00
1052 +9.867522737e+02 +9.867522737e+02 +1.039312274e+03 +1.039312274e+03 +2.0431e+00 -2.4162e+00 +8.0836e-02 -1.3092e+00 +7.8529e-01 +4.8827e-01 +3.5362e-01 -1.7912e+00 +3.0560e+00 +2.2867e+00 +5.8812e-02 -2.8336e+00 -1.0304e+00 -1.1229e-01 +1.3163e-02 -3.0144e+00 +1.1452e+00 +1.8162e+00 -8.6982e-02 -2.5852e+00
% function evaluation | noise-free fitness - Fopt (4.957000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.021307108e+03 +3.021307108e+03 +3.070877108e+03 +3.070877108e+03 +4.6517e+00 +1.9695e-01 -3.2938e+00 +1.9571e+00 +1.6951e+00 -9.6736e-01 +3.4641e+00 -4.4919e+00 +1.8665e+00 -1.7494e+00 +4.2335e+00 +2.4860e+00 -4.0145e+00 -3.3566e+00 +1.8968e+00 -5.8233e-01 +4.4054e+00 -2.7721e+00 +3.8059e+00 +1.5345e+00
11 +2.284076908e+03 +2.284076908e+03 +2.333646908e+03 +2.333646908e+03 +2.7138e+00 +1.0805e+00 +5.2184e-01 +3.0555e+00 +3.1496e+00 +1.8817e+00 +1.7252e+00 -3.0009e+00 -4.8108e+00 -3.8862e+00 +1.6332e+00 +3.9888e+00 -2.1449e+00 -2.0000e+00 -1.0013e-01 +4.2760e+00 +4.9528e-01 -2.7794e+00 -2.0288e+00 +2.7632e+00
186 +1.567999328e+03 +1.567999328e+03 +1.617569328e+03 +1.617569328e+03 +5.5123e-01 -1.6334e+00 -5.4349e-01 +1.6439e+00 -2.7222e-01 +1.0975e+00 +1.2737e+00 -1.0717e+00 +6.3774e-02 -1.7111e+00 +1.4864e-02 -6.8331e-02 +1.2976e+00 +5.0454e-01 +2.0712e+00 -1.1455e-01 +3.7442e-02 -1.1046e+00 +1.1081e+00 +1.8040e-01
% function evaluation | noise-free fitness - Fopt (-3.121000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.889217998e+03 +3.889217998e+03 +3.858007998e+03 +3.858007998e+03 +6.1053e-01 +4.7347e+00 -4.4225e+00 -3.8274e+00 -3.8355e-01 +1.5755e+00 -4.0429e+00 -3.9367e+00 -2.4339e+00 -2.3501e-01 +2.6662e+00 -5.6793e-01 -2.9088e+00 +3.6112e+00 +3.7241e+00 +1.9734e+00 +3.9954e+00 +3.0502e+00 +6.2125e-01 -4.6864e+00
42 +2.074703587e+03 +2.074703587e+03 +2.043493587e+03 +2.043493587e+03 -2.1139e+00 -1.9585e+00 +3.3000e+00 +2.5055e+00 -3.5918e+00 +1.8226e+00 -1.6808e+00 +1.4085e+00 -1.7191e+00 +3.6766e+00 -2.2553e+00 -1.8324e+00 -3.0725e+00 +7.2641e-01 -4.1421e-01 -3.5169e+00 -4.4311e+00 +4.3220e+00 +3.1018e+00 +1.7455e+00
121 +1.537011541e+03 +1.537011541e+03 +1.505801541e+03 +1.505801541e+03 +6.5488e-01 -2.3463e+00 +1.0875e+00 +4.2693e-01 -5.9143e-01 -1.3227e+00 -4.0517e-01 +3.7900e-01 +5.8957e-01 +1.4670e+00 +1.4057e+00 +2.6899e+00 -1.5745e-01 -9.3868e-01 +1.1350e+00 +3.5047e-01 -3.6632e+00 +4.2898e+00 +3.8264e+00 +4.5583e-01
% function evaluation | noise-free fitness - Fopt (4.863000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.817780152e+03 +3.817780152e+03 +3.866410152e+03 +3.866410152e+03 -3.9242e+00 -3.6699e+00 -4.8966e+00 -8.9096e-01 +4.4300e+00 -3.4574e+00 -3.8559e-01 -2.2688e+00 +4.2103e+00 +2.3887e+00 -3.2361e+00 -2.3717e+00 -7.1762e-01 -2.7129e+00 -2.4052e+00 -1.2985e+00 -3.4116e+00 +4.7662e+00 +3.1918e+00 -3.2373e+00
10 +2.213594180e+03 +2.213594180e+03 +2.262224180e+03 +2.262224180e+03 +3.4408e+00 -3.8004e+00 +1.6196e+00 +1.1254e-01 +3.0724e+00 -1.9667e+00 +4.8217e+00 +2.6407e+00 -4.6766e+00 -2.0155e+00 -3.4123e+00 -1.0288e+00 +3.8892e+00 +1.4881e+00 +2.1472e+00 +7.9960e-01 -2.4698e+00 -2.3787e+00 +2.9782e+00 -2.6764e+00
57 +1.566958927e+03 +1.566958927e+03 +1.615588927e+03 +1.615588927e+03 +4.4856e-01 +2.3444e+00 +3.3286e+00 +1.0934e+00 +3.0809e+00 +1.7887e+00 -8.8864e-02 +8.0438e-01 -1.3917e+00 +8.7919e-01 +1.0747e+00 -1.1871e+00 +1.8422e+00 +3.4401e+00 +1.4608e+00 +3.6988e+00 +2.2182e+00 +2.1840e+00 -2.5573e+00 -1.6104e+00
190 +9.330190455e+02 +9.330190455e+02 +9.816490455e+02 +9.816490455e+02 +2.5285e+00 +1.0333e+00 +3.0082e+00 +7.0735e-01 +2.0449e+00 -2.4124e+00 +1.7685e+00 +2.1237e+00 +1.0555e+00 +1.2578e-01 -1.3218e+00 -1.6634e+00 +2.6408e+00 +2.3398e+00 +2.2271e-01 +3.0449e+00 -4.1608e-01 -7.1440e-01 -1.2997e+00 -2.5694e+00
% function evaluation | noise-free fitness - Fopt (-1.216400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.209995043e+03 +3.209995043e+03 +3.088355043e+03 +3.088355043e+03 -1.8357e+00 +1.3736e+00 -1.9653e+00 +6.9004e-01 +3.6923e-01 +4.2802e+00 -2.0827e+00 +4.7477e+00 +1.4350e+00 -3.8160e+00 +3.2287e-01 -2.4726e+00 +1.6156e+00 -2.5672e+00 +2.8676e-02 -8.3312e-01 -3.3616e+00 +3.8913e+00 +1.3804e+00 -4.8797e-02
2 +2.485585385e+03 +2.485585385e+03 +2.363945385e+03 +2.363945385e+03 -3.3927e+00 +5.5703e-02 +3.6297e+00 -8.5023e-01 +4.5791e+00 -3.1557e+00 +3.1942e+00 +1.1749e+00 +3.1778e+00 +1.2342e-01 +3.6143e+00 +7.8880e-01 +2.0381e+00 +4.6755e+00 +1.7951e+00 +3.4785e+00 -1.2579e-01 -1.4973e+00 -4.2404e+00 -4.7041e+00
46 +1.456331987e+03 +1.456331987e+03 +1.334691987e+03 +1.334691987e+03 -2.6456e+00 -1.8432e+00 +3.3117e+00 +1.5542e-01 -3.4225e+00 -3.4499e+00 -3.6472e-03 -2.5870e+00 +8.3673e-01 -3.8244e+00 -1.4372e+00 +1.2297e+00 +8.8395e-02 +1.6862e+00 -2.1848e+00 +4.4386e-01 +2.1900e+00 -8.7967e-01 -9.4984e-01 -4.3524e+00
