% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.488768829e+01 +8.488768829e+01 +6.831768829e+01 +6.831768829e+01 -1.5873e+00 +2.3920e+00 +1.7274e+00 +1.1904e-01 +2.8810e+00 +3.1400e-01 +4.1300e+00 -2.4410e+00 -7.8923e-01 +1.6686e+00 +1.1902e-01 -5.3175e-01 +8.9856e-01 -3.0559e+00 -1.3275e+00 -6.4454e-01 +2.7122e+00 +1.9491e+00 +3.1224e+00 -4.1579e-01
104 +5.054104791e+01 +5.054104791e+01 +3.397104791e+01 +3.397104791e+01 +2.8578e+00 +2.0279e+00 -9.9555e-01 +1.5618e+00 +8.5566e-02 +1.2691e+00 -6.5319e-01 -7.0473e-01 -3.8535e+00 +2.2349e-03 -1.4255e+00 +1.4617e+00 +7.1409e-01 +2.2945e+00 +3.1490e+00 +8.8240e-01 +6.6634e-01 +1.1588e+00 -3.2004e+00 -2.6519e+00
123 +3.271838890e+01 +3.271838890e+01 +1.614838890e+01 +1.614838890e+01 +2.6204e+00 +2.1532e+00 -9.6343e-02 +1.5791e+00 +7.1823e-02 +1.0952e+00 -6.7262e-01 -8.9028e-01 -2.1897e+00 -8.2339e-01 -1.4343e+00 +1.6361e+00 +5.8576e-01 +2.5573e+00 +2.7181e+00 -4.3321e-01 -4.6097e-01 +8.8282e-01 -3.2268e+00 -1.9253e+00
132 +2.201810242e+01 +2.201810242e+01 +5.448102423e+00 +5.448102423e+00 +1.7862e+00 +1.8854e+00 -8.3095e-01 +1.5764e+00 +7.2830e-01 +9.1705e-01 -1.1553e+00 -7.6880e-01 -6.9209e-01 +7.1686e-01 -1.5317e+00 +1.4707e+00 +1.4066e+00 +2.3212e+00 +3.5928e+00 -1.1182e+00 +5.0092e-01 -7.3800e-01 -3.3800e+00 -2.0866e+00
% function evaluation | noise-free fitness - Fopt (5.052000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.297092804e+01 +8.297092804e+01 +1.334909280e+02 +1.334909280e+02 -3.4868e+00 +8.7452e-03 -1.9469e+00 -2.3888e+00 +4.5404e+00 +4.3099e+00 +3.8586e+00 +4.2784e+00 +4.4404e+00 +4.0139e+00 +2.3043e+00 +3.1711e+00 -4.6631e+00 -7.5477e-01 -3.4374e-01 +1.3123e-01 +8.6667e-01 +2.6105e+00 -9.1261e-01 -3.4104e-01
82 +6.004329942e+01 +6.004329942e+01 +1.105632994e+02 +1.105632994e+02 -1.4095e+00 +3.5124e-01 +1.4062e+00 -1.1668e+00 -3.1359e+00 -1.9974e-01 +1.3965e+00 +7.1013e-01 +2.0645e+00 -1.9386e+00 -1.7375e+00 -1.6368e-01 +1.6921e+00 -5.8392e-01 +1.1347e+00 +1.8779e+00 -3.8846e+00 -5.6433e-01 -3.1998e+00 +6.2727e-01
131 +3.771018612e+01 +3.771018612e+01 +8.823018612e+01 +8.823018612e+01 -1.6602e+00 +8.3608e-01 +2.2685e+00 -1.8615e+00 -2.8803e+00 -6.7328e-01 +8.2035e-01 +1.9392e+00 +6.8163e-01 -1.9437e+00 -4.7674e-01 -5.9843e-01 +1.3746e+00 +9.5359e-01 +1.4523e-01 +8.5165e-01 -4.4542e+00 -4.4460e-01 -3.4095e+00 -3.1078e-01
162 +2.301857293e+01 +2.301857293e+01 +7.353857293e+01 +7.353857293e+01 -2.3303e+00 -2.1998e-01 +2.7036e+00 -2.1777e+00 -2.1601e+00 -6.3780e-01 +7.9915e-01 +2.5837e+00 -1.6216e-01 -1.9399e+00 -3.4308e-01 -2.5703e+00 +1.7045e+00 +4.6519e-01 +9.9261e-01 +2.5192e-01 -4.5463e+00 +2.3260e-02 -3.4331e+00 -1.1400e+00
267 +1.570288024e+01 +1.570288024e+01 +6.622288024e+01 +6.622288024e+01 -1.6968e+00 -1.6716e-01 +2.8293e+00 -1.5425e+00 -2.6162e+00 -6.5486e-01 +7.7578e-01 +2.1337e+00 +5.7729e-02 -1.9379e+00 -8.4890e-01 -2.2579e+00 +1.8132e+00 +5.4625e-01 +5.8391e-01 -1.2381e+00 -4.2902e+00 -7.7404e-01 -3.1990e+00 -2.2985e+00
637 +9.722323075e+00 +9.722323075e+00 +6.024232307e+01 +6.024232307e+01 -1.6988e+00 -1.6411e-01 +2.8246e+00 -1.4403e+00 -2.9059e+00 -6.4622e-01 +7.7621e-01 +1.8609e+00 +6.1969e-02 -1.9351e+00 -1.4124e+00 -2.3647e+00 +1.7193e+00 +5.4570e-01 +1.5394e+00 -7.9835e-01 -4.2515e+00 -7.5381e-01 -3.7531e+00 -2.2835e+00
% function evaluation | noise-free fitness - Fopt (1.257400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.492925340e+01 +8.492925340e+01 +2.106692534e+02 +2.106692534e+02 +4.7460e-01 -3.3058e+00 +9.8508e-01 -3.6037e+00 +1.0218e+00 -2.1638e+00 +3.6268e+00 -1.4722e+00 -1.6050e-01 +2.5949e+00 +9.7292e-01 -4.7071e+00 +1.9961e+00 +3.5697e+00 -2.3039e+00 +2.7025e+00 +8.1176e-01 +2.2875e+00 +2.4178e+00 -2.0682e+00
81 +6.049569640e+01 +6.049569640e+01 +1.862356964e+02 +1.862356964e+02 +9.3537e-01 -3.7036e+00 +2.4737e+00 -8.7806e-01 -1.5718e-01 -2.5969e+00 -9.8382e-01 +7.0554e-01 -5.4370e-01 +2.3953e+00 +5.1045e-01 +3.4067e+00 -7.1539e-01 +3.4650e+00 -2.9589e+00 +2.3296e+00 +2.7948e+00 -1.6584e+00 +1.0263e+00 +1.6107e+00
% function evaluation | noise-free fitness - Fopt (6.393000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.417637995e+01 +8.417637995e+01 +1.481063799e+02 +1.481063799e+02 -1.3052e+00 -2.9441e+00 +2.6170e+00 +2.0557e+00 -1.5306e+00 -1.1845e+00 +1.9082e+00 +4.2567e+00 -7.2364e-01 -3.2540e+00 -7.8337e-01 +3.9109e+00 -2.7372e+00 -8.9068e-01 +2.7524e+00 -2.6751e+00 +4.7348e+00 -2.9796e+00 -1.5728e+00 +6.5387e-01
% function evaluation | noise-free fitness - Fopt (3.316700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.413696584e+01 +8.413696584e+01 +4.158069658e+02 +4.158069658e+02 +3.3977e+00 -2.2068e+00 -3.4712e+00 +2.8338e+00 -4.0207e+00 +2.8180e+00 +6.8284e-01 -4.2842e+00 -1.8722e+00 -4.0039e+00 -3.9259e+00 +8.8117e-01 -1.8508e+00 -1.9608e+00 +1.5105e+00 -1.6648e+00 -3.2234e+00 -1.7313e+00 +4.1086e+00 +3.2171e+00
189 +6.130902461e+01 +6.130902461e+01 +3.929790246e+02 +3.929790246e+02 +2.1940e+00 +1.8214e-01 +6.6764e-01 +1.1883e-01 +1.5716e+00 -2.3382e+00 -1.8276e-01 -3.6897e-01 -3.8395e+00 -2.7449e+00 +2.8735e+00 +3.3069e+00 +1.6880e+00 +4.4548e+00 -1.1804e+00 -2.2112e-01 -2.9577e-01 -9.0473e-01 +5.5326e-02 +1.8393e-01
% function evaluation | noise-free fitness - Fopt (-6.520000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.233018874e+01 +8.233018874e+01 +7.581018874e+01 +7.581018874e+01 +2.7924e+00 +2.3153e-01 +4.3997e+00 +1.3864e-01 +3.1519e+00 +7.0709e-02 +2.2286e+00 +3.0302e+00 -1.6865e+00 -3.0289e+00 +4.2444e+00 -2.4081e+00 +1.7234e+00 -1.6347e-01 -4.4614e+00 +4.6912e+00 -1.9744e+00 +3.0261e+00 -1.8285e+00 +1.7245e+00
% function evaluation | noise-free fitness - Fopt (1.375600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.870074426e+01 +7.870074426e+01 +2.162607443e+02 +2.162607443e+02 +3.4855e+00 +1.8310e+00 +2.8865e+00 +3.3336e+00 -4.3646e+00 -1.5057e-01 +1.7091e+00 -5.0519e-01 -3.7058e+00 +8.5081e-01 -2.4007e+00 -1.6353e+00 +4.5957e-01 -9.4827e-01 +3.1262e+00 -3.3561e+00 +9.9423e-01 -2.6594e+00 -2.5856e+00 +1.0720e-01
106 +6.012180667e+01 +6.012180667e+01 +1.976818067e+02 +1.976818067e+02 +3.5119e+00 +9.5796e-01 -1.4220e+00 +2.3718e+00 +9.9345e-01 +1.1931e+00 -2.8005e+00 +2.1802e+00 -2.1927e+00 +2.3589e-02 -4.3670e+00 +1.9679e+00 +7.4120e-01 +2.2803e+00 +1.1611e+00 -3.8474e+00 -2.4641e+00 -8.3089e-01 -2.1968e+00 +1.0805e+00
812 +3.974990109e+01 +3.974990109e+01 +1.773099011e+02 +1.773099011e+02 +2.2716e+00 +1.0750e+00 -1.5927e+00 +2.3417e+00 +1.2886e+00 +1.1964e+00 -2.3222e+00 +8.8165e-01 -2.2229e+00 -1.5493e-01 -3.3471e+00 +2.0199e+00 +8.3254e-01 +2.2554e+00 +1.7045e+00 -3.5721e+00 -2.1592e+00 -1.0753e+00 -2.7081e+00 +1.0882e+00
% function evaluation | noise-free fitness - Fopt (-7.705000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.561333326e+01 +8.561333326e+01 +8.563333256e+00 +8.563333256e+00 -2.1181e-01 -2.7583e+00 +4.1842e+00 +9.0876e-01 +4.0027e+00 +3.1410e+00 -2.6606e+00 -3.7234e+00 +6.2467e-01 -8.2506e-01 +9.5579e-01 -3.3090e+00 +5.7995e-01 -4.4943e+00 +2.7948e+00 -3.6270e+00 -4.9717e+00 +3.1897e+00 -2.7020e+00 -2.6830e+00
249 +6.198906350e+01 +6.198906350e+01 -1.506093650e+01 -1.506093650e+01 -4.1682e+00 +5.8388e-01 +2.8788e-01 +4.6626e-01 -1.0158e+00 +1.4653e+00 -7.6717e-02 -1.3164e+00 -3.9680e-01 -2.7404e+00 +7.5627e-01 -3.1212e+00 -3.4896e+00 +7.7809e-01 -1.1132e-02 -1.4678e-01 -2.5477e+00 +1.1402e+00 +1.4815e+00 -1.2359e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.521816491e+01 +8.521816491e+01 +1.085218165e+03 +1.085218165e+03 +4.8356e+00 -2.4677e+00 -4.5144e+00 +2.2606e+00 -5.2274e-01 -6.1441e-01 -1.0313e+00 +3.7676e+00 +3.9854e+00 -7.4889e-01 +1.4365e+00 +3.0205e+00 -4.1563e+00 -2.2926e+00 -2.3318e+00 -3.4041e+00 -2.0253e+00 -2.2387e+00 +3.4428e+00 -2.4683e+00
163 +6.062062281e+01 +6.062062281e+01 +1.060620623e+03 +1.060620623e+03 -3.3066e+00 -2.0198e+00 -3.4975e+00 -1.7461e+00 -2.3325e+00 -6.2207e-01 +1.6770e+00 +2.4338e+00 -1.4293e+00 +2.2613e+00 +1.0936e+00 +7.6157e-01 -6.7989e-01 +2.0554e+00 -1.6823e+00 +9.8863e-01 +9.2686e-01 -1.4256e-01 +1.3472e+00 +7.8716e-01
% function evaluation | noise-free fitness - Fopt (-8.737000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.414294149e+01 +8.414294149e+01 -3.227058515e+00 -3.227058515e+00 +1.5882e+00 +4.4507e+00 -2.0409e+00 +2.0672e+00 -3.3549e+00 -4.8697e+00 -2.0916e+00 +5.9001e-01 -1.0983e+00 -4.6053e+00 -4.5478e+00 -6.5443e-01 +1.3785e+00 -1.6324e+00 +6.5090e-01 -1.5650e+00 -3.7914e+00 +1.9480e-01 +3.3081e+00 -2.3154e+00
