% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.655960410e+01 +8.655960410e+01 +7.588696041e+02 +7.588696041e+02 +3.2870e-01 +4.2399e+00 +4.9399e+00 -3.2196e+00 -4.4507e+00 +1.6214e+00 -3.1699e+00 -4.8592e+00 +1.6173e+00 -2.5720e+00 -2.2399e+00 -2.9963e-01 -1.6624e+00 +4.2949e+00 -3.5321e-01 +4.0851e+00 +1.2375e+00 -4.6157e+00 +3.2777e+00 +2.2739e-01
% function evaluation | noise-free fitness - Fopt (3.320000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.543432120e+01 +8.543432120e+01 +1.186343212e+02 +1.186343212e+02 +4.5037e+00 +1.0412e+00 -4.2804e+00 +4.1473e+00 +3.0669e+00 +2.6081e+00 +4.4284e+00 -9.9294e-01 +3.2101e-01 -8.8834e-02 -3.3753e+00 +2.4457e+00 -2.1860e+00 -2.8946e+00 -1.5034e+00 -2.0531e+00 -9.6888e-02 -2.2833e+00 +3.3245e+00 +4.7531e-01
% function evaluation | noise-free fitness - Fopt (-6.409300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.588873739e+01 +8.588873739e+01 -5.550412626e+02 -5.550412626e+02 -3.5759e+00 +1.5082e+00 +1.2076e+00 +9.4765e-01 +2.7755e+00 -4.4401e+00 +3.9843e+00 -4.2365e+00 -3.0391e+00 +2.8083e+00 +1.4993e+00 -4.3835e+00 -4.7589e+00 -3.0339e-01 +1.8582e+00 +2.7455e+00 +4.2599e-01 +3.3207e+00 -3.0455e+00 -3.4644e-02
% function evaluation | noise-free fitness - Fopt (-5.147000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.641374667e+01 +8.641374667e+01 -4.282862533e+02 -4.282862533e+02 +4.6098e+00 +3.3111e+00 +3.7660e+00 +2.9752e+00 +8.8660e-01 -3.5828e+00 +4.6956e+00 -2.2729e+00 +1.9801e+00 +1.3742e-01 -2.1611e+00 +3.5594e+00 +4.0437e+00 +2.8665e-01 -4.0968e-01 -9.1709e-01 -3.5477e+00 -3.2811e+00 -2.1960e-01 -2.4487e+00
356 +6.301498258e+01 +6.301498258e+01 -4.516850174e+02 -4.516850174e+02 +2.3416e+00 +1.3119e+00 +8.3493e-02 -2.8149e+00 -1.7649e-01 -6.8980e-01 +4.2123e-01 +3.3320e+00 -1.2966e+00 +6.6133e-01 -3.5896e+00 -1.2642e+00 -2.5411e+00 +3.2310e+00 +3.4924e+00 -2.4414e+00 -1.4645e+00 -1.4617e+00 +2.7645e+00 +8.4203e-01
% function evaluation | noise-free fitness - Fopt (7.930000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.630988025e+01 +8.630988025e+01 +9.423988025e+01 +9.423988025e+01 -2.1540e+00 -4.5116e+00 +2.2005e+00 +4.7162e+00 -4.7998e+00 +3.4921e+00 +2.3950e+00 +1.4936e+00 +3.8624e+00 -2.2559e+00 +2.7758e+00 +4.7595e+00 +3.5537e+00 -3.5727e+00 +2.1738e+00 -1.6659e-01 +1.3057e-01 -2.0987e-01 +2.5381e+00 +4.6555e+00
373 +6.298352796e+01 +6.298352796e+01 +7.091352796e+01 +7.091352796e+01 -2.1564e+00 +2.5293e+00 -2.7591e+00 +1.4816e+00 -5.9050e-02 +1.3770e+00 -2.0918e+00 -7.0291e-01 -1.0068e+00 +2.2111e+00 +2.2178e+00 -3.1819e+00 -1.4435e+00 -9.3421e-01 +4.8217e-01 +1.2246e-01 -5.6751e-01 -4.1120e+00 +3.2339e+00 +4.7669e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.643460519e+01 +8.643460519e+01 +1.086434605e+03 +1.086434605e+03 +1.3705e+00 -4.3660e+00 -3.2197e+00 +3.6403e+00 -4.8753e-01 +4.9384e+00 +3.2607e+00 +3.5704e+00 -2.4506e+00 +1.8981e+00 -2.4415e+00 -1.3922e+00 +3.0168e+00 -2.8332e+00 +3.6229e+00 -5.2991e-01 -8.0474e-01 -3.5433e+00 +2.8630e+00 +2.4467e+00
% function evaluation | noise-free fitness - Fopt (1.216000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.549915263e+01 +8.549915263e+01 +9.765915263e+01 +9.765915263e+01 +2.4389e+00 +6.4163e-01 +3.2727e+00 +3.7987e+00 -1.9567e+00 -2.7749e+00 -2.1911e+00 -1.9364e+00 -3.0293e+00 -3.1999e+00 +2.9639e+00 -1.3888e+00 +3.1409e-01 -1.1659e+00 +4.9533e-01 -4.8041e+00 -3.2876e+00 -3.4854e+00 -1.4128e+00 -4.7257e+00
% function evaluation | noise-free fitness - Fopt (4.231000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.651317630e+01 +8.651317630e+01 +1.288231763e+02 +1.288231763e+02 +4.4612e+00 +2.7735e+00 +4.0741e+00 +3.5728e+00 +4.5421e+00 +1.9635e+00 -2.0034e+00 -1.2487e+00 +2.5215e+00 -1.2921e+00 -2.6797e+00 +1.0204e+00 +1.1551e+00 +3.1439e+00 -4.0192e+00 -3.2805e+00 +1.0111e+00 +3.4483e+00 +1.8646e+00 +5.5645e-01
% function evaluation | noise-free fitness - Fopt (-7.530000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.631476328e+01 +8.631476328e+01 +7.878476328e+01 +7.878476328e+01 -1.0912e+00 -1.1678e+00 +8.7083e-01 +2.9427e+00 -1.4489e+00 -2.7204e+00 +7.5350e-01 -4.1708e-01 -3.9490e+00 -4.6165e+00 -4.9872e+00 +1.0973e+00 +4.5866e+00 -4.5094e+00 +1.5134e+00 -1.3903e+00 +1.3401e+00 -4.6636e+00 +4.9485e+00 -3.1411e-01
282 +6.303659423e+01 +6.303659423e+01 +5.550659423e+01 +5.550659423e+01 +6.3530e-01 -2.5308e+00 +1.5546e+00 -2.7508e+00 -8.5552e-01 -1.4363e+00 -1.6589e+00 +9.6871e-01 -1.6053e+00 +1.8639e+00 -2.4229e+00 +1.1080e+00 -1.2630e+00 +1.4949e+00 +9.2927e-01 -4.2710e+00 -1.5810e+00 +2.9364e+00 +3.1441e+00 -1.8135e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.554034941e+01 +8.554034941e+01 -9.144596506e+02 -9.144596506e+02 +2.0672e+00 -2.3094e+00 -4.1798e+00 -5.2358e-01 +1.6430e+00 +4.4596e+00 +1.6739e+00 -1.3106e+00 -3.3644e+00 -3.9707e+00 -2.6737e+00 -5.0700e-01 -1.9971e+00 -4.3774e+00 +2.6957e+00 -4.3657e+00 +1.2455e+00 +6.0882e-01 -5.0957e-01 +4.3023e+00
