% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
514 +2.478198832e+02 +2.478198832e+02 +1.189489883e+03 +1.189489883e+03 +1.8886e+00 -2.3900e+00 +4.0841e-01 -1.0332e+00 -4.1342e+00 -1.2680e+00 +2.0853e+00 +3.3479e+00 +3.5055e+00 -5.4351e-02 +1.9203e+00 +1.1953e+00 +5.6888e-01 -1.5315e-01 +2.0740e+00 +4.4976e+00 -2.6282e+00 +4.1648e+00 +2.3171e+00 +2.5521e+00
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.235252776e+02 +4.235252776e+02 +3.860752776e+02 +3.860752776e+02 -2.0640e+00 -1.2121e-01 +2.1474e+00 +2.0911e+00 -3.3240e+00 +3.9036e+00 +1.2149e+00 +1.1236e+00 -4.3711e+00 +4.3391e+00 +3.8956e+00 -3.4018e+00 +4.2143e+00 +8.7204e-01 +8.1390e-01 -4.8057e+00 +5.6611e-01 +6.4248e-01 -3.0615e+00 -3.7632e+00
2 +3.625171653e+02 +3.625171653e+02 +3.250671653e+02 +3.250671653e+02 +4.9590e-01 +4.4022e+00 +4.4149e+00 -5.9849e-01 -4.8052e+00 -4.4438e+00 +4.7138e+00 -1.4323e+00 +3.2390e+00 -4.4185e+00 -1.9755e+00 +2.0969e+00 -2.4756e+00 +4.3528e+00 +5.1105e-01 +3.4209e+00 -3.7166e+00 +5.8939e-01 -3.3176e+00 -8.5528e-02
8 +2.407313913e+02 +2.407313913e+02 +2.032813913e+02 +2.032813913e+02 +2.8273e+00 -2.5923e+00 +3.4289e+00 +1.6854e-01 -2.4707e-02 +1.7374e+00 +4.8370e+00 +5.7819e-01 -1.7541e+00 -2.5313e+00 +2.4055e+00 +2.1216e+00 +1.4566e+00 -4.1820e+00 +4.7124e+00 +5.1179e-02 -3.6030e+00 +2.7985e+00 +3.5556e-01 -4.8506e+00
% function evaluation | noise-free fitness - Fopt (-1.845200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.956840781e+02 +3.956840781e+02 +2.111640781e+02 +2.111640781e+02 +3.4544e+00 -2.4193e+00 +1.0839e+00 -1.3792e-01 -1.0972e+00 +3.3600e-01 +1.3789e+00 +4.1489e+00 -4.8682e+00 +1.3940e+00 +2.9001e+00 +9.5501e-01 -2.6525e+00 +1.1952e+00 -1.2975e+00 +4.3574e+00 -1.1131e+00 +3.1105e+00 -3.8057e+00 +3.5257e+00
44 +2.505070998e+02 +2.505070998e+02 +6.598709979e+01 +6.598709979e+01 +4.2793e+00 -2.7101e-01 +2.8966e+00 -1.9499e+00 +1.2482e+00 -1.5677e+00 -3.5776e+00 +9.7064e-02 -2.0534e-01 +3.8732e+00 +3.3165e+00 -2.3896e+00 -1.3902e+00 +3.3815e+00 -2.1172e+00 +6.8398e-01 -3.9769e+00 +4.3526e+00 -3.7875e+00 -4.0746e+00
% function evaluation | noise-free fitness - Fopt (1.883000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.308373615e+02 +5.308373615e+02 +5.496673615e+02 +5.496673615e+02 -9.9729e-01 -2.6809e+00 +4.1372e+00 +1.0673e-01 +4.3381e+00 -1.9511e+00 -3.2502e+00 +2.9694e+00 +3.9732e+00 +1.5482e+00 -3.6572e+00 -2.3263e+00 -3.7876e-01 +3.3041e+00 -4.2425e+00 -2.8515e+00 +4.8418e+00 +2.6617e+00 -4.2138e+00 -2.5384e+00
2 +3.706976048e+02 +3.706976048e+02 +3.895276048e+02 +3.895276048e+02 -4.3687e+00 +3.4670e+00 +4.7376e+00 -2.4240e+00 +4.8282e+00 +6.2278e-01 +1.4264e+00 +1.3686e+00 -8.6598e-01 +3.9027e+00 -3.8569e+00 -3.4706e+00 -3.4886e-01 +6.6285e-01 +4.4194e+00 -4.2705e+00 +1.0258e+00 +8.9285e-01 +4.3583e+00 -1.8359e+00
% function evaluation | noise-free fitness - Fopt (6.251000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.488807200e+02 +4.488807200e+02 +5.113907200e+02 +5.113907200e+02 +2.6747e+00 -2.4390e+00 -2.2151e+00 +2.9017e+00 -3.4012e+00 +3.9746e+00 +3.0445e+00 +4.7164e+00 +1.8003e-01 +6.5720e-01 -4.9320e-01 -1.5956e-01 -2.7084e+00 +2.8535e+00 +1.4457e+00 +6.3546e-01 -4.0565e+00 +1.3115e+00 +1.0918e+00 +1.6885e-01
2 +3.737556703e+02 +3.737556703e+02 +4.362656703e+02 +4.362656703e+02 -4.7282e-02 +9.8321e-03 +3.9167e+00 +4.0928e+00 -1.7654e+00 -9.0009e-01 +3.2415e+00 -9.9373e-01 +2.7939e+00 -1.2233e+00 +3.6344e+00 +3.2887e+00 +3.9476e+00 -4.9974e+00 +3.8073e+00 -1.0015e+00 -2.4373e+00 -4.8207e-02 +2.7300e+00 -1.8415e-01
24 +2.402721662e+02 +2.402721662e+02 +3.027821662e+02 +3.027821662e+02 +3.2897e+00 -2.0915e+00 -2.0347e+00 +3.0131e+00 -2.6386e+00 -3.6863e+00 -3.2936e+00 -3.7624e+00 +3.2181e+00 +4.0773e+00 -7.5484e-01 -8.2014e-01 +2.8632e+00 -4.5588e+00 +1.4029e+00 +2.7406e+00 +2.6883e+00 +2.5898e+00 +1.6077e-01 +4.9263e+00
% function evaluation | noise-free fitness - Fopt (1.128700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.609070359e+02 +4.609070359e+02 +5.737770359e+02 +5.737770359e+02 +4.7789e+00 +1.3656e+00 +4.5266e+00 +3.3661e+00 +6.5648e-02 +1.7360e+00 +2.8735e+00 +4.5373e+00 +4.3812e+00 -1.2218e+00 -4.3031e+00 +6.3491e-01 +1.6469e+00 -1.0048e+00 +3.3315e+00 -3.9912e+00 -2.0930e+00 -4.1172e+00 +3.0784e+00 -3.1793e+00
5 +2.845308759e+02 +2.845308759e+02 +3.974008759e+02 +3.974008759e+02 -4.0434e+00 +3.8757e+00 +4.3369e+00 -3.2224e+00 +2.3123e+00 +4.0066e-01 -7.1133e-01 -1.2212e+00 +4.7182e+00 -1.0741e+00 -3.5054e+00 -3.0787e+00 -2.5309e+00 -2.3786e+00 -3.9962e+00 +4.5996e+00 -1.7217e+00 -4.8860e+00 -1.8614e+00 -3.2439e+00
187 +2.501557062e+02 +2.501557062e+02 +3.630257062e+02 +3.630257062e+02 +2.0966e+00 -1.4591e-01 -2.4074e-01 -6.3588e-01 +2.2395e+00 +1.8156e+00 -3.1811e-01 +4.3434e+00 +1.3788e+00 +3.6551e+00 +1.7420e+00 +1.6087e+00 -8.7717e-01 -3.5389e+00 +7.7298e-01 -3.5004e-01 -4.4663e+00 -3.7581e+00 -4.4631e+00 +4.1078e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.960632066e+02 +2.960632066e+02 +1.296063207e+03 +1.296063207e+03 +4.0983e+00 +1.1622e-01 +1.8835e+00 +4.8009e+00 -1.0709e+00 +1.4206e+00 -3.3822e+00 -3.6057e+00 -3.3053e+00 +2.0314e+00 -2.8321e+00 +2.1112e+00 +2.0333e+00 -1.9165e-01 +2.5164e-01 -5.1823e-01 -4.4474e+00 +3.2856e+00 -2.5942e-01 -5.1762e-01
87 +2.421736603e+02 +2.421736603e+02 +1.242173660e+03 +1.242173660e+03 -3.0202e+00 -3.1881e+00 -8.0053e-01 +6.0014e-01 -7.4582e-01 +6.3316e-01 -4.3805e+00 -3.7948e+00 +2.6204e-01 +1.5154e+00 -2.5289e+00 -1.4439e+00 +4.0027e+00 -4.0127e+00 +4.0209e+00 +3.6013e+00 -3.0371e+00 +2.6888e+00 -1.1830e+00 -8.9132e-01
% function evaluation | noise-free fitness - Fopt (2.421800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.391606851e+02 +4.391606851e+02 +6.813406851e+02 +6.813406851e+02 +1.2188e+00 -3.4824e+00 -1.1782e-01 +2.6024e+00 +1.5013e+00 -2.0425e+00 -2.5272e+00 -3.8998e+00 +2.9107e+00 +2.3468e+00 +4.3533e+00 -3.6694e-01 -1.6270e+00 +3.6665e-01 +7.9287e-01 -3.9963e+00 -4.6391e+00 +4.0514e+00 +1.5211e+00 +1.1745e+00
3 +3.248143109e+02 +3.248143109e+02 +5.669943109e+02 +5.669943109e+02 +7.3622e-01 +2.9741e+00 +2.0671e+00 -2.1323e-01 +2.0921e-01 +2.5668e+00 -1.3264e+00 +2.6859e+00 +2.5337e+00 -3.6817e+00 -4.3625e+00 +3.0973e+00 +4.9172e+00 -2.8446e+00 +2.3255e+00 -4.4246e+00 -6.4872e-03 -4.9860e+00 -4.4407e+00 -1.8471e+00
19 +2.472727740e+02 +2.472727740e+02 +4.894527740e+02 +4.894527740e+02 -2.9659e-01 -4.7211e-01 -4.2755e-01 +1.5905e+00 -7.6941e-01 -4.6430e+00 +2.5292e+00 -3.6122e+00 +2.7173e+00 +3.1493e+00 +3.3296e+00 -4.4115e+00 -4.2716e+00 -2.2764e+00 +3.5958e+00 +2.8598e+00 -4.6879e+00 -4.7764e+00 -3.8014e+00 +4.3017e+00
% function evaluation | noise-free fitness - Fopt (4.450000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.829257337e+02 +3.829257337e+02 +3.873757337e+02 +3.873757337e+02 +4.7358e+00 +2.9121e+00 -2.1649e+00 -4.6931e+00 +8.7917e-01 +1.8566e+00 +2.1969e+00 +2.0632e-02 +2.4446e+00 -1.7919e+00 +3.7070e+00 +2.3089e+00 -3.9697e+00 -4.0821e+00 -4.0779e-01 +2.9697e+00 +4.8075e+00 +1.5296e+00 -4.5096e+00 -2.6428e+00
% function evaluation | noise-free fitness - Fopt (-1.154300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.785106296e+02 +3.785106296e+02 +2.630806296e+02 +2.630806296e+02 +4.6479e+00 -1.4141e+00 -1.9136e+00 -4.5920e+00 +4.7455e+00 +1.2660e+00 +4.7842e-01 +4.8521e+00 -4.5801e+00 +3.8225e-01 +4.9875e+00 -3.7175e-01 +9.8628e-02 +1.6735e+00 -2.1002e+00 +4.1239e+00 +2.7214e+00 +4.3172e+00 -2.7592e+00 -3.1861e+00
21 +2.186418344e+02 +2.186418344e+02 +1.032118344e+02 +1.032118344e+02 -4.6572e+00 +1.2773e+00 +4.5409e+00 +7.8699e-01 +4.7013e+00 +2.9298e+00 +8.1260e-01 -2.8475e+00 +8.2260e-01 +3.0662e-01 -6.6158e-01 +3.4181e+00 -4.4647e+00 -2.5214e+00 +3.3825e+00 +4.3885e+00 -3.6099e+00 +3.7512e+00 +2.2424e+00 +2.4121e+00
% function evaluation | noise-free fitness - Fopt (1.452600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.350439765e+02 +4.350439765e+02 +5.803039765e+02 +5.803039765e+02 -4.7816e+00 -1.3673e+00 -2.6198e+00 -3.7617e+00 -2.8707e+00 +1.4699e+00 +3.6348e+00 +4.4667e+00 +8.9430e-01 +2.4634e+00 -4.7108e+00 +2.4279e+00 -4.9411e+00 +1.4724e+00 -1.4247e+00 -3.7982e+00 -4.2193e+00 -1.8078e+00 -3.1155e-01 -3.8966e+00
2 +3.229482501e+02 +3.229482501e+02 +4.682082501e+02 +4.682082501e+02 +1.9096e+00 +4.0702e-02 -1.1276e+00 -8.1797e-01 -3.6901e+00 +1.5965e+00 +1.0207e+00 -1.5874e+00 -2.3251e+00 +3.1854e+00 +4.9816e+00 -3.1460e+00 +6.5855e-01 -1.2640e+00 +3.7079e-01 +4.0751e+00 -1.5120e-01 -4.7043e+00 +4.3568e+00 +8.6197e-01
% function evaluation | noise-free fitness - Fopt (7.761000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.779847660e+02 +3.779847660e+02 +4.555947660e+02 +4.555947660e+02 -4.4322e+00 +1.6398e+00 -1.1486e+00 +2.2989e+00 -1.6915e+00 -4.3736e+00 -5.2664e-02 +1.1295e+00 -3.5463e-01 +5.5077e-01 -2.1578e-01 -3.6779e+00 +2.2798e+00 +1.6987e-01 -3.3856e+00 -2.2824e+00 -3.7000e+00 -4.2628e-01 +2.4553e+00 +4.7726e+00
62 +2.497418475e+02 +2.497418475e+02 +3.273518475e+02 +3.273518475e+02 +9.8805e-01 +3.1632e+00 -4.0137e+00 -2.7299e-02 +4.8594e-01 +1.6800e+00 -2.1112e+00 -3.5248e+00 +3.0213e+00 -3.3750e+00 +2.5952e+00 -4.6362e+00 +3.1401e+00 -1.3442e-02 +1.9599e+00 -3.0949e+00 -4.5830e+00 -2.1399e+00 +3.9189e+00 -4.2556e+00
