% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
42 +9.304495079e+01 +9.304495079e+01 -5.899504921e+01 -5.899504921e+01 -4.1104e-01 -3.0314e-01 -1.0986e+00 +2.0034e+00 +1.6606e-01 -2.0522e+00 -2.1881e+00 -8.6626e-04 -3.2284e-01 +3.2094e+00 -9.5253e-01 -7.3390e-01 -1.7810e+00 +4.6092e-01 -1.3639e+00 +1.7743e-01 +1.3979e+00 -3.7452e-01 +1.1775e+00 -2.1966e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.854283842e+01 +8.854283842e+01 +6.329283842e+01 +6.329283842e+01 +4.6795e+00 +1.9932e+00 +6.5525e-01 -6.8963e-01 +1.0656e+00 -2.1938e+00 -1.4620e+00 -4.2800e+00 +2.7014e+00 -1.4324e+00 +2.5105e+00 -6.7251e-01 -3.3007e+00 +3.4670e+00 -7.0169e-01 +4.2125e+00 -1.5518e+00 -3.3550e+00 -2.3978e-01 +2.7918e+00
55 +5.664613434e+01 +5.664613434e+01 +3.139613434e+01 +3.139613434e+01 +2.8556e+00 +1.9475e+00 -5.8393e-02 -1.4930e+00 +4.2688e+00 -1.2149e+00 +5.0825e-01 +1.2970e+00 +7.0426e-01 -3.1316e+00 +1.0345e+00 -4.6823e-01 -1.3322e+00 -2.5702e-01 -1.3251e-01 +1.2775e+00 -1.2910e+00 +9.7418e-01 -1.8419e-01 +2.3634e+00
100 +3.713554138e+01 +3.713554138e+01 +1.188554138e+01 +1.188554138e+01 +3.7749e+00 +1.7017e+00 -3.5866e-02 -1.2773e+00 +3.7681e+00 +1.3887e+00 +6.5072e-01 -2.2062e+00 +6.8217e-01 -1.8361e+00 +1.1710e-01 +1.8341e+00 -1.5274e+00 +3.7799e-01 -1.9452e-01 +1.5335e+00 -1.1897e+00 +8.0098e-01 -3.3744e-01 -1.2093e+00
240 +2.498303912e+01 +2.498303912e+01 -2.669608774e-01 -2.669608774e-01 +3.3564e+00 +1.6828e+00 -3.5090e-01 -1.1618e+00 +2.8419e+00 +7.4726e-01 -4.1480e-01 -2.1642e+00 +1.4098e+00 -2.0015e+00 +8.2802e-01 +1.2408e+00 -1.8564e+00 +1.0365e+00 -2.6544e-01 +1.9953e+00 -1.2452e+00 +1.7225e-01 +2.7967e-01 -5.1323e-01
% function evaluation | noise-free fitness - Fopt (1.347300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.126912954e+02 +3.126912954e+02 +4.474212954e+02 +4.474212954e+02 +2.8050e+00 +4.7219e+00 -3.2617e+00 -1.0832e+00 -2.4709e+00 +4.8681e-01 +3.5171e+00 +3.6820e+00 -3.3101e+00 -1.3640e+00 +7.8409e-01 -3.1805e+00 -1.4496e+00 +4.3562e+00 -7.6183e-01 +2.6129e+00 -4.0922e-01 +4.6407e+00 -1.1506e+00 +3.5726e+00
2 +1.672254736e+02 +1.672254736e+02 +3.019554736e+02 +3.019554736e+02 -3.4876e+00 +2.5221e+00 -4.1667e+00 -1.7688e+00 +6.7310e-01 +1.7597e+00 +4.5245e-01 -3.9723e+00 +2.3781e+00 +9.6057e-01 +3.7927e+00 +2.1735e+00 +4.1392e-01 -4.5891e-01 +2.8076e+00 +2.2748e+00 -2.1257e+00 -2.1906e+00 +2.9378e-02 -2.0352e+00
10 +1.227005296e+02 +1.227005296e+02 +2.574305296e+02 +2.574305296e+02 +1.8176e+00 -2.2281e+00 +1.3651e+00 -3.1682e+00 -2.3747e+00 +1.3518e+00 +3.9736e+00 +4.6330e-01 +2.9203e+00 -2.5081e+00 -2.1074e+00 -2.8969e+00 -4.3133e+00 +4.9014e+00 -1.5018e+00 +2.3983e+00 +1.9893e+00 -1.6320e+00 -3.8216e-01 +2.0048e+00
42 +7.642537943e+01 +7.642537943e+01 +2.111553794e+02 +2.111553794e+02 +1.3531e+00 -7.2579e-01 -6.1035e-01 -2.2132e+00 +5.6617e-01 +1.6580e+00 +9.9106e-01 +5.2356e-02 +2.8987e+00 -2.4222e+00 +3.2504e-01 -1.6137e+00 -1.8264e-01 +5.1482e-01 +2.3197e+00 +2.3913e+00 +1.9682e+00 -2.0034e+00 +2.6071e-02 -7.0325e-02
94 +6.013749317e+01 +6.013749317e+01 +1.948674932e+02 +1.948674932e+02 +1.2609e+00 -3.1202e-01 +1.4317e+00 -2.3534e+00 +2.9123e-03 +4.0882e-01 +1.1554e+00 +5.4014e-01 -1.5663e+00 -1.4444e+00 +1.8805e-01 -1.2087e+00 -2.7585e+00 +3.1571e+00 +5.5148e-01 +1.9636e+00 -4.5231e-01 -2.7393e+00 +8.4101e-01 +4.4148e-01
487 +3.978282482e+01 +3.978282482e+01 +1.745128248e+02 +1.745128248e+02 +1.2211e+00 -2.1141e+00 +6.6613e-01 -2.3215e+00 +2.8034e-01 +6.3646e-01 +1.1563e+00 +2.9252e-01 +4.5594e-01 -7.8798e-01 -7.9714e-01 -8.5940e-01 -2.7459e+00 +2.7799e+00 +1.0256e+00 +2.3113e+00 +9.5300e-01 -2.3881e+00 +3.5043e-01 +2.7072e-01
% function evaluation | noise-free fitness - Fopt (1.520000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.661278754e+02 +1.661278754e+02 +1.676478754e+02 +1.676478754e+02 -4.3584e+00 +1.7183e+00 -4.7811e+00 -1.6306e+00 -2.4567e+00 -2.3821e+00 +9.1625e-01 +2.4164e+00 +2.3484e+00 +2.6776e-01 -3.5162e+00 -2.2565e+00 -2.3632e+00 -1.5916e+00 -4.9285e+00 +4.9133e+00 +3.9183e+00 -4.5490e-02 +1.1448e+00 -4.5834e+00
25 +9.870971376e+01 +9.870971376e+01 +1.002297138e+02 +1.002297138e+02 +6.0045e-01 -2.4608e+00 -1.1214e+00 +5.4943e-01 +7.1571e-01 +4.1986e+00 +3.5164e+00 -3.2745e+00 +1.5073e+00 -4.5068e-01 +2.0443e+00 +8.7955e-01 +8.4997e-01 -4.9406e+00 +9.9902e-01 +4.3058e+00 +4.6870e+00 +1.4564e-01 +3.4868e+00 -1.7238e+00
102 +5.934472370e+01 +5.934472370e+01 +6.086472370e+01 +6.086472370e+01 -1.4979e+00 -1.3576e+00 -9.2100e-01 -8.1134e-02 +3.2961e-01 +3.7242e+00 +2.5546e+00 -9.6938e-01 +1.1113e+00 +1.3186e+00 +2.1040e+00 +1.2739e+00 +1.1968e+00 -9.6452e-01 -2.0539e-01 +2.3788e+00 +1.9478e+00 +1.0519e+00 +4.1760e+00 -1.8012e+00
% function evaluation | noise-free fitness - Fopt (4.530000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.078520604e+02 +3.078520604e+02 +3.531520604e+02 +3.531520604e+02 +4.9440e+00 +2.2448e+00 +3.9124e+00 -4.5317e+00 -3.1332e+00 +9.5801e-01 -6.9354e-01 -1.9696e+00 -2.7214e+00 +3.9189e+00 +4.8611e+00 +4.5085e+00 -1.8210e+00 -2.6971e+00 -4.6649e+00 -1.9049e+00 +3.8148e+00 -2.7306e+00 +3.8848e+00 +3.7822e+00
2 +2.473401335e+02 +2.473401335e+02 +2.926401335e+02 +2.926401335e+02 -3.4651e+00 +2.7566e+00 +1.3133e+00 +4.8682e+00 -1.8294e+00 +3.6007e+00 -2.9041e+00 +3.2355e+00 -2.4611e+00 +4.5391e+00 -4.9307e+00 -8.6355e-01 +3.7002e+00 -2.6983e+00 +2.2898e+00 +3.1077e-01 -1.2849e+00 -2.6092e+00 +7.7050e-01 -4.5450e+00
3 +1.492395976e+02 +1.492395976e+02 +1.945395976e+02 +1.945395976e+02 -3.4650e+00 +4.6209e+00 +6.4018e-01 +2.5016e+00 -3.7822e+00 -4.1539e+00 -4.0140e+00 +5.3075e-01 +2.8931e+00 +2.4112e+00 +3.4411e+00 +3.7000e-01 +2.1050e-01 +4.0225e+00 +4.1210e+00 +9.5093e-01 +3.2798e+00 +1.8446e+00 +1.2491e+00 +4.6674e+00
42 +9.517889347e+01 +9.517889347e+01 +1.404788935e+02 +1.404788935e+02 -3.4651e+00 +2.8518e+00 +7.4774e-01 +4.0935e+00 -2.5503e+00 -3.5031e+00 -3.7217e+00 +3.0327e+00 +4.2052e-01 +2.7892e+00 -3.4295e-01 -1.5944e-01 +1.6884e+00 +1.2679e-01 +3.3308e+00 +3.3177e-01 +1.5259e+00 +1.0487e-01 +8.5286e-01 +3.6147e+00
123 +6.219839651e+01 +6.219839651e+01 +1.074983965e+02 +1.074983965e+02 +5.8744e-01 +2.0651e+00 +6.0521e-01 +1.7564e+00 -2.1508e+00 -2.8908e+00 -1.9918e+00 +7.1046e-01 +2.4265e+00 +1.4395e+00 +1.3157e+00 +6.5326e-01 -2.3689e-01 +1.6565e+00 +4.1070e+00 +1.3389e+00 -1.2201e+00 -5.6605e-01 +1.4941e+00 +3.8156e+00
% function evaluation | noise-free fitness - Fopt (-1.605700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.505657674e+02 +2.505657674e+02 +8.999576735e+01 +8.999576735e+01 +4.1579e-01 +3.9281e+00 -1.4479e+00 -4.0808e+00 +2.3698e+00 +2.8779e+00 -2.6588e+00 +2.5118e+00 +3.4886e+00 -1.0409e-01 -2.7919e+00 +3.5640e+00 +2.4608e-01 +1.3650e+00 +2.5636e+00 +7.2412e-01 -2.9476e+00 +4.1604e-01 -2.9981e+00 -2.0422e+00
16 +1.505877724e+02 +1.505877724e+02 -9.982227630e+00 -9.982227630e+00 +5.5949e-02 -4.2637e+00 +4.4444e-01 +1.2345e+00 -4.5221e-02 -2.6962e+00 -7.5287e-01 +6.3282e-01 -4.8314e+00 +4.1207e-01 +2.6711e+00 -2.0754e+00 -3.3311e+00 +1.7935e+00 +2.8007e+00 -1.0854e+00 +1.0981e+00 +1.9860e+00 +1.8288e+00 +4.0031e+00
41 +9.497359988e+01 +9.497359988e+01 -6.559640012e+01 -6.559640012e+01 +9.7934e-01 +2.3522e+00 +9.7071e-01 -3.7342e+00 +2.0337e+00 +1.9051e+00 +1.8410e+00 +2.1490e+00 +5.5234e-01 -1.4150e+00 +2.5840e+00 +2.8059e+00 -7.6564e-01 -1.1729e-01 +1.5970e+00 +1.0981e+00 +1.8322e-01 -8.3387e-02 -2.3946e+00 -1.6571e+00
83 +6.144422902e+01 +6.144422902e+01 -9.912577098e+01 -9.912577098e+01 +2.1281e-01 -6.8885e-01 +1.0664e-01 -2.5340e+00 -2.9013e-01 -1.6595e-02 +2.1172e+00 -1.8239e-01 -8.7754e-01 -1.3777e-01 +1.5568e+00 +9.7064e-01 -2.0670e+00 -3.8330e+00 +2.8780e+00 -3.2591e-01 -8.0303e-01 -6.6819e-01 -5.4223e-01 +3.2552e-01
98 +3.345853571e+01 +3.345853571e+01 -1.271114643e+02 -1.271114643e+02 -3.1569e+00 -3.2713e-02 +1.4946e+00 -1.3657e+00 +2.1638e+00 -1.7627e+00 +1.4224e+00 +2.7264e-01 -7.8396e-01 -1.8730e+00 +3.1949e+00 +4.9334e-01 -1.3787e+00 -2.6976e+00 +3.9192e+00 -8.3202e-01 +8.0879e-01 -3.2797e-01 +2.3223e+00 +2.6166e+00
203 +2.454024627e+01 +2.454024627e+01 -1.360297537e+02 -1.360297537e+02 +2.1779e-01 -1.0254e+00 +1.2679e+00 -1.4799e+00 +1.7596e+00 -7.8077e-02 +1.4340e+00 +2.9520e-01 -1.0964e+00 -2.6485e+00 +3.0535e+00 +3.9219e-01 -1.7855e+00 -2.9989e+00 +3.0088e+00 -7.8594e-01 +8.8477e-01 -2.0947e-01 +2.9073e-01 +1.1024e+00
% function evaluation | noise-free fitness - Fopt (-2.916100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.779857579e+02 +1.779857579e+02 -1.136242421e+02 -1.136242421e+02 -3.7221e-01 +1.4629e+00 -3.0972e+00 +1.0669e+00 -2.1333e+00 -3.3939e+00 +1.2681e+00 -1.5898e-01 +1.4408e+00 -3.4737e+00 +3.3082e+00 -6.2944e-02 -4.0709e-01 -3.6550e+00 +3.5043e+00 -1.3655e+00 +6.5692e-01 +2.2474e+00 -3.3811e+00 -3.2265e+00
41 +1.011850212e+02 +1.011850212e+02 -1.904249788e+02 -1.904249788e+02 -7.2687e-01 +1.3928e+00 -2.4692e+00 -2.3691e-01 +1.1225e+00 -3.3657e+00 -3.2425e+00 -1.9495e+00 -3.0315e+00 -1.8396e+00 +4.3007e+00 -8.7566e-01 +7.7424e-01 +2.5386e+00 +1.1048e+00 -1.5960e+00 +6.3269e-01 +2.2960e-01 -2.8076e+00 -1.8258e+00
65 +9.764637578e+01 +9.764637578e+01 -1.939636242e+02 -1.939636242e+02 +1.3642e+00 +9.3547e-01 -3.3547e-01 -9.0733e-01 +3.3388e+00 -2.5244e+00 -2.0945e+00 -3.4259e+00 -2.4007e+00 -4.0224e+00 +1.3857e-02 -1.7284e+00 +1.9951e+00 +3.4606e+00 -4.0398e-01 -5.2747e-02 +1.0665e+00 -1.0687e+00 -1.5902e+00 -3.9227e-01
% function evaluation | noise-free fitness - Fopt (-8.736000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.983443561e+02 +2.983443561e+02 +2.109843561e+02 +2.109843561e+02 -2.8475e+00 -1.7274e+00 -3.7212e+00 +1.8083e+00 +4.5932e+00 -3.8853e+00 +4.6794e+00 -1.7085e+00 -1.0412e+00 -3.1508e+00 +4.3697e+00 +3.9461e+00 -2.9441e-01 -3.0952e+00 -4.3632e+00 -4.2186e-01 -2.4405e+00 +3.2348e-01 +3.1749e+00 +8.3288e-01
4 +2.462067954e+02 +2.462067954e+02 +1.588467954e+02 +1.588467954e+02 -3.4903e+00 +9.1012e-01 -1.3761e-01 +1.4677e+00 +2.8007e+00 +4.0904e+00 -1.7785e+00 +1.3547e+00 -3.1697e+00 -3.5096e+00 -2.2575e+00 -3.9776e+00 +4.8170e+00 +4.4502e+00 +7.8165e-01 +2.1554e+00 -4.0424e+00 -3.0319e+00 -4.0556e+00 -1.9721e+00
8 +1.173861921e+02 +1.173861921e+02 +3.002619208e+01 +3.002619208e+01 +4.3584e+00 +1.0862e+00 +3.2979e+00 +3.0945e+00 -3.7036e+00 +5.2098e-01 -2.4786e+00 -1.9591e+00 +6.9830e-01 -4.6692e+00 +6.5289e-01 -1.1996e+00 -1.6991e+00 -3.8571e+00 -3.0864e+00 -4.7431e+00 +3.1043e+00 -3.0252e+00 +5.3084e-01 -7.7784e-01
50 +9.966971559e+01 +9.966971559e+01 +1.230971559e+01 +1.230971559e+01 +3.1850e+00 +8.5778e-01 +2.8857e+00 +2.9403e+00 -1.5590e+00 +7.8671e-01 -6.5721e-02 -8.4607e-01 +9.6044e-01 -4.0023e+00 +6.9208e-01 +2.9963e+00 -1.4738e+00 -2.7953e+00 +2.8625e-02 -4.7035e+00 +6.8954e-01 -3.4010e+00 +3.9994e-01 -8.5305e-01
82 +5.666987953e+01 +5.666987953e+01 -3.069012047e+01 -3.069012047e+01 +5.4920e-01 +7.0556e-01 +2.1680e+00 +2.4066e+00 -2.6039e+00 +1.2486e-01 +2.4224e-02 -1.3188e+00 +1.2010e+00 -2.8422e+00 +6.8469e-01 +1.3100e+00 +4.4945e-01 -3.2470e+00 +9.8952e-01 -4.5973e+00 +1.2709e+00 -1.7158e+00 +1.3915e+00 -9.9273e-01
545 +3.904869716e+01 +3.904869716e+01 -4.831130284e+01 -4.831130284e+01 +5.3574e-01 +1.5743e+00 +2.4784e+00 +6.1863e-01 -2.3003e+00 +1.4606e-01 -6.7840e-01 -1.3423e+00 +1.3308e+00 -2.0580e+00 +5.8445e-01 +8.3852e-01 +1.3601e+00 -3.2318e+00 +1.3075e+00 -3.4145e+00 +1.8934e+00 -1.6887e+00 +1.3949e+00 -1.5736e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.722624003e+02 +2.722624003e+02 +1.272262400e+03 +1.272262400e+03 +4.5262e+00 -3.2811e+00 -2.8884e+00 +4.7860e+00 -8.2196e-01 +1.2357e+00 -1.6085e+00 +3.0041e+00 +2.4965e+00 +3.1586e+00 -8.6264e-01 +4.0303e+00 +1.1390e+00 -3.4010e+00 -2.6180e-01 +3.2220e+00 -1.2051e+00 +4.6407e+00 +2.2300e+00 -7.7331e-01
2 +2.191979240e+02 +2.191979240e+02 +1.219197924e+03 +1.219197924e+03 -3.3546e-01 -9.5211e-01 -3.1538e+00 +2.0646e+00 +1.3486e+00 -1.2517e+00 +5.9727e-01 +7.7951e-01 +3.5281e+00 +5.1038e-01 +1.7000e+00 +3.6654e+00 +2.3577e-01 +1.1922e+00 +3.6367e+00 -2.0794e+00 -3.3854e+00 +8.2483e-01 +4.2105e+00 -6.5898e-01
25 +1.002163904e+02 +1.002163904e+02 +1.100216390e+03 +1.100216390e+03 -3.4225e+00 -4.9290e+00 +4.9709e+00 +4.9606e-01 -2.2166e-01 -4.5077e+00 -3.3186e-01 -4.2169e+00 -1.7000e+00 -1.6927e-01 +1.3438e+00 +4.6139e+00 -4.7316e+00 -2.1460e-01 +4.6037e-01 +1.8703e+00 +9.4923e-01 +4.0937e+00 -2.5867e-01 +3.3704e+00
45 +8.528633193e+01 +8.528633193e+01 +1.085286332e+03 +1.085286332e+03 -2.9260e+00 -3.7452e+00 +2.8722e+00 +4.4096e-01 -1.8562e-02 -3.4501e+00 -1.2572e-01 -4.3357e+00 -2.1083e+00 +8.1300e-01 +3.7552e+00 -1.8534e+00 -3.7067e+00 +4.7182e-01 -4.1122e-01 -1.2668e-01 +2.9419e+00 +2.6282e+00 -2.0743e-01 +4.0631e+00
82 +6.065048154e+01 +6.065048154e+01 +1.060650482e+03 +1.060650482e+03 -1.1192e+00 -2.2379e+00 +3.0094e+00 +1.8083e+00 +2.2274e-01 -2.9238e+00 -1.7367e-01 -1.3947e+00 +2.4992e+00 -7.8747e-01 +1.1491e+00 +8.9086e-01 +7.7391e-01 +1.3564e-03 +8.9222e-01 -1.7269e+00 +5.4344e-01 +2.6345e+00 +2.7350e-02 +3.3429e+00
322 +3.965034066e+01 +3.965034066e+01 +1.039650341e+03 +1.039650341e+03 -1.6796e+00 -3.1154e+00 +3.0552e+00 +1.3669e+00 -9.6385e-01 -1.0857e+00 +1.2630e+00 -2.7970e+00 -6.6658e-01 -1.1503e+00 +8.4430e-01 +1.3142e+00 -1.7880e+00 -5.6754e-01 +1.7409e+00 +8.4646e-01 +6.6542e-01 +2.5078e+00 +3.3920e-01 +3.3211e+00
% function evaluation | noise-free fitness - Fopt (2.887300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.673028164e+02 +1.673028164e+02 +4.560328164e+02 +4.560328164e+02 +7.4871e-01 -2.8814e+00 -3.3253e+00 -4.6410e+00 -2.6185e+00 +2.0179e+00 +3.8281e+00 -6.2482e-01 +3.9804e-01 -3.2504e+00 -1.2520e+00 +3.1057e+00 +1.1267e+00 +3.3964e+00 -2.5280e+00 +3.6940e+00 -3.6587e+00 -1.5752e+00 -1.4727e+00 +3.5441e-01
5 +1.513370528e+02 +1.513370528e+02 +4.400670528e+02 +4.400670528e+02 -3.8560e+00 +3.7615e-01 -1.4528e+00 -4.5555e+00 +4.9098e-02 +2.4451e+00 -1.6518e+00 -3.3885e+00 +1.9686e+00 +2.3626e+00 +3.7689e+00 +4.7340e+00 +1.8837e+00 -7.5854e-01 -1.0068e+00 -2.1254e+00 +1.3664e+00 -3.0851e+00 +3.4820e+00 +3.8861e+00
