% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
52 +5.011237542e+06 +5.011237542e+06 +5.011145452e+06 +5.011145452e+06 -3.9348e+00 +4.2444e+00 -1.3436e+00 +1.1455e-01 -4.0225e+00 -3.2067e+00 +1.6505e+00 +3.5718e+00 -2.3274e+00 -6.3629e-01 +4.4774e+00 -1.6939e-01 +4.6663e+00 +1.6070e+00 +3.5951e+00 +3.4803e-02 -3.1982e+00 +2.5217e+00 -1.0588e+00 -2.1239e+00
83 +3.808808791e+06 +3.808808791e+06 +3.808716701e+06 +3.808716701e+06 +2.5645e+00 -1.4983e+00 -1.9879e+00 +1.4460e+00 -2.2396e+00 -1.4259e+00 -4.5081e+00 +9.9323e-01 -2.6977e+00 -1.2746e-01 +3.0775e+00 +2.7325e+00 +1.5360e+00 -3.7190e+00 +1.2750e+00 -2.8399e-01 -2.6681e+00 +4.8818e-01 +9.8194e-01 -7.4130e-01
134 +2.420723190e+06 +2.420723190e+06 +2.420631100e+06 +2.420631100e+06 +6.5928e-01 +1.0009e+00 -3.0044e+00 +1.8661e+00 -1.6230e+00 -1.8058e+00 -2.1714e+00 +1.2531e+00 -2.4429e+00 -5.4745e-01 +2.7061e+00 +9.4203e-01 -1.2370e+00 -4.2108e+00 +2.9665e+00 +2.1343e-01 -3.6990e+00 +8.0470e-01 +1.0450e+00 -1.4931e+00
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.986553748e+06 +4.986553748e+06 +4.986465858e+06 +4.986465858e+06 +3.2561e+00 -2.7099e+00 +3.6455e+00 -1.5436e+00 +3.9347e+00 -3.6932e+00 -4.6455e+00 -3.2657e+00 +2.4992e+00 +9.6094e-01 -2.8265e-01 +1.5575e+00 +3.6512e+00 -3.0170e-01 +1.4186e+00 +3.1029e+00 -3.3184e+00 +4.5565e+00 -1.6010e+00 +1.6769e+00
52 +3.435995154e+06 +3.435995154e+06 +3.435907264e+06 +3.435907264e+06 -2.7782e-01 +6.1936e-01 +4.3996e-02 -1.6773e+00 -2.7951e+00 +1.0115e+00 -2.0185e+00 +1.4679e+00 -4.2842e+00 -9.1521e-01 +1.1148e+00 -2.7650e+00 -3.3501e+00 -2.4720e+00 -6.4908e-01 -3.7787e+00 +2.3860e+00 +2.0050e+00 +8.3405e-02 +2.1040e+00
97 +2.089543754e+06 +2.089543754e+06 +2.089455864e+06 +2.089455864e+06 -3.6648e+00 -6.2232e-01 +1.3528e-01 +2.8957e+00 +6.9217e-01 +1.6319e+00 -2.2000e+00 -5.6504e-01 -2.9389e-01 -2.3746e+00 +1.7294e+00 -7.2588e-01 -2.5056e+00 -2.9844e+00 -2.6101e+00 -1.1265e+00 +2.2338e-01 +1.3574e+00 +5.0899e-02 +2.8679e+00
121 +1.564324574e+06 +1.564324574e+06 +1.564236684e+06 +1.564236684e+06 -2.7075e+00 +1.0947e-01 +9.9354e-01 +3.1290e+00 +1.4249e+00 +1.4454e+00 +7.4965e-01 +3.2549e-01 -1.6613e+00 -3.5129e+00 +2.2369e+00 -1.8725e+00 -2.6235e+00 -1.5301e+00 -1.3509e+00 -1.8340e+00 +3.2526e-01 +1.7619e+00 -1.9960e-01 +2.4638e+00
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.857012255e+06 +4.857012255e+06 +4.857332445e+06 +4.857332445e+06 -2.2961e+00 -2.6546e+00 +4.7883e+00 +2.4895e+00 +3.7616e+00 -2.7673e+00 -1.0671e+00 +1.7753e+00 +1.7725e+00 +4.1256e+00 +3.4774e-01 +2.0748e+00 +3.3547e-01 -4.3050e+00 +1.8404e+00 +3.7784e+00 +1.3223e+00 -4.7493e-04 +4.3001e+00 +3.1344e+00
11 +2.041386062e+06 +2.041386062e+06 +2.041706252e+06 +2.041706252e+06 -1.9053e+00 -1.2561e+00 +2.0230e+00 -1.1164e+00 -2.6625e-01 -1.5680e+00 +1.7229e+00 -1.2617e-01 -8.7712e-02 -3.3948e+00 -3.6018e+00 +2.8498e+00 -3.6946e+00 -4.2457e+00 -4.5069e+00 +3.8443e+00 +3.8240e+00 -3.5423e-01 +1.9361e+00 +2.0770e+00
50 +1.478417676e+06 +1.478417676e+06 +1.478737866e+06 +1.478737866e+06 -1.5534e+00 -7.3264e-01 +3.5960e+00 +1.1677e+00 +1.9949e+00 -6.1383e-01 -2.0056e+00 +1.7991e-01 -3.3276e-01 -2.6924e+00 -9.9571e-01 -3.5154e+00 -3.0745e+00 -3.8532e+00 -4.2836e+00 +2.3228e+00 +2.5362e+00 +3.9198e-01 +3.2787e+00 +1.0545e+00
85 +8.861020276e+05 +8.861020276e+05 +8.864222176e+05 +8.864222176e+05 -2.6656e+00 -1.0005e+00 +3.2740e+00 +7.6936e-01 -5.6765e-01 -4.2992e-01 +1.6767e+00 +1.4480e-01 +1.9586e+00 -2.1058e+00 -1.3518e+00 -3.3760e+00 -3.3065e+00 -3.3518e+00 -1.5658e+00 +1.9343e+00 +3.0223e+00 -4.2661e-01 +2.8645e+00 +1.1274e+00
128 +5.647778079e+05 +5.647778079e+05 +5.650979979e+05 +5.650979979e+05 -2.2045e+00 -9.8602e-01 +3.3315e+00 +8.4263e-01 +1.5759e-01 -4.9148e-01 +2.6986e-02 +1.5918e-01 +1.6297e+00 -2.1995e+00 -1.7857e+00 -1.3998e+00 -3.0594e+00 -3.4493e+00 -2.1211e+00 +1.7807e+00 +2.9213e+00 +9.2154e-01 +2.6488e+00 +1.3639e+00
% function evaluation | noise-free fitness - Fopt (-1.042400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.857973025e+07 +3.857973025e+07 +3.857962601e+07 +3.857962601e+07 -4.2441e+00 -4.6982e+00 -7.5753e-01 -1.7340e+00 +6.6556e-01 +3.4756e+00 -1.1023e+00 +4.8119e+00 +2.2745e-01 -4.1189e+00 +2.1811e+00 +1.3189e+00 -2.8655e+00 +1.1255e+00 +2.1172e+00 +3.9353e+00 -2.8063e+00 -4.8762e+00 +1.2062e+00 +1.5148e+00
6 +1.917075324e+07 +1.917075324e+07 +1.917064900e+07 +1.917064900e+07 -4.3615e+00 -5.1973e-01 -4.5994e+00 +4.9159e+00 +3.5577e-01 +4.0162e+00 -3.1492e+00 +1.6274e+00 -1.4220e-02 +8.5375e-01 -4.5463e+00 +4.8980e+00 +2.5878e+00 -1.1735e+00 +4.1434e+00 +1.1482e+00 -1.7275e+00 +2.7697e+00 -1.1550e+00 -1.5666e+00
13 +7.649996574e+06 +7.649996574e+06 +7.649892334e+06 +7.649892334e+06 +1.9800e+00 -1.9968e+00 -3.8241e+00 -2.5448e+00 -2.5171e+00 -4.9489e+00 +2.3805e+00 +3.7369e+00 -1.6771e+00 -3.8518e+00 +3.6022e+00 +2.1438e+00 -1.2126e+00 -4.0627e+00 +4.7341e+00 -2.2128e+00 +6.3664e-02 -2.6185e+00 +2.8474e+00 -2.1606e+00
14 +1.988298222e+06 +1.988298222e+06 +1.988193982e+06 +1.988193982e+06 -4.7525e-01 +4.1027e+00 -2.2339e+00 -3.4332e+00 +8.2469e-01 -2.5598e+00 +4.6155e+00 -7.2341e-01 -4.9666e+00 -9.9979e-01 +6.1350e-01 -4.1264e+00 +3.5873e+00 -3.0540e-01 +4.5104e+00 -3.0593e+00 +3.2458e+00 -2.1395e+00 +1.3493e+00 -2.8817e+00
67 +1.466611448e+06 +1.466611448e+06 +1.466507208e+06 +1.466507208e+06 -3.1593e+00 +2.2301e+00 -2.3273e+00 +3.2665e-01 +6.7140e-01 +5.2894e-02 +2.4135e+00 +5.1008e-01 -3.7627e+00 -7.2073e-01 +1.0930e+00 +2.2027e+00 +2.6674e+00 -1.1820e+00 +1.4747e+00 -2.0628e+00 +2.6374e+00 -3.4914e+00 +1.2778e+00 -4.5946e+00
91 +5.624779782e+05 +5.624779782e+05 +5.623737382e+05 +5.623737382e+05 -1.9170e+00 +2.8076e+00 -2.5316e+00 -1.3741e+00 -2.6259e-01 -1.8473e-01 +2.1813e+00 -9.3859e-03 -3.8871e+00 +7.0973e-02 +5.3529e-01 +1.9488e+00 -1.1871e+00 +3.2687e-01 +1.0983e+00 -2.7675e+00 +2.7847e+00 -2.8978e+00 +7.9673e-01 -3.6742e+00
189 +3.602407746e+05 +3.602407746e+05 +3.601365346e+05 +3.601365346e+05 -1.9189e+00 +2.4244e+00 -2.5078e+00 -1.3236e+00 +3.4389e-01 +1.0922e+00 +2.2002e+00 +1.4075e+00 -4.0883e+00 -5.2568e-01 +6.4982e-01 +1.7625e+00 +2.0161e+00 -9.7243e-01 +2.9594e+00 -2.6386e+00 +3.1949e+00 -2.7156e+00 +5.6832e-01 -3.6561e+00
2111 +2.508235561e+05 +2.508235561e+05 +2.507193161e+05 +2.507193161e+05 -1.9314e+00 +1.0596e+00 -2.4799e+00 -1.3461e+00 +1.3275e-01 +2.1080e-01 +2.1929e+00 +1.1024e+00 -4.0078e+00 -7.0822e-01 +5.7179e-01 +1.8882e+00 -8.7191e-01 -2.7200e-01 +2.9904e+00 -2.7618e+00 +3.1612e+00 -2.5882e+00 +6.6377e-01 -3.6592e+00
% function evaluation | noise-free fitness - Fopt (1.372700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.612220715e+07 +1.612220715e+07 +1.612234442e+07 +1.612234442e+07 -1.7368e+00 -2.6718e+00 +3.9158e+00 +4.0415e+00 -4.2852e+00 +4.2948e+00 +4.7735e+00 -1.4569e+00 -2.9985e+00 -3.1048e+00 -3.2222e+00 -2.4401e+00 -5.6917e-01 -9.3686e-01 +4.3803e-01 -3.9201e+00 -1.2489e-01 +3.2273e+00 +3.9528e+00 +1.5191e+00
3 +1.393110658e+07 +1.393110658e+07 +1.393124385e+07 +1.393124385e+07 +3.0459e+00 -1.3192e+00 -2.2837e-01 +3.5116e+00 -4.1000e+00 -4.4819e+00 -8.1771e-01 -3.6444e+00 +4.2783e+00 +2.8971e+00 -3.3656e+00 -2.7372e+00 -1.2099e+00 -2.8227e+00 -1.9103e+00 +1.7505e+00 +1.0475e+00 -2.8152e+00 +7.3346e-01 -3.9155e+00
10 +8.746069830e+06 +8.746069830e+06 +8.746207100e+06 +8.746207100e+06 -4.7692e+00 +4.7643e+00 -3.0591e+00 +2.2497e+00 -3.1446e+00 +4.3847e+00 +3.0605e+00 -3.7501e+00 -1.3662e+00 -4.1003e+00 +3.3347e+00 -1.9954e+00 +1.0991e+00 +3.6845e+00 +2.5627e+00 -3.0147e-01 -3.1148e+00 +2.7482e+00 -7.7827e-01 -8.8739e-01
13 +1.946116133e+06 +1.946116133e+06 +1.946253403e+06 +1.946253403e+06 +3.9451e+00 -4.1079e+00 +2.6896e+00 +4.6031e-01 -3.6046e+00 -3.4147e+00 +1.4317e+00 +2.8892e+00 -1.6383e+00 -7.6741e-01 -1.3841e+00 +3.7185e-01 +4.0678e+00 -1.3925e+00 -2.2102e+00 -7.6824e-01 -3.3171e-02 +1.1480e+00 +2.2358e+00 -2.2431e+00
80 +8.489527654e+05 +8.489527654e+05 +8.490900354e+05 +8.490900354e+05 -1.1062e+00 -3.0961e-02 +3.0318e+00 +2.9761e-01 -2.5096e+00 -2.4015e+00 +3.3188e+00 +2.9565e+00 +2.1812e+00 +1.4380e+00 +1.1057e+00 -1.4214e+00 +3.2209e+00 -1.0266e+00 +3.8790e+00 -7.3867e-01 -1.6364e+00 +3.1261e+00 +1.7021e+00 -2.2112e+00
106 +3.760686109e+05 +3.760686109e+05 +3.762058809e+05 +3.762058809e+05 +1.7390e+00 -1.5215e+00 +2.9014e+00 -2.7533e+00 -8.8104e-01 -2.5038e+00 +8.5262e-01 +2.0834e+00 +1.2149e+00 +1.0667e+00 +9.7517e-01 -2.8851e-01 +3.3559e+00 -1.2490e+00 +3.5531e+00 -8.9120e-01 +6.1062e-01 +2.6329e+00 +1.9352e+00 -2.2276e+00
300 +2.502167304e+05 +2.502167304e+05 +2.503540004e+05 +2.503540004e+05 +9.5543e-01 -3.0656e-01 +2.8669e+00 -1.6629e+00 -1.3577e+00 -2.4587e+00 +1.3422e+00 +2.5535e+00 +1.2804e+00 +2.3097e-01 +1.0405e+00 -6.5886e-01 +2.9700e+00 -1.1941e+00 +2.7912e+00 -4.6913e-01 +1.2883e-01 +2.9630e+00 +1.9029e+00 -2.2187e+00
% function evaluation | noise-free fitness - Fopt (1.705300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.476923274e+07 +2.476923274e+07 +2.476940327e+07 +2.476940327e+07 +4.2118e+00 -9.9034e-01 -1.6686e+00 -4.2583e+00 -4.3544e+00 -4.0353e+00 -4.3855e+00 +2.8033e+00 -8.3262e-01 +4.5568e+00 +4.1794e+00 +1.3610e+00 -1.0310e-01 -2.2201e+00 -1.6845e+00 -4.5869e+00 +3.2870e+00 +3.9185e+00 -3.2774e+00 +3.6244e-01
3 +1.536030264e+07 +1.536030264e+07 +1.536047317e+07 +1.536047317e+07 +1.9625e+00 -4.7552e+00 +6.6331e-01 -1.9474e+00 -4.8447e+00 -2.1898e+00 -3.4790e+00 +1.1308e+00 -2.5466e+00 -1.8597e+00 +6.7910e-01 +2.5533e-01 +4.9779e+00 -7.9700e-01 +4.3257e+00 -1.5660e+00 +1.4408e+00 +2.4113e+00 +1.6860e+00 -3.6220e+00
8 +9.061502364e+06 +9.061502364e+06 +9.061672894e+06 +9.061672894e+06 +3.0416e+00 +1.2407e+00 +4.0975e+00 -6.7984e-01 -3.6706e+00 +2.0590e+00 -2.8974e-01 +3.7518e+00 +2.0956e+00 -2.2242e-01 +4.0102e+00 -3.1756e+00 -3.9093e+00 +2.9919e+00 -2.8575e+00 -1.8272e+00 -7.5497e-01 +1.5944e+00 +1.5372e-01 -2.2852e+00
13 +6.153107700e+06 +6.153107700e+06 +6.153278230e+06 +6.153278230e+06 -2.2494e+00 +2.5767e+00 -2.0321e+00 -2.3427e+00 +1.5466e-01 -4.3764e+00 +4.4963e+00 +1.6963e+00 -4.1811e+00 -2.1368e+00 -4.3645e+00 -4.2343e+00 +4.2772e+00 +2.3852e+00 +2.7487e+00 +3.7067e+00 +6.0292e-01 +3.9292e+00 -2.4251e+00 -2.7511e+00
48 +3.614252258e+06 +3.614252258e+06 +3.614422788e+06 +3.614422788e+06 +1.5511e+00 -9.3339e-01 +4.1998e+00 +3.8406e+00 -3.8849e+00 +1.9513e+00 -2.7302e+00 -2.0622e+00 +5.5191e-01 +2.2008e+00 +1.7671e+00 -1.9376e+00 -2.1349e+00 +2.5914e+00 -6.3652e-01 -5.8720e-01 +6.3764e-01 +2.2347e+00 -2.0212e+00 -3.7044e+00
58 +1.430856762e+06 +1.430856762e+06 +1.431027292e+06 +1.431027292e+06 +9.7117e-01 -4.2291e+00 +4.9328e+00 +3.2260e+00 -4.0171e+00 -1.5010e+00 -7.4302e-01 -3.4793e+00 +2.7995e+00 +2.4449e+00 +2.1525e-01 +3.4242e+00 -5.0691e-01 -6.1457e-01 -3.6367e-01 -1.0347e+00 -1.4280e+00 -3.9036e-01 -3.1125e+00 -2.7107e+00
82 +8.367220682e+05 +8.367220682e+05 +8.368925982e+05 +8.368925982e+05 -1.1638e+00 +1.1075e+00 +1.0626e+00 +2.2618e+00 -4.8015e-01 +5.6614e-01 -1.8754e+00 -1.7533e+00 -1.7656e+00 +2.4242e+00 -6.5336e-01 +3.7082e-02 -5.1021e-01 +3.2456e-01 +8.3207e-01 +7.6018e-02 -5.8369e-01 +7.5282e-01 -3.3957e+00 -3.2000e+00
193 +6.283945428e+05 +6.283945428e+05 +6.285650728e+05 +6.285650728e+05 -1.4223e+00 -3.6294e-01 +1.0554e+00 +1.6136e+00 -9.8081e-01 +5.6915e-01 -1.8761e+00 -1.4343e+00 -9.5873e-01 +2.3323e+00 -6.5792e-01 +1.0082e-01 -5.6185e-01 +1.6615e-01 -5.3675e-02 +4.0101e-01 -2.3068e-01 -1.7871e-02 -3.4159e+00 -3.4743e+00
% function evaluation | noise-free fitness - Fopt (-5.893000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.435411852e+07 +1.435411852e+07 +1.435405959e+07 +1.435405959e+07 -3.6105e+00 -3.5243e+00 +7.5268e-01 -9.2255e-01 +4.9589e+00 -4.5643e+00 +3.7660e+00 +1.7106e+00 -2.1445e+00 -4.4962e+00 -3.6990e-01 +3.8409e+00 -9.0725e-01 +4.9190e+00 +4.0468e+00 -3.8681e+00 -1.7427e+00 +4.6288e+00 -4.0296e+00 -5.6046e-01
4 +9.680405411e+06 +9.680405411e+06 +9.680346481e+06 +9.680346481e+06 +1.5553e+00 -1.7696e+00 +3.0161e+00 -9.9245e-01 -8.2686e-01 -4.4434e+00 -3.8906e+00 +3.1981e+00 +4.1618e+00 +4.6170e+00 +3.9629e+00 -2.3163e+00 +2.9730e+00 +4.0059e+00 +6.0271e-01 +4.7857e+00 +4.0028e+00 +1.4504e+00 -2.2428e+00 -2.2212e+00
17 +5.995752086e+06 +5.995752086e+06 +5.995693156e+06 +5.995693156e+06 +1.6411e+00 +3.1395e+00 -2.0917e+00 +3.6804e+00 -7.7060e-01 +2.8656e+00 -8.7908e-01 -1.2904e+00 +2.4400e+00 +1.9516e+00 +7.5735e-01 -2.6614e+00 +3.9753e+00 +4.3913e-01 +2.2889e+00 -3.7633e+00 -3.5367e-01 +6.6834e-01 -2.5091e+00 -1.2686e+00
42 +3.746536649e+06 +3.746536649e+06 +3.746477719e+06 +3.746477719e+06 +1.4547e+00 -2.4513e-01 -8.7147e-01 -3.8265e+00 +3.3257e-01 -2.0761e+00 -3.8325e+00 -6.8815e-01 -1.5021e+00 -3.0107e+00 +3.3198e+00 -4.8006e+00 -6.7412e-01 -7.0949e-01 +2.7560e+00 +5.6365e-01 -1.3686e+00 -2.2986e+00 -1.7312e-01 -1.3084e+00
52 +2.215539244e+06 +2.215539244e+06 +2.215480314e+06 +2.215480314e+06 +3.3018e+00 -2.7297e+00 +2.6785e+00 -1.1354e+00 +6.6348e-01 -9.1674e-01 -4.3592e+00 -1.3156e+00 +3.2655e+00 -1.0389e+00 +2.4174e+00 +7.9471e-01 -2.8905e+00 -1.6469e+00 +1.0494e+00 +3.8978e+00 -2.0073e+00 +1.9628e+00 -1.6039e+00 -3.8913e-01
89 +2.989993120e+05 +2.989993120e+05 +2.989403820e+05 +2.989403820e+05 +4.0648e+00 -1.5308e+00 +1.7570e+00 -1.0452e+00 -1.8286e-01 +6.1747e-01 -4.3071e+00 -4.0344e+00 +2.8342e+00 +1.6342e+00 +2.8215e+00 -1.2651e+00 -2.0481e+00 -9.3358e-01 +1.3142e+00 +2.8905e+00 -1.2517e+00 -2.3412e-01 -3.5738e-01 -3.2194e-01
172 +2.235258733e+05 +2.235258733e+05 +2.234669433e+05 +2.234669433e+05 +4.0648e+00 -1.5308e+00 +1.7570e+00 -1.0452e+00 -1.8286e-01 +6.1747e-01 -4.3071e+00 -4.0344e+00 +2.8342e+00 +1.6342e+00 +2.6196e+00 -1.2651e+00 -2.0481e+00 -9.3358e-01 +1.3142e+00 +2.8905e+00 -1.2517e+00 +5.9011e-01 -3.5738e-01 -3.2194e-01
336 +1.584313693e+05 +1.584313693e+05 +1.583724393e+05 +1.583724393e+05 +3.9832e+00 -1.5363e+00 +1.7575e+00 -1.1656e+00 -1.4733e-01 +6.0167e-01 -4.3062e+00 -3.4511e+00 +2.8077e+00 +1.4227e+00 +2.6071e+00 -1.2396e+00 -2.1137e+00 -9.9973e-01 +1.3263e+00 +2.5164e+00 -1.2565e+00 +3.0461e-01 -2.7929e-01 -7.5347e-02
% function evaluation | noise-free fitness - Fopt (1.869300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.135019619e+07 +1.135019619e+07 +1.135038312e+07 +1.135038312e+07 +4.5965e+00 +1.8449e+00 -1.7247e+00 +3.4899e+00 -1.4903e+00 -1.4243e+00 -1.9785e-01 -2.8320e+00 -2.2937e+00 +2.5092e+00 +3.5448e+00 -3.2512e+00 -2.3776e+00 -3.6607e+00 +6.4316e-01 -2.8393e+00 +1.2243e+00 -7.4875e-01 -2.1061e+00 +3.4068e+00
7 +6.910849177e+06 +6.910849177e+06 +6.911036107e+06 +6.911036107e+06 -4.8914e+00 +3.5629e+00 -1.9634e+00 +1.7072e+00 -1.0012e+00 -4.7701e+00 -1.4460e+00 -9.7514e-01 -2.4475e+00 -8.1960e-01 -2.9421e+00 -4.4435e+00 -1.4419e+00 -4.1280e+00 -3.1913e+00 -1.0418e-01 -1.7791e-01 -4.2881e+00 +7.0996e-02 +2.4754e-01
19 +5.321928080e+06 +5.321928080e+06 +5.322115010e+06 +5.322115010e+06 -3.3603e+00 -4.3856e+00 -4.3873e+00 -7.5673e-02 +2.3768e+00 +4.2403e+00 +2.0924e+00 -4.9071e+00 +4.8729e+00 -4.9050e+00 +4.6389e+00 -1.9675e+00 +4.0077e+00 +4.6431e+00 +2.4923e+00 +2.9171e+00 -3.4131e+00 +2.7769e+00 -1.4391e+00 +1.1265e+00
46 +3.809303263e+06 +3.809303263e+06 +3.809490193e+06 +3.809490193e+06 -3.6122e+00 +1.8750e-01 -4.1535e+00 +1.6669e+00 +8.9638e-01 +3.1228e+00 +2.6136e+00 +1.0581e+00 +4.4087e+00 -3.0059e+00 +3.5993e+00 -7.6386e-01 +3.3648e+00 +2.7620e+00 +2.1458e+00 +2.2116e-01 -2.5319e+00 -3.0493e+00 -1.0384e+00 +7.2636e-01
69 +2.228334435e+06 +2.228334435e+06 +2.228521365e+06 +2.228521365e+06 +2.8894e+00 +1.5595e+00 +3.8977e-01 +1.1434e+00 +1.5531e+00 +3.6384e+00 +2.6744e+00 -7.8789e-01 +3.9827e+00 -3.7812e+00 +2.7793e+00 +3.6241e+00 +2.1702e+00 -1.9054e+00 +2.4851e+00 -8.5707e-01 -1.1444e+00 +2.9643e-01 -1.3351e+00 -4.5209e-01
