% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.721035570e+01 +6.721035570e+01 +1.663803557e+02 +1.663803557e+02 -9.7033e-01 +2.7001e+00 -5.5168e-01 -3.8587e+00 -1.7091e+00 +4.6205e+00 -1.1086e+00 -6.1909e-01 +2.2413e+00 +4.0289e+00 +2.8153e+00 -4.3082e+00 +1.9217e+00 +9.2647e-02 +4.0370e+00 +4.9192e+00 -2.6858e+00 +4.3332e+00 +2.3467e+00 +2.5620e+00
3 +3.829554448e+01 +3.829554448e+01 +1.374655445e+02 +1.374655445e+02 +3.4906e+00 +1.0713e+00 -1.8300e+00 +3.1272e+00 -4.5902e-01 -4.6019e+00 -4.7912e+00 +4.4289e-03 +3.1755e+00 -2.5556e+00 -2.2221e+00 +4.9009e+00 -2.9433e+00 +2.6589e+00 +3.8082e+00 +2.4227e+00 -3.3594e+00 -4.8353e+00 +3.8193e+00 -3.4605e+00
167 +2.222260200e+01 +2.222260200e+01 +1.213926020e+02 +1.213926020e+02 +2.7633e+00 +1.8265e+00 -1.5050e+00 +2.6444e+00 -6.4812e-02 -4.7349e+00 -4.7408e+00 -1.8835e-01 +1.8271e+00 -2.6799e+00 +1.3493e+00 +4.8346e+00 -2.3818e+00 +2.7284e+00 +1.8846e+00 +2.0026e+00 -3.8421e+00 -4.7339e+00 +3.6312e+00 -1.7881e+00
340 +1.506150095e+01 +1.506150095e+01 +1.142315010e+02 +1.142315010e+02 +2.7325e+00 +1.6574e+00 -2.1069e+00 +2.6261e+00 -2.1934e-01 -4.7522e+00 -4.7195e+00 -1.3933e-01 +1.8343e+00 -2.6765e+00 +1.1826e+00 +4.8335e+00 -2.1101e+00 +2.7152e+00 +1.9352e+00 +1.9517e+00 -3.7810e+00 -4.7297e+00 +3.7093e+00 -2.5852e+00
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.581433011e+01 +5.581433011e+01 -4.620956699e+02 -4.620956699e+02 -3.1284e+00 +4.0253e+00 -3.5439e+00 -4.6639e-01 -1.6172e+00 -2.4746e+00 -2.7669e+00 +3.2577e+00 +3.6975e+00 +2.6568e+00 -7.9872e-01 +2.9921e+00 -2.3680e+00 -1.2683e+00 -1.4611e+00 +4.8782e+00 +3.0568e+00 -4.2704e+00 +1.1977e+00 +2.7719e+00
33 +3.820083524e+01 +3.820083524e+01 -4.797091648e+02 -4.797091648e+02 -1.6825e+00 -3.9797e-01 +3.5060e+00 -1.5730e+00 -2.0066e+00 +4.7024e+00 -3.1784e+00 +9.0509e-01 +4.5487e+00 +1.6650e+00 +2.3972e+00 -2.3443e+00 +3.3658e+00 +2.8924e+00 +3.6329e+00 +4.0757e+00 -2.0066e+00 +2.9410e+00 -3.2037e+00 -1.9069e+00
226 +2.493014222e+01 +2.493014222e+01 -4.929798578e+02 -4.929798578e+02 -1.0883e+00 -1.8253e-01 +3.9807e+00 -3.4560e-01 -1.6173e+00 +4.4392e+00 -2.6851e+00 +8.9620e-01 +3.8596e+00 +6.8176e-01 +2.0316e+00 -4.6650e-01 +2.5474e+00 +1.4652e+00 +2.8234e+00 +3.8793e+00 -1.3760e+00 +2.1352e+00 -2.9272e+00 -1.0470e+00
359 +1.556693971e+01 +1.556693971e+01 -5.023430603e+02 -5.023430603e+02 -1.1057e+00 -2.7886e-01 +3.9901e+00 -3.7604e-01 -1.6139e+00 +4.4503e+00 -2.6640e+00 +9.4044e-01 +3.9228e+00 +6.8473e-01 +2.0365e+00 -7.8514e-01 +2.6891e+00 +1.4873e+00 +2.9405e+00 +3.8802e+00 -1.6442e+00 +2.0979e+00 -2.8854e+00 -9.3761e-01
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.457700197e+01 +4.457700197e+01 -1.263299803e+01 -1.263299803e+01 +4.4496e-01 +9.2917e-01 -8.1616e-01 +2.0342e+00 +2.6839e+00 +7.8656e-01 -6.6311e-01 +3.8737e+00 -2.4746e+00 +1.8096e+00 +2.1541e+00 -6.8970e-01 -3.4973e+00 -3.9138e+00 +1.2473e+00 -7.9889e-02 +4.8229e+00 +1.9033e+00 +2.3304e+00 +4.2715e+00
36 +2.884412854e+01 +2.884412854e+01 -2.836587146e+01 -2.836587146e+01 -2.8429e+00 +1.3531e+00 -3.9063e+00 +4.8061e+00 -3.9061e+00 -1.3046e+00 +1.6719e+00 +4.2510e+00 +3.3516e+00 -4.2167e+00 -3.9156e+00 +2.3517e+00 -4.6686e+00 -3.7584e+00 +2.5729e+00 -3.9091e+00 +1.0339e+00 +1.5029e-01 -3.0561e+00 -1.8124e+00
% function evaluation | noise-free fitness - Fopt (1.267000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.426471487e+01 +6.426471487e+01 +7.693471487e+01 +7.693471487e+01 +1.4795e+00 -4.0710e+00 -1.5190e-01 +4.2958e-01 -3.3882e+00 -2.5552e-01 -4.0721e+00 -3.9016e+00 -2.3651e+00 -4.9613e+00 +2.1502e+00 +1.1894e+00 -1.1106e+00 +3.1739e+00 +4.1939e+00 -2.4086e+00 -3.5680e+00 +4.8939e+00 -2.6334e+00 -1.5458e+00
6 +4.739116702e+01 +4.739116702e+01 +6.006116702e+01 +6.006116702e+01 -2.3797e+00 -4.8469e+00 +3.8878e+00 -2.8076e-01 -2.8347e+00 +2.0577e+00 -2.1529e+00 +4.0280e+00 -1.4751e+00 +4.1569e+00 -1.9207e+00 +4.3872e+00 -3.4265e+00 +4.9024e+00 +1.2181e+00 -6.8126e-01 -4.8035e+00 -4.1995e+00 -4.5037e-01 -1.3886e-01
43 +3.859471505e+01 +3.859471505e+01 +5.126471505e+01 +5.126471505e+01 +2.7510e+00 -3.7812e+00 +3.7363e+00 -3.1526e+00 +1.3896e+00 +1.9499e+00 -1.6770e+00 +3.5146e+00 -5.6999e-02 -2.2199e+00 -1.3164e+00 +2.0422e+00 -3.4897e+00 -3.7825e+00 +1.4865e+00 -5.6882e-01 -2.4087e+00 -4.7006e+00 +3.0406e+00 -8.8132e-01
327 +2.503001452e+01 +2.503001452e+01 +3.770001452e+01 +3.770001452e+01 +2.5180e+00 -3.7824e+00 +3.5223e+00 -3.0854e+00 +1.1114e+00 +1.9589e+00 -1.6547e+00 +3.5029e+00 -4.4983e-01 -2.2148e+00 -1.3495e+00 +1.8921e+00 -3.5169e+00 -3.7221e+00 +1.4821e+00 -5.4656e-01 -2.6658e+00 -4.0338e+00 +2.6640e+00 -6.5782e-01
% function evaluation | noise-free fitness - Fopt (-7.496200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.761192837e+01 +9.761192837e+01 -6.520080716e+02 -6.520080716e+02 -1.2690e+00 +5.3664e-01 +2.2910e+00 -2.4137e-01 +3.8918e+00 +1.4964e-01 +1.8544e+00 +2.9014e+00 +4.9032e+00 +2.0329e+00 +1.0037e+00 -3.2525e+00 -2.8743e+00 -1.9070e+00 -4.8509e+00 +3.0537e+00 -3.7791e+00 +1.0319e+00 +3.4281e+00 +2.5703e+00
5 +5.104562580e+01 +5.104562580e+01 -6.985743742e+02 -6.985743742e+02 -6.5544e-01 +1.7774e+00 -2.3450e+00 +2.1529e+00 -1.0146e+00 -1.7207e+00 +1.8292e+00 -1.3065e+00 -9.7979e-01 +1.2034e+00 +1.3842e+00 -1.0205e+00 +3.3398e+00 +8.8045e-01 -1.3824e+00 +8.0224e-01 -3.8733e+00 -3.0705e+00 -9.3519e-01 +2.6760e+00
57 +3.777260196e+01 +3.777260196e+01 -7.118473980e+02 -7.118473980e+02 +3.6353e-01 -1.1404e+00 -1.4424e+00 +1.8434e-01 -2.0346e+00 -3.4081e-01 +2.0970e+00 -8.8849e-01 -3.5941e-01 +2.4726e+00 -2.4271e-01 -1.0324e+00 +3.4431e+00 -3.2753e-01 -1.7862e+00 +1.1488e+00 -2.1005e-01 -1.9023e+00 -1.1385e+00 +2.2083e+00
487 +2.507217445e+01 +2.507217445e+01 -7.245478256e+02 -7.245478256e+02 +1.1635e-01 -6.7235e-01 -8.3581e-01 +3.6073e-01 -1.7733e+00 -2.2518e-01 +2.0575e+00 -8.6777e-01 -7.7627e-01 +2.4533e+00 -1.8283e-01 -1.1045e+00 +3.3620e+00 -3.2432e-01 -1.7363e+00 +8.5654e-01 -2.4035e-01 -1.4161e+00 -1.0040e+00 +2.0257e+00
% function evaluation | noise-free fitness - Fopt (9.287000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.535771187e+01 +7.535771187e+01 +1.682277119e+02 +1.682277119e+02 +1.6136e+00 +3.0444e+00 -1.1371e+00 +4.4514e+00 +3.9118e+00 -1.5854e+00 -4.7997e+00 -3.9011e+00 +8.6913e-01 +1.1006e+00 -9.1074e-01 -2.7544e+00 -1.4006e-01 +2.4310e+00 +3.9076e+00 +2.8269e+00 +1.2851e+00 +4.6716e+00 +2.2491e+00 +4.5112e+00
4 +5.185782768e+01 +5.185782768e+01 +1.447278277e+02 +1.447278277e+02 +1.2669e+00 +1.6628e+00 +1.3633e+00 +4.0710e-02 -2.2769e+00 -9.4736e-02 -2.5284e+00 -2.1617e+00 -1.8185e+00 -4.4387e-01 -2.8299e+00 -4.0562e+00 +4.2454e+00 +4.8142e+00 +3.1103e+00 +3.8885e+00 +7.0707e-01 -4.4177e+00 +3.8586e+00 -3.8391e+00
30 +3.569909342e+01 +3.569909342e+01 +1.285690934e+02 +1.285690934e+02 -2.2476e+00 -4.7043e+00 -1.7030e+00 -1.2342e+00 -6.5971e-01 -4.1064e+00 -3.0086e-01 -3.5957e+00 +3.7806e+00 +3.4336e-01 +2.8662e-01 -3.9220e+00 -1.4700e+00 +1.2174e-01 -2.9998e+00 +2.7627e+00 -2.7146e+00 -2.1572e+00 -3.6245e+00 -1.3642e+00
607 +2.508480713e+01 +2.508480713e+01 +1.179548071e+02 +1.179548071e+02 -2.1984e+00 -4.6076e+00 -1.6638e+00 -9.6186e-01 -8.7641e-01 -3.4501e+00 -2.8820e-01 -2.0405e+00 +3.7739e+00 +1.5338e+00 +2.6974e-01 -3.9217e+00 -1.5383e+00 +3.4181e-01 -2.5628e+00 +2.7886e+00 -1.5319e+00 -1.4545e+00 -3.4148e+00 -1.3325e+00
% function evaluation | noise-free fitness - Fopt (2.692900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.558349107e+01 +6.558349107e+01 +3.348734911e+02 +3.348734911e+02 +2.9620e-01 +1.1236e+00 -4.4534e+00 +3.3274e+00 -1.3087e+00 -1.1285e+00 -3.1349e+00 +1.1865e+00 +3.3869e+00 -2.8607e+00 -3.8251e+00 -2.8292e+00 +2.8279e+00 +1.6333e-01 +3.5434e+00 -3.2709e+00 -1.6153e+00 -1.4990e+00 -1.6806e+00 +2.5866e+00
7 +6.267761890e+01 +6.267761890e+01 +3.319676189e+02 +3.319676189e+02 -4.5471e+00 -1.0943e+00 -1.0021e+00 -4.3195e+00 +4.5048e-01 -2.3205e+00 -1.1348e-01 -9.8562e-01 -4.5602e+00 -2.9756e+00 -3.3241e+00 +1.0695e+00 +4.4153e+00 +1.1729e+00 -1.6430e+00 +4.8131e-01 +1.9778e+00 +2.1765e+00 +4.4114e+00 +6.2546e-02
67 +3.730492090e+01 +3.730492090e+01 +3.065949209e+02 +3.065949209e+02 +5.2820e-01 -3.5896e+00 -2.2397e+00 +3.9448e+00 +3.9089e-01 -1.8305e+00 -7.9314e-01 -2.5877e+00 -3.2975e+00 -2.4297e+00 -3.8194e+00 -7.3418e-02 -5.9283e-01 +3.1888e+00 +2.5656e+00 +3.7920e-01 -2.2858e+00 +3.8649e-01 +2.0248e+00 +9.7501e-01
269 +2.216990772e+01 +2.216990772e+01 +2.914599077e+02 +2.914599077e+02 +7.3406e-01 -3.4529e+00 -2.1393e+00 +3.1914e+00 +2.2451e+00 -1.6059e+00 -1.5942e+00 +2.6821e+00 -3.6450e+00 -2.1988e+00 -2.2270e+00 +9.1015e-01 -1.4347e+00 +2.5771e+00 +4.9968e-01 +2.3864e-01 -1.1528e+00 +2.3525e+00 +8.3532e-01 +5.2211e-03
2689 +1.581616401e+01 +1.581616401e+01 +2.851061640e+02 +2.851061640e+02 +9.3719e-01 -3.4848e+00 -2.1403e+00 +2.9614e+00 +2.2741e+00 -1.4793e+00 -1.6686e+00 +1.2105e+00 -3.6221e+00 -2.2099e+00 -2.5722e+00 +8.3933e-01 -1.4393e+00 +2.6938e+00 +9.5124e-01 +1.9366e-01 -1.2057e+00 +2.4078e+00 +7.6866e-01 +2.2466e-02
% function evaluation | noise-free fitness - Fopt (1.822000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.114418866e+02 +1.114418866e+02 +2.936418866e+02 +2.936418866e+02 +3.1932e+00 +3.8919e+00 +1.1737e+00 +8.0802e-02 +3.7590e+00 +1.5448e+00 -1.9703e+00 -3.9805e+00 -2.3835e-01 -4.1377e+00 +1.0774e+00 -2.6919e+00 -4.8355e+00 +4.2984e+00 +1.2887e+00 -1.1111e+00 +5.9229e-02 -1.1506e+00 +2.1070e+00 -4.9136e+00
3 +5.391443040e+01 +5.391443040e+01 +2.361144304e+02 +2.361144304e+02 -4.8170e+00 +3.3920e+00 -4.6890e+00 +2.2944e+00 -4.0872e+00 -2.8899e+00 +1.7983e+00 +4.2249e-02 -4.5311e+00 +4.6930e+00 +1.5845e+00 -1.4389e+00 +9.0412e-01 +6.5218e-01 +3.2784e+00 +4.3887e+00 -4.2800e+00 +2.1394e+00 +4.8680e+00 -3.6569e+00
74 +3.653060934e+01 +3.653060934e+01 +2.187306093e+02 +2.187306093e+02 +1.9902e+00 -2.0821e+00 +8.5415e-01 +8.8676e-01 +1.1235e+00 +3.2755e+00 +4.0297e+00 +9.2461e-01 -1.1998e+00 +3.7964e+00 +2.4680e+00 +1.8210e+00 +3.1004e-01 -3.0371e-01 -7.4420e-01 -1.4471e+00 +2.2479e+00 -3.1177e+00 -8.0506e-01 +6.6073e-01
334 +2.475372057e+01 +2.475372057e+01 +2.069537206e+02 +2.069537206e+02 +1.9389e+00 -2.4138e+00 +8.3291e-01 +9.9768e-01 +1.1033e+00 +3.0474e+00 +4.0263e+00 +7.1074e-01 -1.1807e+00 +3.7943e+00 +2.3258e+00 +1.7665e+00 +2.4291e-01 -3.0618e-01 -8.9907e-01 -1.4731e+00 +2.2317e+00 -3.0854e+00 -1.2298e+00 +6.2601e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.461547453e+02 +1.461547453e+02 -8.538452547e+02 -8.538452547e+02 -4.0656e+00 +1.1845e+00 -7.8313e-02 +2.7231e+00 +2.0125e+00 +4.0357e+00 +1.4388e+00 -3.0340e+00 -2.9372e+00 +3.1951e+00 +3.9730e+00 -2.2832e+00 +3.2439e+00 +4.3790e+00 +1.5662e+00 -7.8850e-01 +4.5633e+00 +2.8860e+00 +3.8596e+00 -4.1403e+00
2 +7.793956923e+01 +7.793956923e+01 -9.220604308e+02 -9.220604308e+02 +3.5822e+00 -2.5683e+00 +1.1602e+00 -2.9703e+00 +4.5300e+00 +3.3416e+00 -4.6303e+00 +3.3310e+00 +2.2421e+00 +3.0666e+00 +1.6297e+00 -2.2164e+00 -4.3467e+00 +2.1203e+00 +3.1108e+00 +3.3455e+00 -3.9900e-01 -1.8184e+00 +4.4353e+00 +4.9349e+00
9 +4.642627707e+01 +4.642627707e+01 -9.535737229e+02 -9.535737229e+02 -3.4501e+00 +1.1306e+00 -4.8903e+00 +2.6610e+00 +7.0846e-01 +4.3519e+00 +4.6270e+00 -2.2081e+00 -3.1639e+00 -1.3949e+00 -2.7127e+00 +5.8578e-01 -3.7870e+00 -3.4182e+00 -1.1576e+00 +3.7247e+00 +2.6546e+00 +6.4644e-02 +1.2094e+00 +4.1304e+00
117 +3.730008321e+01 +3.730008321e+01 -9.626999168e+02 -9.626999168e+02 -2.3760e+00 +9.8218e-01 -2.4946e+00 +3.0224e+00 -1.0461e-01 +4.3914e+00 +4.2843e+00 -2.4247e+00 -3.3681e+00 -1.9491e+00 -3.7245e+00 +3.4610e-02 -3.6580e+00 +2.7131e+00 -3.2954e-01 +1.2527e+00 +3.3718e+00 -2.0365e+00 +1.6345e+00 +2.6636e+00
396 +2.502727101e+01 +2.502727101e+01 -9.749727290e+02 -9.749727290e+02 -2.4299e+00 +1.0181e+00 -2.5244e+00 +2.8665e+00 -5.1768e-05 +4.3088e+00 +4.1123e+00 -2.4035e+00 -3.1333e+00 -1.7423e+00 -3.6335e+00 +1.7406e+00 -3.5814e+00 +2.3631e+00 -3.3415e-01 +1.4920e+00 +3.1965e+00 -1.9642e+00 +1.2965e+00 +2.7800e+00
% function evaluation | noise-free fitness - Fopt (-2.475000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.201067424e+01 +4.201067424e+01 +1.726067424e+01 +1.726067424e+01 +3.8781e+00 -2.2327e+00 -1.3713e+00 -1.3098e+00 -1.1059e-01 +2.3731e+00 +1.6234e-01 +2.5843e+00 +1.9151e+00 -2.4637e+00 -3.6370e+00 +1.0695e+00 +2.9438e+00 -4.4293e-02 +4.7540e+00 +2.5637e+00 -2.1918e+00 +2.7809e+00 +8.2281e-01 -6.2767e-01
171 +3.961540121e+01 +3.961540121e+01 +1.486540121e+01 +1.486540121e+01 +3.8649e+00 -2.2838e+00 -1.3710e+00 -2.0021e+00 -2.4274e-01 +2.2833e+00 +1.7023e-01 +2.3223e+00 +1.9094e+00 -2.4602e+00 -2.9613e+00 +1.0109e+00 +2.9321e+00 +3.3259e-02 +4.6502e+00 +2.5726e+00 -1.9780e+00 +2.7369e+00 +8.2278e-01 -6.2428e-01
% function evaluation | noise-free fitness - Fopt (-6.240000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.176718421e+01 +8.176718421e+01 +7.552718421e+01 +7.552718421e+01 +3.0078e+00 -9.8950e-01 -4.4784e+00 -1.6117e+00 -1.6083e+00 +8.8950e-01 -4.8224e+00 -3.4730e+00 -2.2431e-01 +1.5990e+00 +1.2959e+00 +9.8271e-02 +2.4564e+00 -1.8415e+00 -2.0160e+00 +2.3185e+00 +4.2691e-02 -4.0826e+00 -3.0382e+00 +1.3347e+00
3 +3.457273498e+01 +3.457273498e+01 +2.833273498e+01 +2.833273498e+01 +2.9480e-01 -3.6674e+00 +9.8504e-01 -2.3737e+00 -4.5035e-01 +1.8412e+00 +1.8175e+00 -3.2249e+00 +3.6372e+00 +4.8562e+00 -3.5264e-01 +1.1679e+00 +1.8346e+00 -4.8405e-01 +4.9661e+00 +2.4814e+00 +1.2125e-01 +6.9857e-01 -2.0852e+00 +2.1430e+00
241 +2.487158028e+01 +2.487158028e+01 +1.863158028e+01 +1.863158028e+01 +1.1580e-01 -3.5577e+00 +5.3131e-01 -1.4304e+00 -5.8475e-01 +1.7535e+00 +1.4709e+00 -2.9763e+00 +3.5128e+00 +4.6887e+00 -9.8807e-02 +1.0967e+00 +1.8237e+00 -3.3318e-01 +4.9617e+00 +2.2495e+00 +1.2362e-01 +6.4332e-01 -2.0900e+00 +2.1489e+00
363 +1.572879622e+01 +1.572879622e+01 +9.488796219e+00 +9.488796219e+00 +2.4309e-01 -3.5738e+00 +5.7825e-01 -1.5008e+00 -5.3798e-01 +1.7834e+00 +1.4440e+00 -3.0925e+00 +3.4245e+00 +4.7502e+00 -2.2468e-01 +1.0626e+00 +1.8011e+00 -3.2379e-01 +4.9544e+00 +2.2729e+00 +1.2477e-01 +6.8996e-01 -2.0833e+00 +2.1480e+00
% function evaluation | noise-free fitness - Fopt (-1.886000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.467212102e+01 +5.467212102e+01 +3.581212102e+01 +3.581212102e+01 -4.5143e+00 +4.9688e+00 -3.6342e+00 +2.7160e+00 +2.2848e+00 +3.8212e-01 -3.6741e+00 +1.0595e+00 +4.8058e+00 +1.8385e+00 +2.3974e+00 +2.9264e-01 +1.2665e+00 +2.3739e+00 -2.2087e+00 -2.7407e+00 -1.4074e+00 +4.1600e+00 +1.9576e+00 +2.6048e+00
86 +3.810395902e+01 +3.810395902e+01 +1.924395902e+01 +1.924395902e+01 +2.0003e+00 -3.0148e+00 +1.8083e+00 -3.4476e-01 +7.5129e-01 +1.8617e-01 +2.9059e+00 +2.0627e+00 -6.9835e-01 +5.1395e-01 +2.9068e+00 +4.2273e-01 +2.3724e-01 +1.8936e+00 +1.5516e+00 -3.0054e+00 +3.9254e+00 -8.3746e-01 +1.4347e+00 -2.2236e+00
300 +2.406311438e+01 +2.406311438e+01 +5.203114379e+00 +5.203114379e+00 +2.7653e+00 -2.1523e-01 -2.5915e+00 -7.8220e-01 +2.8418e+00 -6.3776e-01 +4.9451e-01 +2.1588e+00 +7.8293e-01 +8.8945e-01 +2.8475e+00 -2.6023e+00 +3.3015e-01 +1.8628e+00 +9.1355e-01 -2.2027e+00 +3.2918e+00 -2.2737e+00 +8.3144e-01 -2.2527e+00
% function evaluation | noise-free fitness - Fopt (1.899800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.384913254e+01 +7.384913254e+01 +2.638291325e+02 +2.638291325e+02 +2.6031e+00 +9.3692e-01 -2.3207e+00 +2.7371e+00 +1.5092e-02 -2.8806e+00 +4.9558e-01 +4.5220e+00 +6.5832e-01 +4.9653e+00 +2.9442e+00 +4.3281e+00 -8.1972e-02 +3.1055e-01 -4.3471e-01 +1.3017e-02 +2.8917e+00 +2.4634e+00 +1.1473e+00 -4.9876e+00
13 +5.838089443e+01 +5.838089443e+01 +2.483608944e+02 +2.483608944e+02 +2.1116e+00 +1.8864e+00 -2.3330e+00 +2.7852e+00 -4.5273e+00 -3.4091e+00 -1.3005e+00 +2.2143e+00 -1.1034e+00 -3.9774e-01 -1.3709e+00 +2.6398e-01 +1.8370e-01 -4.4885e+00 +2.3697e-01 -1.0625e+00 -9.4266e-01 +1.6833e+00 +4.8693e+00 +4.7301e+00
84 +3.652596795e+01 +3.652596795e+01 +2.265059679e+02 +2.265059679e+02 -5.3759e-01 +1.0513e+00 +4.5023e-01 -5.6805e-02 +4.4173e-01 +9.9432e-01 -3.7509e+00 +2.6340e+00 +1.7800e+00 +4.1680e-02 -5.8204e-01 -1.5591e+00 +2.5042e+00 +5.7496e-01 -2.0470e+00 +1.1806e+00 -2.2333e+00 -4.6295e+00 +2.4906e+00 -1.0578e+00
245 +2.407272083e+01 +2.407272083e+01 +2.140527208e+02 +2.140527208e+02 -1.3661e+00 +6.3965e-01 -1.6836e-01 -1.4001e+00 +3.6357e-01 +1.1612e+00 -4.5091e+00 +2.8942e+00 +1.3756e+00 -9.7173e-01 +2.3641e-01 -1.4736e+00 +1.3321e+00 +3.6888e-01 -2.2030e+00 -4.2940e-01 -2.0309e+00 -4.1528e+00 +2.5509e+00 -8.8238e-01
