% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
81 +1.249698368e+04 +1.249698368e+04 +1.349698368e+04 +1.349698368e+04 -4.2690e+00 +6.3918e-01 -1.9121e+00 -1.4536e+00 +8.7311e-01 +2.2634e-02 +7.3754e-01 +9.6624e-01 +3.8714e-01 -4.6191e+00 -2.3235e+00 -1.4302e+00 +4.5327e-01 -1.8403e+00 -8.9650e-01 -4.9498e-01 -5.9291e-01 +2.4380e-01 -3.6666e+00 -1.5571e-01
96 +9.746760481e+03 +9.746760481e+03 +1.074676048e+04 +1.074676048e+04 -1.9673e+00 +8.6524e-02 -1.2003e+00 -3.5973e+00 -8.7552e-01 -2.4861e+00 -2.0838e-01 +2.2798e+00 +2.6485e-01 -3.4995e+00 -1.5640e+00 -1.9942e+00 +1.4649e+00 -2.6691e+00 -1.9292e+00 -1.5396e+00 -2.2424e+00 +1.0204e-01 -3.0363e+00 -4.3379e-01
127 +4.719744510e+03 +4.719744510e+03 +5.719744510e+03 +5.719744510e+03 -2.3722e+00 +4.4411e-01 -1.3342e+00 +1.0369e+00 -1.0949e+00 -2.1338e+00 -5.1607e-02 +4.3681e-01 +4.5660e-01 -4.1379e+00 -1.6590e+00 -2.1544e+00 +1.2033e+00 -1.7974e+00 -2.5500e+00 -5.5356e-01 -1.9470e+00 -3.6252e-01 -2.1912e+00 +4.6576e-01
143 +3.882209595e+03 +3.882209595e+03 +4.882209595e+03 +4.882209595e+03 -1.7743e+00 -3.8884e-01 -2.0821e-01 -2.7788e+00 -1.0482e+00 -1.4700e+00 -3.3030e-01 +1.8703e+00 +2.7025e-01 -2.2156e+00 -1.6140e+00 -1.8530e+00 +8.8054e-01 -2.0293e+00 -2.3468e+00 -8.4178e-01 -1.4273e+00 +1.8950e-01 -1.9386e+00 +3.5057e-01
469 +2.495301385e+03 +2.495301385e+03 +3.495301385e+03 +3.495301385e+03 -1.7983e+00 -1.7100e-01 -3.1721e-01 -3.3592e+00 -9.8957e-01 -1.6117e+00 -2.9092e-01 +2.0191e+00 +2.7604e-01 -2.8642e+00 -1.5782e+00 -1.9243e+00 +6.9248e-01 -2.0433e+00 -2.2706e+00 -1.2307e+00 -1.9369e+00 +1.3327e-01 -2.4874e+00 +3.4235e-01
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.685166731e+05 +1.685166731e+05 +1.687250531e+05 +1.687250531e+05 -1.3589e+00 -3.4033e+00 -1.2003e+00 +1.3220e+00 +4.6398e+00 +3.5522e-01 +1.3043e+00 -2.5276e+00 -3.4315e+00 -3.9263e+00 -2.2119e+00 -7.8417e-01 -9.4244e-01 +1.8036e+00 +3.6201e+00 +4.9858e+00 +4.3229e+00 -4.5897e+00 +3.8369e+00 -3.9493e-01
2 +4.108026778e+04 +4.108026778e+04 +4.128864778e+04 +4.128864778e+04 -2.9586e+00 +1.3519e+00 -1.2268e+00 +7.3050e-01 +2.6106e+00 -7.1326e-01 +4.8503e+00 -3.4295e+00 -3.6594e-01 +2.4612e+00 -2.1724e+00 +3.5862e+00 -1.1666e+00 -1.8687e+00 -2.1715e+00 -3.1934e+00 -1.6164e+00 +4.6787e+00 +2.6558e+00 +1.5828e+00
41 +2.707719267e+04 +2.707719267e+04 +2.728557267e+04 +2.728557267e+04 -2.1850e+00 -2.3827e+00 -1.2152e+00 +7.9660e-01 +2.8375e+00 +2.6010e-02 +2.9179e+00 -2.6837e+00 -1.2890e+00 -1.7528e+00 -2.1945e+00 +1.8072e+00 -1.1036e+00 -1.5376e+00 +3.2060e+00 -5.8088e-01 -8.6385e-01 +2.6814e-01 +3.2128e+00 +4.1059e-01
48 +1.755875403e+04 +1.755875403e+04 +1.776713403e+04 +1.776713403e+04 -2.4919e+00 +3.4502e+00 +3.3211e+00 +1.2173e+00 -2.9294e+00 -1.0856e+00 +2.1739e+00 -2.4106e+00 +1.1038e+00 -3.7730e-01 -6.9798e-01 +2.3573e+00 -4.9816e-01 -2.4862e+00 -1.3983e+00 -2.0496e-01 +2.7265e+00 +2.4011e+00 +2.6531e+00 +1.3496e+00
60 +1.516573293e+04 +1.516573293e+04 +1.537411293e+04 +1.537411293e+04 -2.3575e-02 +7.6139e-01 -1.1755e+00 +2.4712e+00 -2.1691e+00 -9.4271e-01 +3.2708e+00 +3.4251e-01 -7.2691e-01 +2.1368e+00 +1.9460e+00 +1.8614e-01 -1.2311e+00 -4.7350e-01 -1.1940e+00 -3.0417e+00 -1.5451e+00 +1.7689e+00 +3.7914e-01 +1.5734e+00
108 +7.513093772e+03 +7.513093772e+03 +7.721473772e+03 +7.721473772e+03 -9.4397e-01 +7.2781e-01 -1.4028e+00 +2.1432e+00 +1.7336e-01 -1.0128e+00 +1.0948e+00 -4.9826e-01 -1.1214e+00 +1.3503e+00 +1.7285e+00 +1.1209e+00 +1.8411e-01 -8.7212e-01 -1.3269e+00 -2.3728e+00 -1.2924e-01 +2.5868e+00 +8.5503e-01 +1.4250e+00
1342 +5.332446046e+03 +5.332446046e+03 +5.540826046e+03 +5.540826046e+03 -8.5448e-01 +7.3131e-01 -1.4239e+00 +2.2251e+00 -3.4216e-01 -8.9967e-01 +2.8916e+00 -6.5164e-01 -8.9647e-01 +1.7589e+00 +1.7531e+00 +9.9463e-01 -1.9100e-02 -1.4485e+00 -1.2220e+00 -3.0337e+00 -1.5784e-01 +2.2225e+00 +5.5805e-01 +1.4273e+00
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.276657019e+05 +1.276657019e+05 +1.275207419e+05 +1.275207419e+05 -4.5432e+00 +3.0688e+00 +3.6457e+00 -8.9751e-01 -3.7520e+00 +4.8876e+00 -6.3225e-01 +7.1915e-01 +5.0407e-01 -2.5219e+00 +2.0989e+00 +2.8251e+00 -1.9608e+00 +1.7447e+00 -2.4062e+00 -7.2938e-01 -3.3998e+00 +4.6305e+00 +4.5071e+00 -2.3782e+00
23 +8.643773362e+04 +8.643773362e+04 +8.629277362e+04 +8.629277362e+04 +2.3233e+00 -5.2348e-01 +1.7475e+00 -7.6844e-01 -3.2188e+00 -4.4112e+00 -7.7286e-01 +3.9476e+00 -2.8372e-01 -1.6741e+00 +1.0946e+00 +3.4780e+00 +2.3878e+00 +4.2060e+00 +4.5664e+00 -1.4807e+00 -5.6310e-01 +1.9293e+00 +1.9512e+00 +1.5944e+00
41 +4.485071529e+04 +4.485071529e+04 +4.470575529e+04 +4.470575529e+04 -4.4024e+00 +2.4476e+00 +2.1571e+00 -3.9090e+00 +1.7460e+00 -9.1147e-02 -4.6963e-01 +3.3698e+00 +3.3441e-01 -1.2126e+00 -9.3396e-01 +1.4358e+00 -3.2709e+00 +1.9006e+00 -5.6553e-01 -5.6053e-01 -3.2648e+00 +1.0322e+00 +4.4669e+00 -1.0988e+00
50 +2.729879515e+04 +2.729879515e+04 +2.715383515e+04 +2.715383515e+04 -7.6824e-01 -8.8689e-01 -1.8087e+00 -3.5076e+00 +1.8208e+00 -3.0351e+00 +6.1523e-01 +3.2273e+00 +2.8752e+00 +3.3688e+00 +2.8096e-01 +1.3598e+00 -2.1032e+00 +1.3540e+00 +2.7997e+00 +2.4330e+00 -2.8984e+00 -3.5530e-01 +4.5177e-01 +1.5895e-01
64 +2.208410790e+04 +2.208410790e+04 +2.193914790e+04 +2.193914790e+04 -3.4264e+00 +1.9755e+00 +2.8574e-01 -4.3955e-02 +1.9151e+00 +2.0946e+00 -2.5345e+00 -3.2587e+00 -1.6110e+00 +1.7626e+00 +2.3339e-01 +5.4802e-01 -1.8476e+00 +3.2538e+00 +2.6304e+00 -3.0733e-01 +3.6845e-01 -7.6629e-01 +4.0384e-01 -4.8760e-01
83 +1.459275360e+04 +1.459275360e+04 +1.444779360e+04 +1.444779360e+04 -1.8065e+00 +1.2743e+00 +1.4827e+00 -1.6220e-01 +1.7863e+00 -2.7740e+00 -9.7478e-01 +2.7963e+00 +7.6365e-01 +1.8278e+00 -1.3165e-01 +8.8259e-01 -2.1117e+00 +3.8637e+00 +1.5574e+00 +7.0069e-01 -5.1516e-01 -1.1922e+00 +2.1220e+00 -5.2927e-01
173 +8.796853394e+03 +8.796853394e+03 +8.651893394e+03 +8.651893394e+03 -2.7931e+00 +1.0078e+00 +7.0693e-01 -1.0077e+00 +1.4518e+00 -8.3888e-01 -1.8109e+00 -1.9719e-01 -2.2493e+00 +1.9971e+00 -7.0443e-01 +7.4860e-01 -1.9156e+00 +1.3081e+00 +1.7113e+00 -7.1052e-02 -9.2238e-01 -5.1327e-01 +1.5091e+00 -7.0670e-01
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.684426368e+05 +2.684426368e+05 +2.684363368e+05 +2.684363368e+05 +1.8338e+00 -8.4517e-01 +4.6927e+00 -3.9759e+00 +4.2123e+00 +1.6194e+00 -3.8114e+00 +2.5836e+00 +2.4534e+00 -3.3946e+00 +1.8671e+00 -3.6299e+00 -4.3219e+00 -1.1007e+00 +3.4590e+00 -4.7278e+00 -1.7704e+00 +1.6855e+00 -4.5403e+00 -2.8504e+00
2 +2.344275395e+05 +2.344275395e+05 +2.344212395e+05 +2.344212395e+05 +9.5356e-01 +2.9913e+00 -1.9366e-01 -2.6047e+00 -2.5207e+00 -3.4256e+00 -1.3128e+00 +4.1155e+00 +2.8729e+00 -4.4800e+00 +4.5129e+00 -4.0544e-02 +3.7176e+00 -3.7800e+00 -4.7739e+00 -7.3208e-01 -3.6589e-01 +3.3441e+00 -4.5635e-01 -3.3557e+00
13 +1.577761146e+05 +1.577761146e+05 +1.577698146e+05 +1.577698146e+05 +4.9945e-01 +4.2753e+00 +4.0574e+00 +2.3841e+00 +3.1776e+00 +4.3206e+00 -4.6217e+00 +9.2713e-02 -4.9518e+00 -1.7984e+00 +2.1748e+00 +1.3231e+00 -2.5552e-01 +4.6228e-01 -3.5481e+00 +2.9657e+00 +7.0359e-02 +2.0236e+00 +1.3137e+00 -3.8193e+00
14 +3.252158360e+04 +3.252158360e+04 +3.251528360e+04 +3.251528360e+04 -9.9612e-01 +3.7628e+00 -2.5318e-01 +3.2478e+00 -2.3009e+00 +2.4197e+00 -6.5876e-01 -1.6280e+00 +2.5029e+00 +1.5117e-01 +2.7717e+00 -1.1625e+00 -2.6277e+00 -1.3608e+00 -1.7627e+00 +9.2605e-01 -1.0659e+00 +4.1124e-01 -3.0014e+00 +5.6839e-01
60 +2.190884781e+04 +2.190884781e+04 +2.190254781e+04 +2.190254781e+04 -2.1924e+00 +3.9430e-01 +2.6033e+00 +2.2592e+00 -3.4506e+00 -1.1836e+00 -1.0294e+00 -3.4722e+00 +1.2813e+00 -3.2848e-01 +1.2008e+00 +1.8227e-01 -2.1896e+00 -2.1811e+00 -1.8066e+00 +1.8291e+00 -3.5594e-01 -1.3974e+00 -1.1686e+00 +5.5338e-01
67 +1.440572471e+04 +1.440572471e+04 +1.439942471e+04 +1.439942471e+04 -9.4398e-01 +2.9810e+00 +1.7918e+00 +3.0258e+00 -2.3740e+00 -3.0411e+00 -9.3901e-01 -2.7751e+00 -1.8286e+00 +1.8208e+00 +1.4464e+00 -1.1825e+00 -3.7209e+00 +7.5085e-01 -1.5881e+00 +2.7116e+00 -1.9624e+00 +5.9609e-01 -3.1537e+00 -1.2684e+00
118 +9.237450551e+03 +9.237450551e+03 +9.231150551e+03 +9.231150551e+03 -1.2455e+00 +3.1858e+00 -7.4791e-02 +2.6990e+00 -3.0417e+00 -1.8859e+00 -4.0791e-01 -2.5599e+00 -1.7390e+00 -2.6838e-01 +1.5953e+00 +3.4767e-01 -2.8660e+00 +1.9506e-01 -1.4707e+00 +2.4660e+00 -1.2451e+00 +3.1127e-02 -2.2856e+00 -6.4987e-01
137 +5.277751891e+03 +5.277751891e+03 +5.271451891e+03 +5.271451891e+03 -1.2298e+00 +2.8555e+00 -7.1465e-02 +1.1258e+00 -2.9472e+00 -1.8185e+00 -4.2138e-01 -2.5504e+00 -4.7152e-01 +1.0543e+00 +1.3448e+00 +2.4155e-01 -2.1653e+00 -5.2876e-01 -1.2553e+00 +2.0507e+00 -1.7477e+00 +1.6238e-01 -2.3052e+00 -8.9241e-01
216 +3.897081743e+03 +3.897081743e+03 +3.890781743e+03 +3.890781743e+03 -1.1400e+00 +2.8578e+00 -7.0596e-02 +1.3113e+00 -2.9567e+00 -1.1439e+00 -4.1159e-01 -2.4801e+00 +4.8443e-01 +8.5630e-01 +1.1541e+00 +2.3766e-01 -2.4133e+00 -3.8228e-01 -1.2576e+00 +2.0022e+00 -1.6368e+00 -5.5090e-03 -2.2975e+00 -8.8058e-01
% function evaluation | noise-free fitness - Fopt (-2.004200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.771962534e+05 +1.771962534e+05 +1.769958334e+05 +1.769958334e+05 -6.8954e-01 -4.0825e+00 -4.8599e+00 +4.7348e+00 +2.5728e+00 -3.4432e+00 -6.9004e-01 +2.2570e+00 -4.4842e+00 +4.3792e+00 +1.2695e+00 -2.4376e-01 +2.5434e-01 -1.5050e+00 -4.4495e+00 -3.0268e+00 +4.6872e+00 +1.1276e+00 -7.8049e-01 +3.8504e+00
5 +1.512927598e+05 +1.512927598e+05 +1.510923398e+05 +1.510923398e+05 -4.2405e+00 +3.0234e+00 +1.7291e+00 +1.9839e+00 -4.1803e-01 +1.2245e+00 +1.1308e+00 +4.5954e+00 -4.0362e+00 -5.4234e-01 +2.9182e+00 -5.8649e-01 -4.4185e+00 -2.3098e+00 +2.6726e-01 -1.7861e+00 +1.8922e+00 -3.9772e+00 -2.8620e+00 +3.0212e+00
27 +8.366750975e+04 +8.366750975e+04 +8.346708975e+04 +8.346708975e+04 +2.0507e+00 +9.7322e-01 +3.0317e+00 +5.7106e-01 -2.3938e+00 -1.6545e-01 +3.6394e-01 -3.9762e+00 +1.5831e+00 -2.8386e+00 +5.4015e-01 -4.6078e+00 -1.0778e+00 +2.3584e-01 +4.0411e+00 -2.7643e+00 +3.7430e+00 -2.4156e+00 -7.8425e-01 -2.1708e+00
28 +4.252436111e+04 +4.252436111e+04 +4.232394111e+04 +4.232394111e+04 -4.3580e+00 +9.5483e-01 +1.3112e+00 -2.7162e+00 -2.7479e-01 +2.6477e+00 -2.3760e+00 -2.4817e+00 -1.0181e+00 -1.4532e+00 +3.7236e+00 -3.3839e+00 -1.8453e+00 -2.1873e+00 +7.3127e-02 +2.4089e+00 +4.8351e+00 +1.0227e+00 -3.1072e+00 +2.3116e+00
42 +2.947269613e+04 +2.947269613e+04 +2.927227613e+04 +2.927227613e+04 +9.3410e-01 -2.1154e+00 +1.8506e+00 -2.8914e+00 +1.3638e+00 +5.7660e-01 -8.6788e-01 -1.7459e+00 -9.0438e-01 -1.7628e+00 -1.3782e+00 -4.1117e+00 -8.7400e-01 +1.2231e+00 -4.8613e-01 -2.2692e-01 +4.8185e+00 +9.9510e-01 -2.9560e+00 +2.2468e+00
50 +1.004608736e+04 +1.004608736e+04 +9.845667355e+03 +9.845667355e+03 +4.4190e-01 +9.5079e-01 +4.2403e-01 -2.1888e+00 -3.4906e-01 +2.6581e+00 -2.2491e-01 -2.6220e+00 +1.0910e+00 -4.4651e-02 +2.4988e+00 -3.9935e+00 -1.4170e+00 -1.1418e-01 +1.1233e+00 +2.3069e-01 +3.5914e+00 +1.3127e+00 -2.4939e+00 +7.6698e-01
92 +7.791278874e+03 +7.791278874e+03 +7.590858874e+03 +7.590858874e+03 +4.4190e-01 +9.5079e-01 +4.2403e-01 -2.1888e+00 -3.4906e-01 +2.6581e+00 -2.2491e-01 -2.6220e+00 +1.0910e+00 -4.4651e-02 +2.4988e+00 -3.3881e+00 -1.4170e+00 -1.1418e-01 +1.1233e+00 +2.3069e-01 +3.5914e+00 +1.3127e+00 -2.4939e+00 +7.6698e-01
161 +4.245853181e+03 +4.245853181e+03 +4.045433181e+03 +4.045433181e+03 -1.0900e-01 +8.9255e-01 +1.8697e-01 -2.4087e+00 -2.5935e-01 +2.1016e+00 -3.7738e-01 -2.1479e+00 +7.8693e-01 +1.3116e-01 +2.1155e+00 -3.4470e+00 -1.3357e+00 -6.8830e-01 +3.5822e-01 -1.0235e-01 +2.6821e+00 +1.2101e+00 -2.4167e+00 +9.0894e-01
163 +3.579634628e+03 +3.579634628e+03 +3.379214628e+03 +3.379214628e+03 +1.1818e-01 +9.3892e-01 +9.5545e-01 -2.4256e+00 +4.1605e-02 +2.2191e+00 -3.2262e-01 -1.0305e+00 +1.2283e+00 -2.2103e-01 -2.5227e-01 -3.7479e+00 -6.6225e-01 -4.3267e-01 +8.6977e-01 +3.5542e-01 +2.7935e+00 +1.0226e+00 -2.4408e+00 +3.9210e-01
260 +2.212572985e+03 +2.212572985e+03 +2.012152985e+03 +2.012152985e+03 -1.0259e-01 +9.5023e-01 +7.5604e-01 -2.4542e+00 -9.5808e-02 +2.3198e+00 -3.1970e-01 -1.8603e+00 +1.1227e+00 -3.3267e-01 +8.5065e-01 -3.6211e+00 -6.8279e-01 -3.6870e-01 +7.6841e-01 -3.2498e-01 +2.8414e+00 +1.0321e+00 -2.4464e+00 +3.4405e-01
824 +1.464751540e+03 +1.464751540e+03 +1.264331540e+03 +1.264331540e+03 -7.6687e-02 +8.3473e-01 +7.4843e-01 -2.4217e+00 -1.8418e-01 +2.2775e+00 -3.0648e-01 -1.8120e+00 +8.9347e-01 -4.2475e-01 +8.9055e-01 -3.3960e+00 -6.9482e-01 -3.9669e-01 +8.5406e-01 -3.0549e-01 +2.8589e+00 +1.0480e+00 -2.4440e+00 +6.5643e-01
% function evaluation | noise-free fitness - Fopt (-2.348100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.410791123e+05 +1.410791123e+05 +1.408443023e+05 +1.408443023e+05 +2.2423e+00 -4.4755e+00 +3.2362e-01 -3.1471e+00 -4.7059e+00 -8.7591e-02 -1.0042e+00 +4.0398e-01 -3.8057e+00 +1.0281e+00 +4.1652e+00 -2.8121e+00 -2.3708e+00 -2.6375e-01 -3.2549e+00 +3.2096e+00 +4.8218e+00 +1.6570e+00 +3.3507e+00 +4.5840e+00
13 +5.248993523e+04 +5.248993523e+04 +5.225512523e+04 +5.225512523e+04 +3.9419e+00 -2.7371e+00 +6.5028e-01 +3.2312e+00 +3.2199e+00 -2.9569e+00 -4.9776e+00 +3.2160e+00 -2.6473e+00 -2.7473e+00 -9.4155e-01 +4.5457e+00 -3.3460e+00 -1.1578e+00 +2.0820e+00 -1.2119e+00 -6.0193e-01 +8.6492e-01 +2.5689e+00 +1.1855e+00
41 +3.924101166e+04 +3.924101166e+04 +3.900620166e+04 +3.900620166e+04 +1.0759e+00 -3.7205e+00 +1.2495e+00 -2.1988e+00 -4.7805e+00 -3.3141e-01 +2.5842e+00 +2.1141e+00 -3.5308e+00 +4.0043e-01 +3.7066e+00 -2.1506e+00 -1.4507e+00 -1.9014e-01 -5.0121e-01 +1.9681e+00 +4.7852e+00 +8.5809e-01 +3.1575e+00 +1.0140e+00
42 +1.169978571e+04 +1.169978571e+04 +1.146497571e+04 +1.146497571e+04 -1.8214e+00 +1.6393e+00 +2.1018e+00 -1.1569e+00 -4.4413e-01 +4.4008e-01 +3.2637e-01 +1.0215e+00 +1.6208e+00 -4.5288e-01 -5.0774e-01 +3.2456e+00 -3.8778e-01 -1.4992e+00 +3.0995e-01 +7.9030e-02 +2.7228e-01 +1.2128e+00 +2.4906e+00 -5.9237e-01
87 +8.235302148e+03 +8.235302148e+03 +8.000492148e+03 +8.000492148e+03 -2.0381e+00 +1.8776e-02 +2.1422e+00 +1.0352e-01 -1.8895e-01 +4.0853e-01 +2.3935e+00 +1.0403e+00 +1.6243e+00 +8.0549e-02 -3.7748e-01 +8.6079e-02 -3.4077e-01 -1.3862e+00 -5.0158e-01 -3.1181e-01 +1.7253e-01 +7.4152e-01 +3.4176e+00 +1.3751e+00
122 +5.586701483e+03 +5.586701483e+03 +5.351891483e+03 +5.351891483e+03 -1.9990e+00 +1.6098e+00 +2.1165e+00 -3.2086e-01 -4.0961e-01 +4.1752e-01 +2.1329e+00 +1.0305e+00 +1.6211e+00 -6.1422e-02 -3.8337e-01 +8.0838e-01 -3.5954e-01 -1.4941e+00 +2.3098e-01 -7.6047e-02 +2.3093e-01 +9.6054e-01 +2.6632e+00 +8.5234e-02
149 +2.331652694e+03 +2.331652694e+03 +2.096842694e+03 +2.096842694e+03 -2.8627e+00 +5.2576e-01 +7.5693e-01 -4.2795e-01 -3.7890e-01 +4.5386e-01 +1.2082e-01 +1.2788e+00 -3.8340e-01 -3.3264e-01 -7.2899e-01 +4.8606e-01 -3.7257e-01 -1.0723e+00 +5.0457e-01 -3.4393e-01 +1.1603e+00 +6.4910e-01 +2.3146e+00 +1.4176e-01
180 +4.888798993e+02 +4.888798993e+02 +2.540698993e+02 +2.540698993e+02 -2.6534e+00 +4.9892e-01 -3.4029e-02 -8.3395e-02 -4.9041e-01 +4.2729e-01 +2.2562e+00 +1.3102e+00 -3.1836e-01 +8.7087e-01 -5.6144e-01 +4.3801e-01 -2.4959e-01 -1.1069e+00 +2.0280e-01 -5.5478e-01 +1.2189e+00 +5.6608e-01 +2.3239e+00 +1.1078e+00
319 +3.332253078e+02 +3.332253078e+02 +9.841530783e+01 +9.841530783e+01 -2.6777e+00 +4.4765e-01 +7.0518e-01 -4.5021e-03 -4.2279e-01 -3.8991e-02 +1.9372e+00 +1.2825e+00 -3.1729e-01 +8.1284e-01 -4.9285e-01 +4.4082e-01 -3.5141e-01 -1.1204e+00 +3.2284e-01 -5.4127e-01 +1.1466e+00 +6.0628e-01 +2.3625e+00 +1.1048e+00
% function evaluation | noise-free fitness - Fopt (8.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.599723214e+05 +3.599723214e+05 +3.599810314e+05 +3.599810314e+05 -1.3122e+00 +4.2782e+00 -2.0171e+00 -1.1434e+00 +9.2114e-01 +3.0427e+00 -1.2303e+00 -3.1962e+00 +4.8542e+00 +3.8538e+00 +3.9459e+00 -3.6497e-01 +3.9366e+00 -1.2876e+00 +9.8157e-01 -2.1862e+00 +2.2138e+00 +3.1462e+00 +3.3939e+00 -4.4713e+00
4 +9.451772761e+04 +9.451772761e+04 +9.452643761e+04 +9.452643761e+04 +1.6842e+00 -1.1335e+00 -3.8536e+00 +3.0523e+00 -3.9190e+00 -2.5735e+00 -2.3968e+00 +3.3597e+00 +3.5802e-01 -2.1122e+00 +3.4850e+00 +1.7872e+00 +3.2028e+00 -4.8586e+00 +2.6101e+00 +1.1066e+00 +4.0139e+00 +4.3615e-01 +1.3214e+00 -1.6449e-02
17 +6.124021271e+04 +6.124021271e+04 +6.124892271e+04 +6.124892271e+04 -2.0573e+00 +1.3551e+00 -1.2231e-01 +3.3185e+00 +5.2347e-01 -2.4540e+00 +2.0870e-01 +3.5989e-01 -3.5847e+00 +2.7566e+00 -5.3339e-01 -1.7800e-01 +8.0664e-01 +1.2856e+00 +2.6101e+00 -8.0081e-01 +4.6552e+00 -2.3425e+00 -2.7602e+00 +2.2564e+00
