% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
21 +5.900853604e+02 +5.900853604e+02 +4.564953604e+02 +4.564953604e+02 -3.6197e+00 +1.7719e+00 +6.8079e-01 +4.7261e+00 -9.3856e-01 +8.2428e-01 +1.1666e+00 -4.1747e+00 -1.8854e+00 -1.1308e+00 -2.8364e+00 -1.6432e+00 -1.8371e-01 +2.2644e+00 +3.5062e+00 +2.4375e+00 -2.9357e+00 -3.9161e+00 +1.0786e+00 -2.3330e+00
81 +3.369509477e+02 +3.369509477e+02 +2.033609477e+02 +2.033609477e+02 -2.4042e+00 -4.8467e-01 -1.7614e+00 +3.0787e+00 +1.8636e+00 +1.7939e+00 +3.1629e+00 +3.5028e+00 -9.5131e-01 -1.7690e+00 -2.4116e+00 +8.0666e-01 +2.6119e+00 +1.9826e+00 -1.9195e+00 -4.2958e-01 +3.0466e-01 -2.0360e+00 -1.4444e+00 +2.7840e-01
% function evaluation | noise-free fitness - Fopt (-3.068400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.562562731e+02 +9.562562731e+02 +6.494162731e+02 +6.494162731e+02 +1.8223e+00 -8.7165e-01 -2.2195e+00 -1.6674e+00 +5.4031e-01 +4.5941e+00 +2.0810e+00 -4.9804e+00 +4.1253e+00 -2.9892e+00 +4.7512e+00 -8.7236e-01 +1.8042e+00 +4.7175e+00 +4.5255e-01 +2.9642e+00 -4.9537e+00 -5.7278e-01 +2.0154e+00 -3.1924e+00
2 +6.111509884e+02 +6.111509884e+02 +3.043109884e+02 +3.043109884e+02 -1.6697e+00 -1.3165e+00 +2.4221e+00 +2.8440e+00 +3.8798e+00 -1.3585e+00 -3.5954e+00 -2.7371e+00 +3.0027e+00 +3.0666e+00 -1.2565e-02 -2.6920e+00 +3.3548e+00 +1.2044e+00 -1.4008e+00 -3.1623e-01 +4.9125e+00 -2.4486e-01 +1.3401e+00 -3.3859e+00
86 +3.596074796e+02 +3.596074796e+02 +5.276747963e+01 +5.276747963e+01 -3.2767e+00 +2.3350e+00 +3.5992e+00 +3.4676e+00 +8.2403e-01 +3.0606e-01 +6.0129e-01 +1.7812e+00 +9.8649e-01 -3.8882e+00 +3.2460e-01 +2.9527e+00 +1.2396e+00 +1.4459e+00 -6.5595e-01 +9.6228e-01 +2.1136e+00 +9.2396e-01 +5.5690e-01 +1.3630e+00
1200 +2.509551181e+02 +2.509551181e+02 -5.588488192e+01 -5.588488192e+01 -1.5342e+00 +2.1179e+00 +3.4201e+00 +3.1755e+00 -5.7227e-01 -4.1106e-01 +5.6118e-01 +1.3072e+00 +1.0156e+00 -2.4500e+00 +3.4104e-02 +2.8655e+00 +1.7577e+00 +7.1443e-01 +1.3155e+00 +7.7060e-01 +1.7231e+00 -1.2391e-01 -3.0800e-01 +8.9456e-01
% function evaluation | noise-free fitness - Fopt (1.717600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.243370182e+02 +7.243370182e+02 +8.960970182e+02 +8.960970182e+02 -8.4739e-01 +5.4384e-01 -3.7215e+00 +3.0334e+00 -2.1865e-01 -1.6444e-01 -2.8972e+00 -2.2913e+00 -4.1837e-01 +2.4046e+00 -8.1041e-01 -6.5946e-01 -4.7026e+00 +4.0162e+00 +8.2554e-01 -4.6197e+00 -3.8664e+00 +4.0973e+00 +7.3894e-01 -2.3961e+00
12 +6.003587518e+02 +6.003587518e+02 +7.721187518e+02 +7.721187518e+02 +4.0189e-01 +3.4288e+00 +2.4414e+00 +1.0442e+00 -4.5804e+00 -3.6069e+00 +1.1768e+00 -1.0310e+00 +2.3113e+00 +4.4166e-01 +9.1176e-01 -2.7970e+00 -2.0594e+00 -3.4365e+00 -1.5201e-01 -2.4361e+00 +3.2258e+00 +1.6247e+00 +1.7248e+00 -1.8207e-01
45 +3.865446299e+02 +3.865446299e+02 +5.583046299e+02 +5.583046299e+02 -1.2147e-01 +1.0978e+00 +1.8404e+00 +6.9671e-01 +1.1211e+00 -2.2498e+00 +8.2556e-02 -2.9613e+00 -1.0025e+00 -8.4714e-01 -2.9114e+00 -6.5007e-01 -2.1012e+00 +2.7537e+00 -1.4642e+00 +2.7510e+00 +1.8055e+00 -2.1014e+00 -4.0843e+00 +1.2421e+00
168 +2.491958877e+02 +2.491958877e+02 +4.209558877e+02 +4.209558877e+02 -1.1143e+00 +1.0832e+00 +1.0211e+00 -5.8568e-01 +1.1210e+00 -1.5818e+00 -2.0023e+00 -2.2834e+00 -1.4304e+00 -2.3591e-01 -2.2841e-01 -6.0524e-01 -2.6096e+00 +1.1850e+00 +9.9880e-01 +5.6964e-01 +1.2598e+00 -2.6259e+00 -3.9655e+00 -1.7593e+00
% function evaluation | noise-free fitness - Fopt (-1.763000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.792134315e+02 +6.792134315e+02 +6.615834315e+02 +6.615834315e+02 -3.3223e+00 -2.9254e+00 +1.7464e+00 -3.0018e-02 +1.9881e+00 -2.5176e+00 -2.0771e+00 -4.3749e-01 -1.2269e+00 -8.5742e-01 +1.5780e+00 -3.3964e+00 -4.4559e+00 -3.4844e+00 -2.0763e+00 -2.6124e+00 -1.0113e+00 -4.8025e+00 -4.4554e-02 +3.5004e+00
15 +5.784011630e+02 +5.784011630e+02 +5.607711630e+02 +5.607711630e+02 +6.9527e-01 -2.5609e+00 +1.7441e+00 +1.7719e+00 -5.1874e-01 +9.5251e-02 +3.5717e+00 +1.7599e+00 -4.1183e+00 -1.6893e+00 -5.2237e-01 +1.3594e+00 +2.9843e+00 +3.8950e+00 +3.0963e-01 -3.7001e+00 -2.9302e+00 +2.7616e+00 +4.3106e+00 -3.0328e+00
73 +3.971981664e+02 +3.971981664e+02 +3.795681664e+02 +3.795681664e+02 +4.0700e-01 +1.7968e+00 +1.5314e+00 -1.4273e+00 +2.2973e+00 +2.9748e+00 +1.4047e+00 -2.4554e+00 -2.1800e+00 -3.0572e+00 +1.9755e+00 +2.0585e+00 +9.2915e-01 +2.0572e+00 -1.2057e+00 -1.5510e+00 -3.8079e-01 -1.6631e+00 +2.8923e+00 -2.6673e+00
210 +2.387677930e+02 +2.387677930e+02 +2.211377930e+02 +2.211377930e+02 -1.4543e-01 +2.1510e+00 +1.6432e+00 +3.9146e-01 -1.6551e+00 +3.4291e+00 +1.8232e+00 -2.1373e+00 -1.8260e+00 -1.1073e+00 +2.0901e+00 +1.5057e+00 +6.1487e-01 +2.4051e+00 -1.2316e+00 -6.6061e-01 -1.2785e+00 -9.6683e-01 +1.8738e+00 -2.8097e+00
% function evaluation | noise-free fitness - Fopt (-5.858000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.065346081e+02 +9.065346081e+02 +8.479546081e+02 +8.479546081e+02 +2.0156e+00 +1.6894e+00 +2.3685e+00 -3.4598e+00 +2.3347e+00 -4.5200e+00 -8.9647e-01 +4.5672e+00 +2.5882e+00 -4.9598e+00 +4.1745e+00 -2.3904e-02 -3.4277e+00 -3.4281e+00 +1.0091e+00 +5.9376e-01 +2.4431e+00 +1.3805e+00 -3.0007e+00 +2.4082e+00
2 +4.647462315e+02 +4.647462315e+02 +4.061662315e+02 +4.061662315e+02 -1.5621e+00 +1.8390e+00 +4.6655e+00 +1.8581e+00 +6.1902e-02 -2.4573e+00 +2.1834e+00 +1.3248e+00 +3.7201e+00 -4.6292e+00 -8.2844e-01 +7.9010e-01 -2.3375e+00 +1.8999e-01 +2.4017e+00 +1.2915e+00 -1.5941e+00 +3.8864e+00 +1.5428e+00 +1.3788e+00
53 +3.958185031e+02 +3.958185031e+02 +3.372385031e+02 +3.372385031e+02 -1.4401e+00 -2.4158e+00 +3.9092e+00 +1.2807e+00 -1.9084e+00 -2.0911e+00 +1.5541e+00 +2.4790e+00 +9.7363e-01 -4.1932e+00 -8.1907e-01 +1.1257e+00 +3.6762e-01 +2.3176e+00 -1.1312e-01 +1.2447e+00 -1.4926e+00 +3.5104e+00 -3.0097e-01 +1.4759e+00
425 +2.507763001e+02 +2.507763001e+02 +1.921963001e+02 +1.921963001e+02 -4.0907e-01 +5.1707e-01 +2.4912e+00 +1.0252e+00 -8.6779e-01 -1.9576e+00 +4.5648e-01 +3.8734e-01 +9.1773e-01 -3.7255e+00 -1.5816e+00 +3.9442e-01 -5.6533e-01 -2.8584e-01 +1.8798e+00 -5.3333e-01 -2.2025e+00 +2.1049e+00 +1.8565e+00 +1.7926e+00
% function evaluation | noise-free fitness - Fopt (-6.010000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.165988453e+02 +8.165988453e+02 +7.564988453e+02 +7.564988453e+02 +3.6961e-01 -1.2267e+00 +9.2504e-01 -6.4345e-01 -3.7286e+00 -2.8166e+00 +3.6761e+00 +2.7969e+00 -2.9731e+00 -4.7802e+00 +2.7076e+00 -4.2398e-01 -3.6996e+00 -2.4123e+00 +2.7603e+00 +4.3145e+00 -1.1837e+00 -4.2530e+00 -2.1815e+00 -3.5008e+00
10 +6.236116387e+02 +6.236116387e+02 +5.635116387e+02 +5.635116387e+02 +2.8880e+00 -1.8330e+00 -2.8814e+00 -3.7833e-02 -2.8976e+00 -1.8684e+00 -7.7562e-01 +1.9811e+00 +2.3529e+00 -1.8185e+00 -1.4731e+00 +4.0987e+00 +3.0662e+00 -5.4332e-01 +2.6891e-01 +1.7643e+00 -3.8688e+00 +1.1905e+00 -2.9031e+00 -3.7372e+00
48 +3.939697639e+02 +3.939697639e+02 +3.338697639e+02 +3.338697639e+02 +4.3526e-01 -2.5682e+00 -1.1629e+00 +6.4145e-01 -4.2168e+00 -6.9667e-01 -1.2314e+00 -3.6970e+00 +2.4880e+00 +1.2383e-01 -5.6525e-01 +7.8678e-01 +2.2432e+00 -5.3974e-01 -3.2630e+00 -2.3465e+00 -2.6504e+00 -2.2862e+00 -2.6697e+00 -2.2868e+00
220 +2.310948390e+02 +2.310948390e+02 +1.709948390e+02 +1.709948390e+02 +2.6155e+00 +1.2527e-01 -3.2427e-01 +1.2860e-01 -3.3813e+00 +5.1516e-01 -3.5149e-01 -1.4036e+00 +1.0822e+00 +1.1807e+00 -1.2336e+00 +1.6382e+00 +1.2301e-01 -1.0770e+00 -2.9837e+00 -1.3516e-01 +2.3980e+00 -1.3068e+00 -6.5971e-01 +3.9542e-01
% function evaluation | noise-free fitness - Fopt (1.489000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.972423753e+02 +7.972423753e+02 +8.121323753e+02 +8.121323753e+02 -1.8834e-01 -4.6152e+00 -4.0621e+00 -8.2823e-01 -3.3453e+00 -4.9160e+00 +3.7907e+00 -3.5035e+00 -1.5904e+00 +3.6499e+00 -1.6075e+00 +4.4164e+00 -1.3675e-01 +1.1709e+00 +4.1806e+00 -2.4269e+00 -6.8959e-01 -1.1713e+00 +4.1592e-01 -1.0153e+00
2 +6.186258568e+02 +6.186258568e+02 +6.335158568e+02 +6.335158568e+02 -2.6892e+00 -6.3810e-01 +4.2751e+00 -1.4292e+00 +5.6728e-01 -4.3906e+00 +1.8212e+00 -3.7943e-01 +5.2873e-01 -2.5872e+00 -1.3763e+00 -1.7220e+00 -2.9756e+00 -3.5772e+00 +6.4958e-01 +4.1352e+00 +3.9705e+00 +2.4940e+00 -1.4850e+00 -2.1666e+00
42 +3.889329472e+02 +3.889329472e+02 +4.038229472e+02 +4.038229472e+02 +1.5377e+00 -7.3482e-01 +2.2863e+00 -1.0322e+00 -7.5372e-01 -3.9411e+00 +9.6549e-01 +9.6715e-01 +1.1008e+00 -2.1075e+00 -7.4818e-01 +5.3968e-01 -2.6501e+00 -2.2604e+00 +2.6173e+00 +3.2828e+00 +4.0665e+00 -4.2351e+00 -1.4750e+00 +1.2563e+00
537 +2.477294626e+02 +2.477294626e+02 +2.626194626e+02 +2.626194626e+02 +7.9951e-01 +6.4262e-01 -3.1386e-01 -4.8748e-01 -2.5873e+00 -2.3304e+00 -1.6639e+00 +1.4048e-01 +1.8804e+00 +1.4827e+00 +4.0912e-01 -2.7227e+00 -1.5259e+00 -4.2115e+00 +5.4388e-01 +1.0425e+00 +2.5505e+00 -2.4448e+00 -4.2266e-01 -9.0067e-01
% function evaluation | noise-free fitness - Fopt (3.193500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.362748960e+02 +8.362748960e+02 +1.155624896e+03 +1.155624896e+03 +1.1093e+00 +6.7082e-01 +4.5780e+00 +1.1215e+00 -3.8768e+00 +2.3908e+00 +4.6275e+00 +1.3097e+00 +8.2000e-01 -4.7816e+00 +2.5139e+00 +4.4187e-01 -2.8750e+00 -4.2171e+00 -1.3298e+00 +1.6622e+00 +4.6804e+00 -3.0502e+00 -1.2362e+00 -3.3149e+00
6 +5.967538766e+02 +5.967538766e+02 +9.161038766e+02 +9.161038766e+02 +2.8939e+00 -3.2662e+00 -3.3117e+00 +3.6587e+00 +3.2638e-01 +4.2512e+00 +3.4718e+00 +2.8727e-01 -4.1747e+00 -7.5459e-01 +1.7463e+00 +2.8267e+00 +3.4412e+00 -3.2326e+00 -4.6736e-01 +9.2790e-01 -3.4246e+00 +1.7218e+00 +4.3296e+00 -1.6472e+00
56 +3.745199309e+02 +3.745199309e+02 +6.938699309e+02 +6.938699309e+02 +1.1197e-02 -2.6474e+00 -1.9081e+00 -1.5696e+00 +1.8136e-01 -1.0094e+00 -1.0273e-01 +8.9169e-01 -1.2438e+00 -7.3471e-01 -9.6636e-01 +1.7444e+00 +3.0205e+00 +1.3265e+00 -3.3929e-01 -8.8721e-01 -3.8484e+00 +1.3961e+00 +2.0581e+00 -7.5701e-01
177 +2.227556057e+02 +2.227556057e+02 +5.421056057e+02 +5.421056057e+02 +3.2779e-01 -1.4364e+00 -1.9012e+00 +1.5648e+00 +5.8967e-01 +3.4427e+00 +1.2039e+00 +4.5055e-01 -2.1899e+00 -1.2089e+00 +3.1935e-01 +1.5466e+00 +1.7714e+00 -2.4292e+00 -1.0638e+00 -4.2154e-01 -3.1661e+00 +2.6256e+00 +7.1068e-01 -6.7094e-01
1006 +1.562466115e+02 +1.562466115e+02 +4.755966115e+02 +4.755966115e+02 +3.9189e-01 -1.3903e+00 -2.5442e+00 +1.4982e+00 +5.9854e-01 +3.4347e+00 +1.2553e+00 +8.1994e-01 -2.2001e+00 -1.3291e+00 +4.0106e-01 +1.6432e+00 +1.7767e+00 -2.5485e+00 -1.1199e+00 -4.2991e-01 -3.1856e+00 +2.7373e+00 +1.8733e+00 -6.6737e-01
% function evaluation | noise-free fitness - Fopt (-1.315700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.012508845e+02 +9.012508845e+02 +7.696808845e+02 +7.696808845e+02 +1.9770e-02 +2.5549e-02 +2.7874e+00 -2.3457e+00 +1.9285e+00 +3.6877e+00 -4.4266e+00 +4.5034e+00 -4.2930e+00 -1.0244e+00 -4.4303e+00 -1.6311e+00 +1.2323e+00 +5.6308e-01 -1.7557e+00 +4.2784e+00 +3.3559e+00 +4.2356e+00 +3.7047e+00 -1.7760e+00
7 +5.961329158e+02 +5.961329158e+02 +4.645629158e+02 +4.645629158e+02 +1.0244e+00 -1.6527e+00 -1.3714e+00 -4.7690e+00 +1.5268e+00 +4.4094e+00 +9.4859e-01 -4.2227e+00 -8.3195e-01 -1.3424e+00 -2.2326e+00 +3.8662e+00 -1.6004e+00 -1.8290e+00 -2.2796e+00 +3.6039e+00 +2.3689e+00 -3.4954e-01 -1.0857e+00 +2.5340e+00
51 +3.787011879e+02 +3.787011879e+02 +2.471311879e+02 +2.471311879e+02 +1.0165e+00 -1.7739e+00 -1.4243e+00 +8.2628e-01 -8.2286e-01 +2.1198e+00 -2.6083e+00 -4.6839e+00 +6.1013e-01 -2.0268e+00 -1.5431e-01 +1.4334e+00 -3.4022e-02 -2.3296e+00 +2.1497e-01 +3.4397e+00 +1.1550e+00 -3.1578e+00 -3.9412e-01 +1.8094e+00
% function evaluation | noise-free fitness - Fopt (-1.505600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.684966524e+02 +5.684966524e+02 +4.179366524e+02 +4.179366524e+02 +3.0371e+00 -9.2775e-01 +2.6265e+00 -9.1964e-01 +3.5706e+00 +1.3893e+00 +4.4704e+00 -2.3426e+00 +1.7157e+00 -1.0044e+00 -5.1094e-01 +1.5232e+00 +6.5236e-01 -1.1168e-02 -3.3657e-01 -3.0394e+00 -3.0852e+00 -2.4553e+00 +4.5814e+00 -3.6270e+00
96 +3.665357918e+02 +3.665357918e+02 +2.159757918e+02 +2.159757918e+02 +2.8132e+00 -5.5936e-01 +1.1459e+00 +1.1104e+00 +2.2034e+00 +9.1093e-01 +7.9018e-01 -2.3320e+00 +8.7284e-01 -4.7208e-01 +5.0758e-01 +8.0002e-01 +1.4321e+00 -2.5552e+00 -2.3626e+00 -1.6589e+00 -1.7195e+00 -2.2845e+00 +1.2863e+00 +4.5894e-01
% function evaluation | noise-free fitness - Fopt (-6.851600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.227010062e+02 +7.227010062e+02 +3.754100624e+01 +3.754100624e+01 -2.3295e+00 +3.2387e+00 +3.5390e-01 +4.1427e+00 +2.6200e+00 -1.8631e+00 +1.9468e+00 +7.8686e-01 -5.0330e-01 -5.4683e-01 +3.4135e+00 -2.8760e+00 -3.8227e+00 -4.1994e+00 +1.1497e+00 +1.9378e+00 +1.5799e-01 -4.7177e+00 +2.4464e+00 +3.1260e+00
10 +4.793119215e+02 +4.793119215e+02 -2.058480785e+02 -2.058480785e+02 +1.2327e+00 -4.1414e+00 -1.7463e+00 +5.6075e-01 -2.0697e-02 +3.0933e+00 +4.4083e-01 -9.0667e-02 -2.2026e+00 -1.2915e+00 -2.4321e+00 -1.9555e+00 -2.6497e+00 -1.2398e+00 -9.4787e-02 +3.2339e+00 -4.1294e+00 -3.2872e-01 -4.3463e+00 +3.3894e+00
81 +3.674537842e+02 +3.674537842e+02 -3.177062158e+02 -3.177062158e+02 +2.4251e+00 -3.2978e+00 -1.3841e+00 -5.7955e-01 -1.5826e+00 +3.0031e+00 +5.9996e-01 +8.1108e-01 -1.8634e+00 +5.7871e-01 +2.7410e+00 -3.7329e+00 -7.8664e-01 +3.2139e+00 -7.2581e-01 +7.7963e-02 -3.9503e+00 -5.3117e-01 -3.4898e+00 +1.4738e+00
402 +2.511416833e+02 +2.511416833e+02 -4.340183167e+02 -4.340183167e+02 +1.1520e+00 -3.2564e+00 -1.1744e+00 -1.0841e+00 -9.6308e-01 +9.9172e-02 +9.1731e-01 +8.0505e-01 -2.1796e+00 +9.2758e-02 +3.2475e+00 -2.7466e+00 -9.0898e-01 +3.1406e+00 -6.4886e-01 +1.4464e+00 -4.2311e+00 -2.6214e-01 -3.0983e+00 +4.1236e-01
