% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
48 +3.885934021e+03 +3.885934021e+03 +3.899594021e+03 +3.899594021e+03 -2.5361e+00 -4.0738e-01 -1.0083e+00 +1.7333e+00 -2.1985e+00 -2.7090e-01 +8.0708e-01 +1.7424e+00 +3.3349e+00 +1.6883e+00 -4.9592e-01 -1.1730e+00 -6.0992e-01 +3.0360e+00 -3.1534e-01 -2.8093e+00 -1.4280e+00 +3.8957e+00 +8.3057e-01 -4.6802e-01
53 +5.042852806e+02 +5.042852806e+02 +5.179452806e+02 +5.179452806e+02 +1.4464e+00 -2.3120e-01 -1.4862e+00 +1.5935e+00 +1.6139e+00 +2.5124e+00 +3.9170e+00 +2.2786e+00 +4.2624e+00 -1.6884e+00 -2.1078e+00 +1.5355e+00 -9.4644e-01 +2.4585e+00 +3.5216e+00 -2.2436e+00 +1.2192e-01 +3.6168e+00 -5.4519e-01 +3.4925e+00
203 +3.314411899e+02 +3.314411899e+02 +3.451011899e+02 +3.451011899e+02 +1.4698e+00 -3.1755e-01 -1.4763e+00 +1.5610e+00 +1.6222e+00 +2.4165e+00 +3.9069e+00 +2.2637e+00 +4.2623e+00 -1.6746e+00 -2.1177e+00 +1.5050e+00 -9.4836e-01 +2.4575e+00 +3.4442e+00 -2.2293e+00 +1.2407e-01 +3.6191e+00 -5.4463e-01 +3.4444e+00
226 +2.158785796e+02 +2.158785796e+02 +2.295385796e+02 +2.295385796e+02 +1.4316e+00 -1.2949e-01 -1.4843e+00 +1.5769e+00 +1.4570e+00 +2.4817e+00 +3.1844e+00 +2.2493e+00 +4.2587e+00 -1.6943e+00 -2.0034e+00 +1.4403e+00 -9.4472e-01 +2.2584e+00 +3.5213e+00 -2.0748e+00 +6.7486e-02 +3.6220e+00 -6.8007e-01 +3.4936e+00
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.691797217e+05 +1.691797217e+05 +1.701175617e+05 +1.701175617e+05 -8.8530e-01 +1.9887e+00 +1.3646e+00 -2.0777e+00 +1.0042e+00 +5.7960e-01 -1.9075e+00 -1.1684e+00 -3.3637e+00 +4.1983e+00 -5.9324e-01 +9.1352e-01 +3.2178e+00 +4.0353e+00 -2.6322e+00 -7.9768e-01 -3.5718e+00 -3.2831e+00 -3.3895e+00 -1.2783e+00
4 +8.828355844e+04 +8.828355844e+04 +8.922139844e+04 +8.922139844e+04 +1.3738e+00 -7.0630e-01 +1.0540e+00 +3.6449e+00 +8.5649e-01 +2.6784e+00 -3.3822e+00 +4.6260e+00 +3.4762e+00 -1.3427e-01 -4.1650e+00 +2.9226e+00 -4.1294e+00 -4.1664e-01 +1.4630e+00 +2.0162e+00 +4.0605e+00 -1.6007e+00 +2.5639e-01 -1.7660e+00
26 +2.317802406e+04 +2.317802406e+04 +2.411586406e+04 +2.411586406e+04 -1.6564e+00 +3.0202e+00 +4.6488e+00 +3.2675e+00 -2.6416e+00 +3.2680e-01 +2.8657e+00 -9.0533e-01 +7.3538e-01 -2.0270e+00 +2.0235e+00 +9.4452e-02 +4.2251e+00 -1.0217e+00 -3.3454e+00 +4.6201e+00 +3.1189e-01 +2.3222e+00 +4.1702e+00 +7.7090e-01
81 +1.092390358e+03 +1.092390358e+03 +2.030230358e+03 +2.030230358e+03 -1.5273e+00 +2.9729e+00 +3.0766e+00 +2.4011e+00 -2.6090e+00 +4.0078e-01 +2.4521e+00 -9.8414e-01 -2.7772e-01 -1.1527e+00 +1.4210e+00 +4.6404e-01 +3.9848e+00 -8.8390e-01 -2.9210e+00 +4.2683e+00 -7.6848e-01 +2.1954e+00 +3.4112e+00 +6.5790e-01
121 +6.702067056e+02 +6.702067056e+02 +1.608046706e+03 +1.608046706e+03 -1.5273e+00 +2.9729e+00 +3.0766e+00 +2.4832e+00 -2.6090e+00 +4.0078e-01 +2.4521e+00 -9.8414e-01 -2.7772e-01 -1.1527e+00 +1.4210e+00 +4.6404e-01 +3.9848e+00 -8.8390e-01 -2.9210e+00 +4.2683e+00 -7.6848e-01 +2.1954e+00 +3.4112e+00 +6.5790e-01
152 +5.804484623e+02 +5.804484623e+02 +1.518288462e+03 +1.518288462e+03 -1.5273e+00 +2.9729e+00 +3.0766e+00 +2.4011e+00 -2.6090e+00 +4.0078e-01 +2.4521e+00 -9.8414e-01 -2.7772e-01 -1.1527e+00 +1.4210e+00 +3.8331e-01 +3.9848e+00 -8.8390e-01 -2.9210e+00 +4.2683e+00 -7.6848e-01 +2.1954e+00 +3.4112e+00 +6.5790e-01
156 +2.540141809e+02 +2.540141809e+02 +1.191854181e+03 +1.191854181e+03 -1.5825e+00 +3.2029e+00 +1.9218e+00 +2.6357e+00 -2.0880e+00 -3.0435e+00 +2.1506e+00 -9.2343e-01 +1.1465e-02 -8.3096e-01 +1.4426e+00 +8.8147e-01 +3.5661e+00 -2.1334e+00 -2.8404e+00 +4.3364e+00 +1.0427e-01 +2.6163e+00 +3.4681e+00 +6.5879e-01
230 +2.437552888e+02 +2.437552888e+02 +1.181595289e+03 +1.181595289e+03 -1.5805e+00 +3.0949e+00 +2.1634e+00 +2.7421e+00 -2.0937e+00 -1.9395e+00 +2.2700e+00 -8.8815e-01 -9.3847e-02 -9.7380e-01 +1.4449e+00 +8.5407e-01 +1.9522e+00 -2.0415e+00 -2.7513e+00 +3.9377e+00 +4.5876e-02 +2.3669e+00 +3.1760e+00 +6.7591e-01
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.911159545e+05 +4.911159545e+05 +4.910372345e+05 +4.910372345e+05 +4.8155e+00 +3.0215e+00 -3.4045e+00 +1.8424e+00 -1.9539e+00 +4.8310e+00 +2.0990e+00 +9.2029e-02 +4.5983e+00 -2.4006e+00 +4.7511e-01 -4.5542e+00 -3.6782e-01 +8.3655e-01 +4.4545e+00 -2.7910e+00 -4.5173e+00 +2.7095e+00 +1.7321e+00 -5.2196e-01
7 +1.786948375e+05 +1.786948375e+05 +1.786161175e+05 +1.786161175e+05 +4.7658e+00 +4.8467e+00 -2.2984e+00 -3.3201e+00 +2.8268e+00 -1.9463e+00 -4.2770e+00 +1.5134e+00 -2.6669e-01 +2.4783e+00 -2.5125e+00 +3.8916e+00 -5.9544e-02 +4.3278e+00 -2.5045e+00 -4.7224e+00 -4.1356e+00 -2.5234e+00 -3.2356e+00 -4.1815e+00
23 +9.593944681e+04 +9.593944681e+04 +9.586072681e+04 +9.586072681e+04 +3.6325e+00 +1.8727e+00 -4.4555e+00 +3.0550e+00 +2.6086e+00 +9.6422e-02 +3.3327e+00 -3.3765e+00 +1.0154e+00 -4.2670e+00 +1.5070e+00 +2.5633e+00 +1.9172e+00 -2.0901e+00 +2.9395e+00 -1.6965e+00 +1.3967e+00 -1.3755e-01 -9.0722e-02 +3.3968e+00
41 +4.028424218e+04 +4.028424218e+04 +4.020552218e+04 +4.020552218e+04 +4.6326e+00 +2.3966e+00 -3.6668e+00 +2.7206e+00 +2.3850e+00 +5.7816e-01 +2.7512e+00 -2.6812e+00 +3.1804e+00 -2.8151e+00 +1.4225e+00 -2.3356e+00 +1.1167e+00 +1.2323e-01 +4.1119e+00 -2.7212e+00 -8.4025e-01 +1.5563e+00 +1.4765e+00 -4.1395e-02
50 +2.183572040e+04 +2.183572040e+04 +2.175700040e+04 +2.175700040e+04 +3.0665e+00 +5.0045e-02 -3.3042e+00 +3.7489e+00 +2.0955e+00 -1.9870e+00 -1.9287e-01 -1.9217e+00 +2.8708e+00 -2.9869e+00 +1.1955e+00 +2.8148e+00 -1.1331e-01 -1.8308e+00 +2.6578e+00 -1.6740e+00 -3.5561e+00 -5.5215e-01 -8.8528e-02 +2.8989e+00
66 +4.517389611e+03 +4.517389611e+03 +4.438669611e+03 +4.438669611e+03 +1.0206e+00 +3.7897e+00 -3.7685e+00 +1.6737e+00 +3.4975e-01 -2.0245e+00 +4.5030e-01 -4.5242e+00 +1.0085e-01 -4.0139e+00 +4.8225e-01 +2.8430e+00 -3.0838e+00 -2.0577e+00 +2.5324e+00 -2.7781e+00 +5.6878e-01 +1.9483e-01 -3.0537e+00 +3.3707e+00
90 +3.912076622e+03 +3.912076622e+03 +3.833356622e+03 +3.833356622e+03 +1.0206e+00 +3.7897e+00 -3.7685e+00 +1.6737e+00 +1.8339e+00 -2.0245e+00 +4.5030e-01 -4.5242e+00 +1.0085e-01 -4.0139e+00 +4.8225e-01 +2.8430e+00 -3.0838e+00 -2.0577e+00 +2.5324e+00 -2.7781e+00 +5.6878e-01 +1.9483e-01 -3.0537e+00 +3.3707e+00
171 +1.963249390e+02 +1.963249390e+02 +1.176049390e+02 +1.176049390e+02 +1.0210e+00 +3.3924e+00 -3.7696e+00 +1.6901e+00 +9.6794e-01 -1.5967e+00 +4.9772e-01 -3.9831e+00 +1.7570e-01 -3.9467e+00 +6.7884e-01 +2.4212e+00 -1.4230e+00 -1.8556e+00 +2.9451e+00 -2.2421e+00 +7.8336e-01 +1.7322e-01 -1.5391e+00 +2.8918e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.915152314e+07 +5.915152314e+07 +5.915052314e+07 +5.915052314e+07 -4.3179e+00 +3.3691e+00 -2.9379e+00 +1.1258e-01 -1.5759e+00 +1.0364e+00 -1.7803e-02 +2.0249e+00 +1.9067e+00 +3.7361e+00 -2.7216e+00 -4.2564e+00 -3.2077e+00 -1.4114e+00 -3.1422e-01 -3.8213e+00 +3.7519e+00 +2.2122e+00 -4.8956e+00 -3.2176e+00
2 +1.941357531e+06 +1.941357531e+06 +1.940357531e+06 +1.940357531e+06 -9.5053e-01 -1.9939e+00 +6.0155e-01 -4.5778e+00 +3.3126e+00 -1.0681e+00 -3.4100e+00 -3.4682e+00 +3.4663e+00 -1.7954e+00 +1.7759e+00 -2.2327e+00 -1.9575e+00 -2.5928e+00 -2.1586e+00 +1.8529e+00 -2.6160e+00 +8.7737e-01 +4.4584e-01 -4.5110e+00
6 +2.463212258e+04 +2.463212258e+04 +2.363212258e+04 +2.363212258e+04 +2.5271e+00 -4.6960e+00 +6.4595e-01 -2.3883e+00 -2.4303e+00 +4.4754e+00 -4.5242e+00 -2.6626e+00 -3.6131e+00 +1.6328e+00 -2.4694e+00 +3.6501e+00 +2.6976e+00 +3.3102e+00 +3.9005e+00 +3.6228e+00 -1.0668e+00 +4.4720e-01 -1.0204e+00 +3.7360e+00
26 +2.884179386e+03 +2.884179386e+03 +1.884179386e+03 +1.884179386e+03 -7.9278e-01 -1.2057e+00 +1.9057e+00 +1.0026e-01 -1.6628e+00 +8.4766e-01 -4.1509e+00 -4.6608e+00 -6.3370e-01 +9.5552e-01 +9.6593e-01 +4.5249e+00 +6.7591e-01 +2.5862e+00 +2.6718e-01 -3.0531e-01 +1.7211e+00 +2.2864e+00 -1.5266e+00 +6.0851e-01
96 +1.488895594e+03 +1.488895594e+03 +4.888955939e+02 +4.888955939e+02 -9.7018e-01 -2.0953e+00 +1.6898e+00 +1.0001e-01 +1.1907e+00 +8.5335e-01 +8.9890e-01 -3.8337e+00 -5.7705e-01 +1.1265e+00 +9.8738e-01 +4.4413e+00 +1.5799e+00 +3.0193e+00 -6.1608e-02 +1.0248e-01 +2.4131e+00 -5.1708e-01 -1.2014e+00 +1.5732e-01
122 +4.518924381e+02 +4.518924381e+02 -5.481075619e+02 -5.481075619e+02 -8.3888e-01 -1.6908e+00 +1.7262e+00 -7.6737e-02 +6.5881e-01 +7.5389e-01 -2.0856e+00 -4.2086e+00 -4.9732e-01 +9.2783e-01 +1.2222e+00 +4.3583e+00 -5.1336e-02 +2.7687e+00 -5.8463e-01 +3.3165e-01 +1.4630e+00 +1.3954e+00 -1.4198e+00 -2.2053e+00
125 +2.557043847e+02 +2.557043847e+02 -7.442956153e+02 -7.442956153e+02 -7.3779e-01 -1.5655e+00 +1.6598e+00 +5.4166e-01 +2.0789e-01 +7.9385e-01 -3.6101e-01 -3.8871e+00 +2.0551e-01 +9.4978e-01 +8.9540e-01 +4.1977e+00 -6.2547e-02 +2.7579e+00 +5.8937e-01 -2.9930e-01 +3.0854e+00 -2.3427e-01 -1.4830e+00 -7.2367e-01
162 +1.376650714e+02 +1.376650714e+02 -8.623349286e+02 -8.623349286e+02 -7.3779e-01 -1.5655e+00 +1.6598e+00 +1.4973e-01 +2.0789e-01 +7.9385e-01 -3.6101e-01 -3.8871e+00 +2.0551e-01 +9.4978e-01 +8.9540e-01 +4.1977e+00 -6.2547e-02 +2.7579e+00 +5.8937e-01 -2.9930e-01 +3.0854e+00 -2.3427e-01 -1.4830e+00 -7.2367e-01
% function evaluation | noise-free fitness - Fopt (7.910000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.133355039e+06 +2.133355039e+06 +2.133362949e+06 +2.133362949e+06 -2.8786e-01 +1.3754e+00 -4.1745e+00 +3.0328e+00 +4.6606e+00 -4.3219e+00 -4.9392e+00 -2.9717e+00 -5.5881e-01 -2.1965e+00 +1.8324e+00 -2.4709e+00 -2.4238e+00 +4.7307e+00 +1.6764e+00 +4.7703e+00 +3.6174e+00 +4.4805e+00 -2.9545e-01 +4.3969e+00
10 +4.080154462e+05 +4.080154462e+05 +4.080233562e+05 +4.080233562e+05 -3.7919e-01 +3.8776e+00 +1.4293e+00 -4.2946e+00 +2.4089e+00 -1.5417e+00 +2.3684e+00 -2.7857e-02 -3.4315e+00 -4.6678e+00 -1.8528e+00 -1.4823e+00 +2.5984e+00 -1.0999e+00 -2.2964e+00 -3.1391e+00 +3.3532e+00 -3.7314e+00 -3.0640e-01 +4.3659e+00
14 +1.547382440e+05 +1.547382440e+05 +1.547461540e+05 +1.547461540e+05 +4.9695e+00 +1.8835e+00 +4.5121e+00 -2.4687e+00 +3.8149e+00 +4.1291e+00 -4.3238e-01 +1.2552e+00 +2.6164e+00 -4.1005e+00 -2.6847e+00 +4.8424e-01 +1.3745e+00 +3.0817e+00 -3.1975e+00 -4.1248e+00 +7.6865e-01 +5.7792e-01 -3.9989e+00 -4.7014e+00
38 +1.450622554e+04 +1.450622554e+04 +1.451413554e+04 +1.451413554e+04 -1.6653e+00 -2.3601e+00 +3.4723e+00 -2.7417e+00 +4.2985e+00 +1.0280e+00 -3.4771e+00 +4.3477e+00 -3.1493e+00 -2.9635e+00 +3.8257e+00 -2.8862e+00 -3.1634e+00 -2.6725e+00 -2.6764e+00 +4.7103e+00 +2.2889e+00 -3.4129e+00 +4.4254e+00 +2.4145e+00
41 +7.011834781e+03 +7.011834781e+03 +7.019744781e+03 +7.019744781e+03 -1.0851e+00 +1.1552e-01 -4.1210e+00 -2.2321e+00 +4.6567e+00 -4.3210e+00 -4.5067e+00 -2.1560e-01 -2.7679e+00 -2.5245e+00 +2.0592e+00 -2.4722e+00 -2.7510e+00 -1.8813e-01 -1.2021e+00 +4.7291e+00 +2.3593e+00 -1.1571e+00 +9.2609e-01 +3.4217e+00
81 +5.023973105e+03 +5.023973105e+03 +5.031883105e+03 +5.031883105e+03 -1.0851e+00 +1.1552e-01 -4.1210e+00 -2.3235e+00 +4.6567e+00 -4.3210e+00 -4.5067e+00 -2.1560e-01 -2.7679e+00 -2.5245e+00 +2.0592e+00 -2.4722e+00 -2.7510e+00 -1.8813e-01 -1.2021e+00 +4.7291e+00 +2.3593e+00 -1.1571e+00 +9.2609e-01 +3.4217e+00
97 +1.056792722e+03 +1.056792722e+03 +1.064702722e+03 +1.064702722e+03 -7.9074e-01 -3.7485e+00 +1.0131e+00 -4.8774e-01 +4.0798e+00 -2.7370e+00 -4.2530e+00 +1.7776e+00 -6.7560e-01 -2.8790e+00 +2.0947e+00 -2.4743e+00 -3.0891e+00 -8.6109e-02 -2.0283e+00 +2.5842e+00 +2.2554e+00 -4.9451e-02 +3.4751e+00 +9.6626e-01
126 +8.504484889e+02 +8.504484889e+02 +8.583584889e+02 +8.583584889e+02 -9.5887e-01 -3.0570e+00 +1.0624e+00 -1.1239e+00 +3.5004e+00 +2.1543e-01 -4.0839e+00 +1.1316e+00 -2.0863e+00 -3.6614e-01 +2.4348e+00 -2.4464e+00 -3.0104e+00 -7.5634e-02 -1.2908e+00 +4.0968e+00 +2.0527e+00 -2.4501e-01 +1.9207e+00 +3.1953e+00
182 +4.901195355e+02 +4.901195355e+02 +4.980295355e+02 +4.980295355e+02 -9.5174e-01 -2.1101e+00 -9.3722e-01 -8.7479e-01 +4.4502e+00 -1.5638e+00 -3.9064e+00 +1.7265e+00 -1.0774e+00 -2.3340e+00 +2.2564e+00 -1.7743e+00 -2.9709e+00 -4.8549e-02 -1.3417e+00 +4.1443e+00 +2.1474e+00 -1.9460e-01 +1.9467e+00 +2.4313e+00
190 +2.941435382e+02 +2.941435382e+02 +3.020535382e+02 +3.020535382e+02 -7.2118e-01 -2.7661e+00 +9.4911e-01 -7.1338e-01 +4.0332e+00 -2.1426e+00 -3.1488e+00 +7.7319e-01 -2.3944e+00 -2.3244e+00 +2.3387e+00 -2.5029e+00 -3.0132e+00 -4.3640e-01 -1.2425e+00 +3.8322e+00 +2.2410e+00 -1.9009e+00 +2.9999e+00 +3.1413e+00
209 +2.504417780e+02 +2.504417780e+02 +2.583517780e+02 +2.583517780e+02 -6.7434e-01 -2.7666e+00 +6.6351e-01 -8.3330e-01 +3.9355e+00 -1.0281e+00 -3.4016e+00 +1.1073e+00 -2.3866e+00 -1.8275e+00 +2.2015e+00 -2.4482e+00 -3.0108e+00 -6.9739e-01 -1.6337e+00 +3.1370e+00 +2.2388e+00 -1.0065e+00 +2.8240e+00 +3.1437e+00
% function evaluation | noise-free fitness - Fopt (-3.233000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.272573462e+07 +2.272573462e+07 +2.272570229e+07 +2.272570229e+07 +4.4533e+00 +7.8232e-01 +4.8394e+00 +1.1892e+00 +3.0423e+00 -3.4791e-01 -1.5952e+00 +1.2903e+00 +8.0534e-01 -2.5308e+00 -4.8099e+00 +3.3657e+00 +1.8793e+00 -7.7492e-02 -3.4671e+00 +3.2039e+00 -4.2624e+00 -3.5385e+00 +3.7547e+00 -4.8903e+00
2 +4.764544036e+06 +4.764544036e+06 +4.764511706e+06 +4.764511706e+06 -2.5221e-01 +2.4913e+00 +3.8698e+00 +2.2795e+00 +1.9852e+00 +4.1713e-01 -3.1450e+00 +6.7950e-01 +3.7461e+00 +3.5779e+00 -2.0783e+00 +4.4981e+00 +3.9720e+00 -5.2243e-01 +3.8237e+00 -2.0931e+00 +1.5486e-01 -1.5843e+00 +1.0836e+00 -4.4812e+00
5 +2.310436034e+06 +2.310436034e+06 +2.310403704e+06 +2.310403704e+06 -1.0307e+00 -3.7851e+00 -2.6398e-01 -7.3085e-01 -3.1788e+00 -1.3612e+00 -3.8863e+00 -2.2211e+00 -3.5493e+00 -4.8054e-01 -4.4429e+00 -2.4910e-01 +1.7730e-01 +1.8029e+00 -4.6947e+00 -2.6931e+00 +1.9525e+00 -3.9565e-01 +1.8694e+00 +4.4687e+00
