% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
42 +3.992508691e+01 +3.992508691e+01 +7.984508691e+01 +7.984508691e+01 +1.7694e+00 +3.8611e+00 +4.4445e-01 +4.2659e-01 -3.2214e+00 -8.0724e-01 -1.2949e+00 -1.3087e+00 -1.4750e+00 +6.9822e-01 -8.1633e-01 +4.1737e+00 +4.7246e-01 -3.5631e+00 +3.7472e-01 -7.1377e-01 -1.6098e+00 +6.8508e-01 -2.1725e+00 +1.0108e+00
63 +3.106937809e+01 +3.106937809e+01 +7.098937809e+01 +7.098937809e+01 +2.3678e+00 +2.6909e+00 +2.1707e+00 -8.3720e-02 -2.3802e+00 -6.8806e-02 +9.1946e-01 -8.4238e-01 +3.7978e+00 +3.5701e-01 -1.4876e+00 +3.9904e-01 -5.1316e-01 -1.0174e+00 +2.9060e+00 -1.6393e+00 -2.3884e+00 -2.5332e+00 -1.9593e+00 +2.5147e+00
105 +2.292275707e+01 +2.292275707e+01 +6.284275707e+01 +6.284275707e+01 +3.4089e-01 +3.1036e+00 +2.5874e+00 -4.3523e-01 -2.2303e+00 -7.5536e-01 +6.6228e-01 -1.6064e+00 +3.4829e+00 +1.2992e+00 -2.1675e-01 +7.3020e-01 +2.1760e-01 +6.8402e-01 +2.4898e+00 -8.3642e-01 -2.1128e+00 +1.0176e+00 -1.8980e+00 +4.4055e-01
246 +1.584191091e+01 +1.584191091e+01 +5.576191091e+01 +5.576191091e+01 +2.1329e+00 +2.9426e+00 +2.6975e+00 -2.4530e-01 -3.0707e+00 -5.8398e-01 +5.8376e-01 -1.4302e+00 +3.4246e+00 +1.2163e+00 -4.1650e-01 +8.6302e-01 +2.6919e-01 +9.7677e-02 +2.1739e+00 -7.8871e-01 -2.0582e+00 +2.9936e-01 -1.7505e-01 +6.9633e-01
% function evaluation | noise-free fitness - Fopt (-5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.051699338e+02 +2.051699338e+02 +1.485599338e+02 +1.485599338e+02 -2.8098e+00 -3.3441e+00 +1.4054e-01 +2.0033e+00 -3.1866e+00 +4.7057e+00 -2.7441e+00 +4.0069e+00 +3.7544e+00 +1.1901e+00 +3.9688e+00 +1.3581e+00 -2.4964e+00 +4.8546e+00 -1.2605e+00 +4.4375e+00 -2.8531e+00 -4.4443e+00 -1.1094e+00 +1.6136e+00
3 +1.546945857e+02 +1.546945857e+02 +9.808458571e+01 +9.808458571e+01 +1.4080e+00 -4.1248e+00 +4.5327e+00 -2.5280e+00 +3.4984e+00 +1.6971e+00 -4.4469e+00 -1.6813e+00 +3.0468e+00 -2.6058e+00 -3.0717e+00 +3.3901e+00 +4.1804e+00 -5.9471e-01 -4.2182e+00 +1.2986e+00 -3.5894e-01 -2.1012e+00 +2.5077e-01 -3.1964e-01
5 +8.142872210e+01 +8.142872210e+01 +2.481872210e+01 +2.481872210e+01 +2.1413e+00 -1.2701e+00 +3.1562e+00 -2.3880e+00 +3.7185e+00 +3.3032e+00 +3.9128e+00 -4.2013e+00 -2.8360e+00 +3.1731e+00 +1.1928e+00 -5.3212e-01 +6.3675e-01 -9.4282e-01 -2.5993e-01 -3.7133e+00 -3.1979e+00 +3.7220e+00 -1.1316e+00 -3.4179e+00
19 +6.255792485e+01 +6.255792485e+01 +5.947924847e+00 +5.947924847e+00 -4.0588e+00 +4.0011e+00 +3.9169e+00 +3.4575e-01 -4.2757e+00 -2.5111e+00 +4.2289e+00 -1.3509e+00 -2.0894e+00 -3.0140e-01 -1.5716e+00 -1.7322e+00 -1.5694e+00 +2.6575e+00 -4.1566e+00 +4.5488e-01 +7.0621e-01 +3.9841e+00 +2.5115e+00 +2.3528e+00
51 +3.042880729e+01 +3.042880729e+01 -2.618119271e+01 -2.618119271e+01 -1.0206e+00 -7.3572e-01 +2.4134e+00 -2.3262e+00 +3.2850e-01 -3.2474e+00 -5.7302e-01 -2.7925e+00 -3.9916e-01 +1.9629e+00 +3.9468e-01 -1.0944e+00 +4.9082e+00 -3.9345e+00 -4.2369e-01 -4.5766e-02 +1.0021e+00 +1.9590e+00 -5.4012e-01 +7.4652e-01
111 +2.491688625e+01 +2.491688625e+01 -3.169311375e+01 -3.169311375e+01 -4.1855e+00 +4.3455e+00 +2.3621e+00 +6.1486e-01 -2.0793e+00 +6.0473e-01 +8.4458e-01 +2.5022e+00 -1.9907e-01 +3.9334e+00 -4.1127e+00 -2.1272e+00 +2.3832e+00 -1.7211e+00 -4.1130e-01 +3.2313e+00 +1.8480e+00 +4.3415e+00 -2.7336e+00 +2.3754e+00
% function evaluation | noise-free fitness - Fopt (7.833000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.924371039e+02 +1.924371039e+02 +2.707671039e+02 +2.707671039e+02 +2.0832e+00 +2.3458e+00 -4.8599e+00 +3.7646e+00 -1.1671e+00 -3.1951e+00 +1.5182e+00 +4.0518e+00 -4.8110e+00 -2.1688e+00 +4.2665e+00 -1.8970e+00 +3.2160e+00 +4.5399e+00 +3.3711e+00 +2.3950e+00 +9.0928e-01 +1.6282e+00 +1.6887e+00 -2.6409e+00
3 +9.639628850e+01 +9.639628850e+01 +1.747262885e+02 +1.747262885e+02 +1.7178e+00 -7.4119e-01 +2.4115e+00 -2.2112e+00 -3.6031e+00 -2.2478e-01 -4.7972e+00 -3.5310e+00 -1.2131e+00 -3.8466e-01 +3.7112e-01 -1.7594e+00 +3.1741e+00 -2.5549e+00 -4.3885e-01 -9.6512e-01 +4.5044e+00 +1.2151e+00 +4.5214e+00 +4.8454e+00
26 +5.413112246e+01 +5.413112246e+01 +1.324611225e+02 +1.324611225e+02 +4.3561e+00 +5.5351e-01 -4.0435e+00 -3.4220e+00 +2.8750e+00 +2.9720e+00 -3.0563e+00 -4.0558e-01 -6.5932e-02 -3.0783e+00 +1.2825e+00 +2.5900e+00 -2.9975e+00 +4.1392e+00 -1.7584e+00 +4.7527e+00 +4.2468e+00 +3.7880e-01 +2.0258e+00 +4.9859e+00
84 +3.608870853e+01 +3.608870853e+01 +1.144187085e+02 +1.144187085e+02 +1.8695e+00 +1.0214e+00 -1.3790e+00 -1.7016e+00 +2.9884e+00 +1.5194e+00 +2.8455e-01 -1.2480e+00 +6.0694e-01 -1.9069e+00 -5.7536e-01 -5.7429e-01 -2.9765e+00 +3.0440e-01 -1.0572e+00 +4.6110e+00 +1.6314e+00 +7.1852e-02 +1.7248e+00 +2.2554e+00
138 +2.478914322e+01 +2.478914322e+01 +1.031191432e+02 +1.031191432e+02 +2.2916e+00 +7.9348e-01 -2.3025e+00 -3.1612e+00 +2.9037e+00 +2.4557e+00 -1.2473e+00 -1.3981e+00 +2.3929e-01 -3.7919e+00 -7.7465e-01 -6.6353e-01 -2.3567e+00 +3.5387e+00 -1.9444e+00 +1.6227e+00 +8.0767e-02 +5.2201e-01 +2.9725e+00 +4.8753e+00
161 +1.487124928e+01 +1.487124928e+01 +9.320124928e+01 +9.320124928e+01 +2.5763e+00 +1.0560e+00 -8.8846e-01 -7.5890e-01 +2.9755e+00 +2.4056e+00 -1.2610e+00 -1.3610e+00 +7.3099e-01 -3.4869e+00 -2.0723e-01 +6.7936e-01 -2.9736e+00 +2.7393e+00 -1.4811e+00 +1.9969e+00 +5.6208e-01 -6.7809e-04 +2.2843e+00 +2.6846e+00
% function evaluation | noise-free fitness - Fopt (1.599300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.697199836e+02 +1.697199836e+02 +3.296499836e+02 +3.296499836e+02 +2.0458e+00 +1.5680e+00 -4.7395e+00 +4.3000e+00 -1.4422e-01 -8.3289e-01 +1.2976e+00 +7.5967e-01 -3.9124e+00 +1.6587e+00 +1.6419e-01 +2.9023e-01 -4.7154e+00 +2.2101e-01 -2.9347e+00 -2.9383e+00 +1.8870e+00 -1.3807e+00 -9.9334e-01 -3.5435e+00
3 +1.163650953e+02 +1.163650953e+02 +2.762950953e+02 +2.762950953e+02 -1.8416e+00 +1.2299e+00 -3.2327e-01 -4.5368e+00 -3.6195e+00 +2.4680e+00 +3.3269e+00 +2.1182e-01 +4.0847e+00 -3.0281e+00 +1.1779e+00 +1.3410e+00 +2.7291e+00 -1.9811e+00 -2.2795e+00 +4.9845e-01 +2.1726e+00 +4.8318e+00 +2.2147e+00 +4.4442e+00
6 +6.503856522e+01 +6.503856522e+01 +2.249685652e+02 +2.249685652e+02 -1.7519e+00 -1.0178e+00 -4.9685e+00 -4.0480e+00 -5.4649e-02 -1.3417e+00 -6.1871e-01 -2.2676e+00 +7.2153e-01 -1.5161e+00 -1.0661e+00 -4.5829e+00 -2.4123e-01 -1.3229e+00 +3.6429e+00 +3.0975e+00 +1.1779e+00 -1.8558e+00 -2.4853e+00 -8.3338e-01
48 +6.209849877e+01 +6.209849877e+01 +2.220284988e+02 +2.220284988e+02 +2.1732e+00 -1.0648e+00 -1.7179e+00 -4.8146e-01 +2.0267e+00 +8.1377e-01 -9.0269e-01 -1.9329e+00 -1.7803e+00 +3.7355e-01 -1.1073e+00 -1.1876e+00 +2.5928e+00 +2.0929e+00 +3.4618e+00 +3.1309e+00 -2.7754e+00 -2.0723e+00 -8.1456e-01 -8.3008e-01
109 +3.855300262e+01 +3.855300262e+01 +1.984830026e+02 +1.984830026e+02 -1.0132e+00 -1.0193e+00 -2.1909e+00 -3.0052e+00 -5.3240e-02 +6.3739e-01 +2.3452e+00 -9.4094e-01 +1.6151e+00 -1.1987e+00 +1.1752e+00 -3.1733e+00 -4.1665e-01 -8.9693e-01 +3.8590e+00 +3.5094e+00 +1.0545e+00 -2.1758e+00 +1.4559e+00 -2.1612e+00
225 +2.477068644e+01 +2.477068644e+01 +1.847006864e+02 +1.847006864e+02 -5.7614e-01 -8.3093e-01 -9.3263e-01 -1.7234e+00 +8.0062e-01 -1.0601e+00 +2.7649e+00 -2.1101e-01 +2.0374e+00 -1.4110e+00 +7.1334e-01 +1.5822e-01 -9.1656e-01 +5.5987e-01 +3.6133e+00 +1.6215e+00 +2.8451e+00 -2.4924e+00 +2.1403e+00 -1.5418e+00
% function evaluation | noise-free fitness - Fopt (-2.463500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.382171123e+02 +1.382171123e+02 -1.081328877e+02 -1.081328877e+02 -4.8292e+00 -1.9534e-01 +9.3401e-01 -4.5212e+00 -1.7052e+00 -1.4150e+00 -1.7757e+00 +1.9858e+00 -2.5771e+00 +9.1461e-01 -4.0524e+00 +4.4657e+00 -2.9020e+00 -4.1820e+00 +4.8962e+00 -2.5278e+00 -1.9681e+00 -4.5791e+00 -3.5065e+00 -2.9208e+00
15 +7.201844181e+01 +7.201844181e+01 -1.743315582e+02 -1.743315582e+02 +2.9770e+00 +6.7108e-01 -3.6683e-01 -4.8328e+00 +3.6015e+00 -2.5070e+00 +1.8964e+00 -5.2779e-01 +8.7086e-01 +7.1324e-01 -3.2094e+00 +2.6628e+00 +2.0548e+00 -2.4280e+00 -2.6634e-01 +2.7304e+00 -6.0551e-01 +1.3513e+00 +4.3091e+00 +5.7224e-01
17 +5.008728152e+01 +5.008728152e+01 -1.962627185e+02 -1.962627185e+02 -2.5034e+00 +3.9181e+00 -4.6739e+00 -5.2653e-01 -3.6162e+00 +3.9144e+00 +3.3722e+00 -8.5472e-02 -3.6395e+00 +2.3225e+00 -1.5702e+00 -4.8937e+00 -1.8761e+00 +2.9883e+00 -1.8913e+00 -9.1689e-01 +1.7865e+00 -1.9458e+00 +4.8361e+00 -4.0079e-01
22 +3.817833584e+01 +3.817833584e+01 -2.081716642e+02 -2.081716642e+02 +1.0022e+00 -3.1017e-01 +1.8494e+00 -3.6826e+00 -2.4862e+00 +4.0197e+00 +2.7761e+00 +1.3947e+00 +1.8046e+00 +5.1741e-01 -2.7888e+00 +1.1715e+00 +2.7650e+00 +2.1219e+00 -3.0442e+00 -4.4675e+00 +2.8943e+00 +3.6870e+00 +4.4556e+00 +5.6225e-01
52 +2.178587262e+01 +2.178587262e+01 -2.245641274e+02 -2.245641274e+02 +3.7642e+00 +4.0502e+00 +3.5019e-01 -3.4616e+00 -2.5260e+00 +3.6937e+00 +1.7984e+00 +6.0986e-01 +3.1718e+00 +6.5446e-01 -2.6645e+00 +5.2833e-01 +6.5851e-01 +3.7205e+00 -1.6677e+00 -4.0451e+00 +1.5208e+00 -4.7652e-01 +4.4716e+00 +1.8741e+00
123 +1.317644188e+01 +1.317644188e+01 -2.331735581e+02 -2.331735581e+02 +1.8859e+00 +1.9154e-01 -1.1095e+00 -3.4704e+00 -2.4795e+00 +4.1971e+00 +2.0542e+00 +1.0363e+00 +1.8817e+00 -1.6164e+00 -2.6967e+00 +6.9487e-01 +2.1621e+00 +1.8130e+00 -1.6342e+00 +1.0660e+00 -1.9811e-01 +1.8362e+00 +4.2039e+00 -1.2985e-02
% function evaluation | noise-free fitness - Fopt (-1.880000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.306810809e+02 +2.306810809e+02 +2.118810809e+02 +2.118810809e+02 -3.4874e+00 -2.0697e-02 -1.9561e+00 -3.7743e+00 -4.7208e+00 +2.2483e+00 -4.9642e+00 +4.0371e+00 +4.1220e+00 -4.2542e+00 +3.9258e+00 +3.2773e+00 +3.9911e+00 -1.7630e+00 -4.1759e+00 +4.9319e+00 -4.1856e+00 +2.5043e+00 -3.5324e+00 +2.0389e+00
2 +8.295688242e+01 +8.295688242e+01 +6.415688242e+01 +6.415688242e+01 -1.4575e+00 -4.2163e+00 -7.4484e-01 +9.8497e-01 +1.5075e+00 +3.7263e-01 +3.1351e+00 +3.4215e+00 -1.3784e+00 -1.4573e+00 +2.7699e+00 +1.6297e+00 +1.3295e+00 -9.7650e-01 +2.2266e+00 +1.5955e+00 +1.9535e-01 -3.1198e-02 -1.6213e-01 -2.1557e+00
11 +6.234032251e+01 +6.234032251e+01 +4.354032251e+01 +4.354032251e+01 +6.8652e-01 +3.0628e+00 -1.3213e+00 +7.8012e-01 -4.5655e+00 -4.4755e+00 +2.0772e-01 -1.6339e+00 -1.3625e+00 -4.2696e+00 -1.1875e+00 +2.2777e+00 -2.9758e+00 -1.9250e+00 -1.6163e+00 +4.4050e+00 +4.4587e+00 +4.2658e+00 +1.0149e+00 -1.1666e+00
32 +3.575395559e+01 +3.575395559e+01 +1.695395559e+01 +1.695395559e+01 +4.2358e+00 -2.3078e+00 -4.3467e+00 +1.8990e-01 +3.6804e-01 -4.4914e+00 -8.3463e-01 +2.7761e+00 -4.1742e+00 +4.8774e-01 +4.5178e+00 -3.8749e+00 -1.8491e+00 -3.9758e+00 +3.9367e+00 -2.4120e+00 +2.9123e+00 +4.3667e-01 +3.6324e+00 +1.8050e+00
62 +2.003312378e+01 +2.003312378e+01 +1.233123776e+00 +1.233123776e+00 -2.0625e+00 -2.1602e+00 -2.0182e+00 -2.1413e+00 -1.2580e+00 -2.6682e+00 -3.4455e+00 +1.7952e+00 -2.6424e+00 -6.7102e-01 -2.0233e+00 -1.2264e+00 -2.9454e+00 -4.0291e+00 +3.9333e+00 -1.7692e+00 +4.1610e+00 +1.3092e-01 +1.9904e+00 +1.8730e-02
113 +1.564071404e+01 +1.564071404e+01 -3.159285957e+00 -3.159285957e+00 -2.6667e+00 -2.8890e+00 +9.0846e-01 -7.6971e-01 -3.5161e-01 -2.7701e+00 -8.9030e-01 +2.0052e+00 -2.7896e+00 -6.8174e-01 +2.2802e-01 -2.5521e+00 -3.0386e+00 -3.5437e+00 +3.5994e+00 -1.7407e+00 +4.2334e+00 -7.2834e-01 +2.1267e+00 -1.8805e-01
% function evaluation | noise-free fitness - Fopt (2.957000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.080872078e+02 +1.080872078e+02 +1.376572078e+02 +1.376572078e+02 +3.0295e+00 +1.1620e+00 +3.8515e+00 -4.3659e+00 -5.5226e-01 -4.5358e+00 +4.3332e+00 -2.7773e+00 +3.9271e+00 +1.3349e+00 -1.6199e+00 +2.2753e+00 -5.4064e-01 -3.4149e-02 -4.5403e+00 -4.6565e-01 -3.0779e+00 -2.4819e+00 -4.1686e+00 +6.3490e-01
14 +9.228088789e+01 +9.228088789e+01 +1.218508879e+02 +1.218508879e+02 -8.4648e-02 -2.7891e-01 -2.5294e+00 -2.6117e+00 -3.0335e+00 -3.7100e+00 +1.9454e+00 -3.2276e+00 +2.6915e+00 -1.3656e+00 -3.8255e+00 -3.6398e+00 +2.9467e+00 -4.4502e+00 +2.4243e-01 +1.5281e+00 +8.0697e-02 +3.8934e+00 +4.2076e+00 -6.6226e-01
41 +3.079305582e+01 +3.079305582e+01 +6.036305582e+01 +6.036305582e+01 +1.3663e+00 +1.2178e+00 +1.8394e+00 -2.4851e+00 -5.5722e-01 -4.4760e+00 -2.4874e-01 -5.6467e-01 +3.6272e+00 +8.0767e-01 +1.2482e+00 +1.8487e+00 -2.6301e-01 -1.6094e+00 +3.6784e+00 -1.4283e+00 -3.1729e+00 -2.4538e+00 -4.1673e+00 -3.2758e+00
106 +2.443594591e+01 +2.443594591e+01 +5.400594591e+01 +5.400594591e+01 +5.3638e-01 +1.5917e+00 +1.8329e+00 -1.8528e+00 -9.0882e-01 -2.6603e+00 -1.2363e+00 -2.2190e-01 +3.1290e+00 +7.9627e-01 +1.9289e+00 +1.7331e+00 -1.7461e-01 -6.9306e-01 +3.7303e+00 -1.5226e+00 -2.0918e+00 -2.4201e+00 -3.4191e+00 -2.9078e+00
% function evaluation | noise-free fitness - Fopt (-5.425800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.283594115e+02 +1.283594115e+02 -4.142205885e+02 -4.142205885e+02 -1.2081e+00 -3.3784e+00 +2.4103e+00 -1.6976e+00 +4.7336e+00 -1.0510e+00 -4.8250e+00 -2.2191e+00 +4.3379e-02 -1.7725e+00 +1.4538e+00 -2.5286e+00 +4.8354e+00 +8.4214e-01 -1.5606e+00 +3.7066e+00 -4.6541e+00 -3.5551e+00 -2.2255e-02 -1.0120e+00
7 +4.970542087e+01 +4.970542087e+01 -4.928745791e+02 -4.928745791e+02 -5.5462e-01 -2.3491e+00 +2.6124e+00 -2.1931e-01 +2.3982e+00 -1.9054e+00 +2.0167e-01 -7.3008e-01 -1.1450e+00 +1.8585e+00 +4.4812e+00 +3.1756e+00 -3.7989e+00 -3.5301e+00 -1.6634e+00 -3.4864e+00 +9.2065e-01 -2.4718e+00 +3.8754e+00 +2.6176e+00
49 +1.958220648e+01 +1.958220648e+01 -5.229977935e+02 -5.229977935e+02 +6.2655e-01 -7.2791e-01 +3.1576e+00 -1.6600e+00 +2.2751e+00 +2.5229e+00 +1.6759e+00 -2.4537e+00 +8.5122e-01 +1.5394e+00 +4.2870e+00 +3.1470e+00 -9.6702e-01 -1.3567e+00 -1.6326e+00 +4.5590e-01 +6.0485e-01 -3.0419e+00 +4.1043e-01 -2.0639e+00
90 +1.259910638e+01 +1.259910638e+01 -5.299808936e+02 -5.299808936e+02 -1.7459e-01 -6.3023e-01 +3.1608e-01 -1.4423e+00 +2.3589e+00 -5.6103e-01 +1.4096e+00 -2.2897e+00 +4.5422e-01 +2.8189e+00 +3.6689e+00 +3.2067e+00 -1.3983e+00 -1.6732e+00 +5.6647e-01 -1.8458e+00 -7.4778e-02 -2.8492e+00 -1.3668e+00 +1.0347e+00
183 +8.966021593e+00 +8.966021593e+00 -5.336139784e+02 -5.336139784e+02 -1.2318e-01 -7.4041e-01 +2.2530e+00 -1.3907e+00 +2.2049e+00 -1.5473e+00 +1.4155e+00 -2.1797e+00 +4.4646e-01 +3.0464e+00 +3.7751e+00 +3.1925e+00 -1.5952e+00 -2.0786e+00 +5.4189e-01 -1.5955e+00 +9.1797e-01 -2.9227e+00 -1.3157e+00 -1.4236e+00
% function evaluation | noise-free fitness - Fopt (-1.658600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
