% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
63 +2.488431101e+02 +2.488431101e+02 +3.136331101e+02 +3.136331101e+02 +1.1304e+00 -1.6213e+00 +1.2338e+00 +9.8254e-01 +2.3653e+00 -1.9482e+00 -2.4143e+00 -8.5649e-01 -1.1643e+00 +1.4329e+00 +3.5471e+00 -2.8340e-02 +8.5050e-01 +4.0409e+00 -2.6672e+00 +3.3596e+00 +2.2539e+00 +5.1006e-01 +2.1627e-01 -1.4958e+00
% function evaluation | noise-free fitness - Fopt (1.465000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.263594931e+03 +4.263594931e+03 +4.278244931e+03 +4.278244931e+03 -4.6659e+00 +2.5295e+00 +1.2177e+00 -7.3648e-01 -1.2802e+00 -4.8415e+00 +8.4824e-01 -1.4988e+00 +3.4935e+00 +4.5686e+00 -8.4516e-01 -2.3549e+00 +1.0886e+00 +4.0341e+00 -1.1625e+00 -7.4125e-01 -3.2616e+00 -3.3686e-01 -4.4068e+00 +4.8193e+00
2 +3.385312324e+03 +3.385312324e+03 +3.399962324e+03 +3.399962324e+03 +2.6796e+00 +3.2918e+00 -1.0001e+00 +3.6841e+00 +3.2897e+00 +3.4318e+00 +1.1847e+00 -2.0205e+00 -3.6505e+00 -1.7987e+00 +3.3229e+00 -2.0976e+00 +3.8582e+00 +2.8847e+00 -2.5044e+00 -2.0259e+00 -5.5228e-01 +2.7185e+00 +1.9576e+00 +4.8123e+00
5 +1.572995591e+03 +1.572995591e+03 +1.587645591e+03 +1.587645591e+03 -3.2182e+00 -3.8629e+00 -1.7512e-01 +2.3532e-01 +4.9141e+00 -4.9025e+00 +4.9118e+00 +2.3492e-01 -2.7558e+00 -4.3540e-01 +3.0056e+00 -4.3767e+00 +3.2608e-01 +6.8568e-01 +4.9977e+00 +1.5558e-01 +1.5872e+00 -1.0621e+00 -2.4907e+00 +1.2986e+00
24 +9.875561360e+02 +9.875561360e+02 +1.002206136e+03 +1.002206136e+03 -6.8773e-01 -4.7155e+00 +8.9963e-01 +1.3538e+00 -2.6468e+00 +2.0223e+00 -3.3251e+00 +2.8668e+00 -1.1059e+00 -3.6013e+00 +3.5335e+00 -4.1530e+00 -2.3380e+00 +3.1591e+00 +2.6384e+00 -3.7231e+00 +3.3989e+00 -5.9699e-01 -7.6211e-02 +1.6165e+00
50 +5.782589909e+02 +5.782589909e+02 +5.929089909e+02 +5.929089909e+02 +2.7475e+00 -1.1018e+00 +1.1042e+00 +1.9064e+00 +2.7347e-01 +7.7249e-01 -2.5514e+00 -1.0050e+00 -1.1673e+00 -1.1630e+00 +3.5103e+00 -2.0693e+00 -1.6983e+00 +2.9624e-01 +2.4360e+00 -3.7213e+00 +6.8836e-01 +3.5003e-01 +9.9812e-01 +8.8392e-01
125 +3.811382127e+02 +3.811382127e+02 +3.957882127e+02 +3.957882127e+02 +6.3919e-01 -3.8425e+00 +1.7159e+00 -4.8795e-01 +7.4732e-01 +2.5730e+00 -3.6830e+00 +7.1881e-01 -7.6385e-01 -2.4447e+00 -7.0335e-01 -2.1828e+00 -2.4903e+00 -2.8181e+00 +2.0638e+00 -2.4598e+00 +2.8038e+00 +1.7494e+00 -1.4805e+00 +1.3011e+00
% function evaluation | noise-free fitness - Fopt (-4.268100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.036553110e+03 +4.036553110e+03 +3.609743110e+03 +3.609743110e+03 -2.0315e+00 -4.4420e+00 +4.3663e+00 -5.8277e-01 -4.5155e+00 +3.0086e+00 -4.6740e-01 +3.8631e+00 -4.0039e+00 +2.4283e+00 +2.4409e+00 -2.5312e+00 +1.2649e+00 +1.2258e+00 -1.5048e+00 +4.0099e+00 -4.8725e+00 -4.2811e+00 +4.1852e+00 -1.6006e+00
2 +2.301476804e+03 +2.301476804e+03 +1.874666804e+03 +1.874666804e+03 -3.1315e-01 -4.9375e+00 -3.3332e+00 -1.6068e+00 -9.1190e-01 -3.7958e+00 -1.1798e-01 +1.4994e+00 +8.7357e-02 -3.0600e+00 -2.6539e-01 -2.2661e+00 -3.0981e+00 +1.8607e-01 -3.2108e+00 +3.2410e+00 +4.9963e+00 +8.7051e-01 +3.3277e+00 +8.6168e-01
4 +1.580068486e+03 +1.580068486e+03 +1.153258486e+03 +1.153258486e+03 -4.9075e+00 -2.7498e+00 -2.7205e+00 -1.4921e+00 +1.0593e+00 -1.7052e+00 +2.4924e+00 +2.3491e+00 +2.0270e+00 -2.7457e-01 +6.7622e-01 -1.4594e+00 -1.7573e+00 +7.2597e-01 +1.1253e+00 -5.6834e-01 +3.6449e+00 +2.2997e+00 -1.4873e+00 +4.3570e-01
6 +6.647604269e+02 +6.647604269e+02 +2.379504269e+02 +2.379504269e+02 -1.7710e+00 +7.0908e-02 +9.0893e-01 -3.6529e-01 +3.9226e+00 +3.7056e+00 +8.3649e-01 -3.9767e+00 -1.1593e+00 -1.7734e+00 -1.4927e+00 +4.0854e+00 -1.2013e+00 +7.7313e-01 -2.1234e+00 +2.9776e-01 -6.8976e-01 -9.3668e-01 +1.1077e+00 +3.3600e+00
51 +5.810303116e+02 +5.810303116e+02 +1.542203116e+02 +1.542203116e+02 -1.7861e+00 +1.7876e+00 +5.9932e-01 -1.4552e+00 +1.7171e+00 +3.5641e+00 +2.8442e-02 +2.1588e+00 -9.3535e-01 -2.5052e+00 -1.4780e+00 +7.6815e-01 +1.0424e-02 +3.2155e+00 -9.3998e-01 +8.9067e-02 +8.3654e-01 -8.0297e-01 +2.3194e+00 +3.4732e+00
103 +3.901801849e+02 +3.901801849e+02 -3.662981510e+01 -3.662981510e+01 -1.3927e+00 +1.7341e+00 +2.6506e+00 -1.2534e+00 +2.1329e+00 +2.9687e+00 +1.3157e+00 -1.6990e+00 -9.0205e-01 -1.9119e+00 -1.1460e+00 +9.5268e-01 +2.0779e-03 +2.0802e+00 -1.3507e+00 +5.2801e-01 +6.2140e-01 +5.8154e-01 +2.0358e+00 +3.2422e+00
104 +1.957574794e+02 +1.957574794e+02 -2.310525206e+02 -2.310525206e+02 -1.7436e+00 -4.4673e-01 -7.5127e-01 -7.9925e-01 +2.0526e+00 +3.3794e+00 +1.7017e-01 +4.0262e-02 -1.6682e+00 +1.2244e+00 -1.4500e+00 +6.6214e-01 +4.5424e-01 +1.9811e+00 -5.7990e-01 +7.7504e-01 +2.8788e-01 -2.8703e-01 +1.3072e+00 +3.4859e+00
162 +1.572834027e+02 +1.572834027e+02 -2.695265973e+02 -2.695265973e+02 -1.7476e+00 +1.4538e+00 -2.8592e-01 -1.1223e+00 +2.0326e+00 +3.3913e+00 +1.6733e-01 +4.3998e-01 -1.3832e+00 +1.2235e+00 -1.4540e+00 +6.8441e-01 +1.3246e-01 +2.0012e+00 -7.4627e-01 +6.9142e-01 +2.8883e-01 -5.2108e-01 +1.3151e+00 +3.4859e+00
% function evaluation | noise-free fitness - Fopt (1.021000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.527184002e+03 +1.527184002e+03 +1.537394002e+03 +1.537394002e+03 +1.0664e+00 +1.5595e+00 +2.8872e+00 -1.3773e+00 +3.4729e+00 +3.4106e-01 -2.1154e+00 +3.1312e+00 +2.4279e+00 +2.2479e+00 -3.7945e-01 -1.0209e+00 +3.0517e+00 -2.8000e+00 -3.5720e+00 -1.4146e+00 +3.6986e+00 +3.6987e+00 +2.8949e+00 +6.2918e-01
26 +9.155155038e+02 +9.155155038e+02 +9.257255038e+02 +9.257255038e+02 +3.5391e+00 +2.6971e+00 +1.9884e+00 +6.1548e-01 -3.8288e+00 -2.0028e+00 +2.9850e+00 -1.6717e+00 -2.1938e+00 -1.9824e+00 +4.7400e+00 -1.8159e+00 +8.3669e-01 -3.8138e+00 +4.4387e-01 +1.3022e+00 +2.9144e+00 +3.7067e+00 -3.6063e+00 -6.5100e-01
36 +6.181376542e+02 +6.181376542e+02 +6.283476542e+02 +6.283476542e+02 -1.2943e+00 -3.6100e+00 -4.5532e-01 -1.8236e-01 -5.0328e-01 +2.3056e+00 +9.8006e-01 -5.5642e-01 -9.0512e-01 -2.0472e+00 +1.7775e-01 +3.1424e+00 +3.7878e+00 -2.0024e-01 -1.1096e-01 -1.8974e+00 -4.8840e-01 -3.7564e+00 +1.3256e+00 -3.2034e-01
100 +3.874658614e+02 +3.874658614e+02 +3.976758614e+02 +3.976758614e+02 +1.2529e+00 -7.8758e-01 +6.2804e-01 -2.0399e+00 -2.8795e+00 -6.5209e-01 +1.3906e+00 -1.5243e+00 -1.0992e+00 -2.0530e+00 +8.3221e-02 +2.1590e+00 +1.7993e+00 -4.6978e-01 +3.9798e-02 +1.9766e+00 +1.6445e+00 -8.9605e-01 -1.2926e+00 +7.3353e-02
185 +2.458458579e+02 +2.458458579e+02 +2.560558579e+02 +2.560558579e+02 +1.9180e+00 -8.2199e-01 +1.1275e+00 -1.4218e+00 -2.4298e+00 +7.4145e-01 +2.4919e+00 -1.5768e+00 -1.2888e+00 -2.1553e+00 +1.1090e+00 +2.1973e+00 +2.0106e+00 -1.1649e+00 -3.2242e-01 -4.5771e-01 +1.7163e+00 -1.2494e+00 -9.0045e-01 -3.5682e-02
% function evaluation | noise-free fitness - Fopt (3.906000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.032009741e+03 +2.032009741e+03 +2.071069741e+03 +2.071069741e+03 -2.9777e+00 +3.3327e+00 +9.5306e-01 -4.2239e+00 -3.0055e+00 +4.9472e+00 +2.8522e+00 +2.7025e-01 -2.8385e+00 +2.2482e+00 -4.1769e-01 -1.1827e+00 -1.7097e+00 -4.3746e+00 -1.3983e+00 +4.5603e+00 -3.7938e+00 -3.5565e-02 -4.7680e+00 -1.8245e+00
3 +1.512770894e+03 +1.512770894e+03 +1.551830894e+03 +1.551830894e+03 +3.2172e+00 -1.2064e+00 -1.9894e-01 +2.5931e+00 -4.9617e+00 +9.3692e-01 +2.0626e+00 +3.1402e+00 +1.0771e+00 +1.2264e+00 +1.7756e+00 +4.4768e+00 +1.7941e+00 -2.8162e+00 -1.8995e+00 -4.2125e+00 +3.5564e-01 +1.1736e+00 -1.8206e+00 +2.7240e+00
41 +7.829509289e+02 +7.829509289e+02 +8.220109289e+02 +8.220109289e+02 +3.8987e-01 -5.3640e-01 +2.0623e+00 -1.5453e+00 -3.0247e+00 +2.4056e+00 +2.1767e+00 -7.8813e-02 -3.4135e+00 +2.4271e+00 +1.0787e+00 -1.4227e+00 -9.4865e-01 -3.8705e+00 +7.9303e-01 -2.7396e+00 -2.0935e-01 -3.4309e-01 -4.6855e+00 +1.7987e-01
50 +5.567654645e+02 +5.567654645e+02 +5.958254645e+02 +5.958254645e+02 -1.2430e-01 -7.5763e-01 +3.7969e+00 +2.7458e-01 -3.5232e+00 -1.8424e-01 -6.6999e-01 -3.5968e+00 -1.9284e-01 +8.8952e-01 +1.4444e+00 -1.2845e+00 +1.2809e-01 +3.5076e-01 +2.5472e-01 -3.2219e+00 -3.7109e-01 +1.0241e-01 -1.2022e+00 -2.4518e-02
125 +3.588863652e+02 +3.588863652e+02 +3.979463652e+02 +3.979463652e+02 -8.1297e-01 -1.4440e-01 +1.4338e+00 +1.4594e+00 -2.4471e+00 +2.3431e+00 -9.7001e-01 -2.8073e+00 -1.0761e+00 +3.9267e-01 +1.5963e+00 -1.4691e+00 +9.5452e-01 +1.0364e+00 +1.0261e+00 +2.4786e-01 +3.5831e-01 -2.0754e+00 -4.4494e-01 +2.5028e+00
% function evaluation | noise-free fitness - Fopt (-1.771000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.213945245e+03 +3.213945245e+03 +3.196235245e+03 +3.196235245e+03 -4.4124e+00 +1.2868e+00 -3.9442e+00 +1.1346e+00 +4.5254e+00 +7.2242e-01 +1.5862e+00 -1.1705e+00 -5.9450e-01 +2.1122e+00 +1.4597e+00 -3.8044e+00 +1.1326e+00 -3.3099e+00 -3.7421e+00 +2.7518e+00 +1.9584e+00 +2.8663e+00 +9.9939e-01 +8.1149e-01
3 +1.474138420e+03 +1.474138420e+03 +1.456428420e+03 +1.456428420e+03 -1.4682e+00 +1.8545e-01 -6.7248e-01 -1.3167e+00 -4.2170e+00 -3.2452e-01 +1.0824e+00 -1.2925e+00 -4.3426e-01 +1.9705e+00 +3.0612e+00 -3.5403e+00 +3.5116e+00 +4.6239e+00 -3.5519e+00 +4.4448e+00 +3.4322e+00 -3.0500e+00 -3.2789e+00 +3.4925e+00
6 +8.214296744e+02 +8.214296744e+02 +8.037196744e+02 +8.037196744e+02 +6.7007e-02 +4.6379e+00 -3.2695e+00 -1.8627e-01 +6.9184e-01 -4.8942e+00 -3.3714e+00 +2.2872e+00 +2.8246e+00 -5.1687e-01 -2.0508e+00 -1.2205e+00 +9.2240e-01 +4.7353e-01 -1.0284e+00 +2.1643e+00 +1.2509e+00 +2.9998e+00 -4.7235e+00 -1.8027e+00
73 +5.970481748e+02 +5.970481748e+02 +5.793381748e+02 +5.793381748e+02 +2.4308e+00 +4.6700e+00 -2.8097e+00 +1.4493e+00 -1.1444e+00 +3.5279e+00 -2.1908e+00 +1.2560e+00 -6.2573e-01 -1.7440e+00 +3.5165e+00 -7.8957e-01 +9.9873e-01 +2.1604e+00 +8.9144e-02 +3.7465e-02 +1.0076e+00 +3.0550e+00 -2.5135e+00 -1.8887e+00
139 +3.964484599e+02 +3.964484599e+02 +3.787384599e+02 +3.787384599e+02 -1.4265e+00 +2.3385e+00 -3.9249e+00 +8.2811e-01 -6.6601e-01 -4.1276e+00 -3.0428e+00 +2.1867e+00 +3.0473e+00 -9.8655e-01 -1.0412e+00 +8.3839e-01 +1.9271e+00 -1.8360e+00 -1.3870e-01 -7.9283e-01 +1.7854e+00 +9.9185e-01 -2.3548e+00 -2.6127e-01
% function evaluation | noise-free fitness - Fopt (2.632000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.336331078e+03 +1.336331078e+03 +1.599531078e+03 +1.599531078e+03 -4.5067e+00 +1.8916e+00 -1.9650e+00 -4.8896e+00 +1.1572e-01 -3.3093e-02 +1.2035e+00 -8.3165e-01 +2.7472e+00 +4.0002e+00 +4.3777e-01 -2.6247e+00 +1.9130e+00 -3.8012e-01 -3.6927e+00 +3.9857e+00 +1.3796e+00 +1.9101e+00 +4.9873e+00 -1.4591e+00
48 +7.778777755e+02 +7.778777755e+02 +1.041077775e+03 +1.041077775e+03 -3.8429e+00 -1.6497e+00 +1.0269e-01 +5.4135e-01 -9.1626e-01 -4.8334e-02 +7.8242e-02 -3.0634e+00 -1.0210e+00 +1.9460e+00 +3.7331e+00 +9.4381e-01 -1.3489e+00 -3.7049e+00 -1.6999e+00 +1.2948e-01 +2.6925e+00 +3.7458e+00 +1.6780e+00 -1.2053e+00
61 +5.848357874e+02 +5.848357874e+02 +8.480357874e+02 +8.480357874e+02 -1.5910e+00 +1.9652e+00 +3.2528e+00 +1.4603e+00 +2.8793e+00 -2.3117e-01 +3.5299e-01 -2.5138e+00 -2.5489e-01 +1.8150e+00 -2.8510e+00 -6.6584e-01 -1.9771e+00 +3.4499e+00 -7.0318e-01 -1.2505e-01 +2.1441e+00 +2.2327e+00 +1.2149e+00 +5.7528e-01
% function evaluation | noise-free fitness - Fopt (1.414000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
