% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4 +1.560559603e+05 +1.560559603e+05 +1.561113003e+05 +1.561113003e+05 -2.3073e+00 -1.8075e-01 -4.0202e+00 +2.7632e+00 +1.4537e+00 +4.6739e+00 +1.4607e+00 -1.6867e+00 -5.6502e-01 +3.0684e+00 +3.9021e+00 +1.6183e+00 +2.5889e+00 +1.7515e-01 +1.5947e+00 -8.6724e-01 +4.5818e+00 -9.1394e-01 +6.9778e-01 -1.9940e+00
34 +6.165411793e+04 +6.165411793e+04 +6.170945793e+04 +6.170945793e+04 -3.2838e+00 -7.0197e-01 +1.5520e-01 +2.5413e+00 -2.8697e+00 -1.0219e+00 -1.1733e+00 +2.7655e+00 +1.2815e+00 +3.1687e+00 +4.4314e+00 +5.8076e-01 +8.2065e-01 -1.3101e+00 -8.7568e-01 +1.5398e+00 +2.0682e+00 +2.2984e+00 +1.5871e-01 -1.9276e+00
48 +3.158496640e+04 +3.158496640e+04 +3.164030640e+04 +3.164030640e+04 -1.8718e+00 -5.8961e-01 -3.5022e-01 +2.3296e+00 -2.3915e+00 -2.5360e+00 -1.4616e+00 -2.1160e+00 +1.9266e+00 +1.2306e+00 +3.4954e+00 +8.0534e-01 +1.0176e+00 -1.3353e+00 +9.4999e-01 +1.8977e-01 +2.0877e+00 +2.2816e+00 +1.4489e-01 -2.6273e+00
97 +1.999317319e+04 +1.999317319e+04 +2.004851319e+04 +2.004851319e+04 -3.0063e+00 -2.7229e-01 +1.3445e+00 +6.3790e-01 +4.5129e-02 +6.3998e-01 -1.5082e+00 +6.0336e-01 +1.3738e-01 +2.8599e+00 +3.3325e+00 +4.0292e-01 -1.0779e+00 -9.5740e-01 -9.0170e-01 -3.8359e-01 +1.4120e+00 -1.3895e+00 -2.5306e-01 -1.4822e+00
108 +1.565813726e+04 +1.565813726e+04 +1.571347726e+04 +1.571347726e+04 -2.2074e+00 -8.0935e-01 +1.8139e-01 +1.7248e+00 -2.2042e+00 +1.2044e+00 -2.1729e+00 +6.4177e-02 +6.4986e-01 +1.8592e+00 +4.2619e+00 +4.5909e-01 +8.1046e-01 -1.8119e+00 -1.1744e+00 -9.7934e-02 +1.1737e+00 +1.1169e+00 +2.8776e-01 -7.6004e-01
161 +9.836006025e+03 +9.836006025e+03 +9.891346025e+03 +9.891346025e+03 -1.9457e+00 -5.2591e-01 +2.5031e-01 -1.4804e-02 -2.6524e+00 -5.7349e-01 -1.8492e+00 +1.2015e+00 +1.2561e+00 -1.0809e-01 +3.2045e+00 +3.1830e-01 -9.4184e-01 -2.8444e-01 -2.1290e+00 +3.2438e-02 +6.6442e-01 -1.0795e-01 -5.1251e-01 -2.5815e-02
209 +5.769714895e+03 +5.769714895e+03 +5.825054895e+03 +5.825054895e+03 -1.9589e+00 -5.3130e-01 +1.7285e-01 -4.1404e-03 -2.6507e+00 -3.5386e-01 -1.7715e+00 +4.6834e-01 +1.3139e+00 +3.0953e-01 +3.2467e+00 +3.4398e-01 -1.0459e+00 +1.4905e-01 -7.7714e-01 -5.0764e-01 +7.7958e-01 +2.0431e-01 -4.9818e-01 -2.5397e-01
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.385467288e+05 +3.385467288e+05 +3.384563988e+05 +3.384563988e+05 -4.2303e+00 +3.2563e+00 -8.9696e-01 -1.1332e+00 +1.6261e+00 -7.1341e-01 -6.1205e-01 +4.9686e+00 +8.5401e-01 -4.2713e+00 +5.2139e-01 +4.9334e+00 +2.6296e+00 -1.5909e-02 +3.8144e+00 +9.4060e-01 -1.9572e+00 +1.0291e-01 -6.7602e-01 -4.8644e+00
3 +1.977095296e+05 +1.977095296e+05 +1.976191996e+05 +1.976191996e+05 +3.3796e+00 +2.7276e+00 -1.9980e+00 +1.7410e+00 +7.0122e-01 +2.6100e+00 +8.0584e-01 -2.7039e+00 -4.0602e+00 -1.9025e+00 -1.5744e+00 +4.7999e+00 -2.2385e+00 -1.1670e+00 +1.8430e+00 -1.4595e+00 -4.3919e+00 +1.6422e+00 -7.2816e-01 -4.1557e+00
27 +7.630457453e+04 +7.630457453e+04 +7.621424453e+04 +7.621424453e+04 -1.8939e+00 -6.7816e-01 -4.9938e+00 +5.1295e-02 -3.1314e+00 -1.0419e+00 -3.6793e+00 +2.3217e+00 -2.2007e+00 -5.3288e-01 -3.6685e+00 -2.5581e+00 +4.1182e+00 -7.5574e-01 -2.6994e+00 +9.8571e-01 -3.6035e+00 -2.7564e+00 +8.7979e-01 +1.5414e+00
43 +5.438870702e+04 +5.438870702e+04 +5.429837702e+04 +5.429837702e+04 -1.9957e-01 +1.3980e+00 -3.3695e+00 +5.2485e-01 -1.6558e+00 -9.4937e-01 -4.4323e-01 +3.0773e-01 -2.3815e+00 -9.9468e-01 -2.2347e+00 -1.0918e+00 -1.8053e+00 -9.4974e-01 -1.7804e+00 -3.8539e-02 -3.9754e+00 -2.5074e+00 -4.5144e-01 -2.8310e+00
50 +2.725490085e+04 +2.725490085e+04 +2.716457085e+04 +2.716457085e+04 -4.8502e-01 -7.2764e-01 -2.0860e+00 +1.8069e-01 -7.7721e-01 -2.2286e+00 -6.9340e-01 +1.6921e+00 -9.0101e-01 -6.3337e-01 -2.5514e+00 +2.3319e+00 -3.2559e+00 +1.1098e+00 +1.1231e-01 +9.6407e-01 -1.4141e+00 +1.1678e+00 -5.8209e-01 +1.6955e+00
64 +2.285224804e+04 +2.285224804e+04 +2.276191804e+04 +2.276191804e+04 -2.1542e-01 -7.3825e-01 -4.3160e+00 +2.5141e-02 -2.3277e+00 -1.1514e+00 -1.9429e+00 +2.3824e+00 -2.9262e+00 -4.6990e-01 -2.8364e+00 +7.5850e-02 +2.0997e+00 -2.0284e+00 -1.9101e+00 +1.9506e+00 -5.8019e-01 -8.6053e-02 +2.7871e+00 +1.6024e+00
174 +1.560802160e+04 +1.560802160e+04 +1.551769160e+04 +1.551769160e+04 -1.4380e+00 -1.1816e+00 -4.0757e+00 +4.5079e-01 -1.6286e+00 -7.9741e-01 -2.7215e+00 +2.3721e+00 -2.1696e+00 -1.7756e-01 -2.4666e+00 -1.3763e-01 +2.4359e+00 -1.4678e+00 -1.9905e+00 +2.2570e+00 -1.0312e+00 -8.9009e-02 +2.1932e+00 +1.6009e+00
893 +9.933831319e+03 +9.933831319e+03 +9.843501319e+03 +9.843501319e+03 -1.5989e+00 -7.8010e-01 -2.8772e+00 +4.3626e-01 -1.1692e+00 -1.2430e+00 -2.0696e+00 +2.3492e+00 -1.9950e+00 -2.0616e-01 -2.2256e+00 -3.9132e-01 +1.8708e+00 -1.4161e+00 -1.9661e+00 +1.6703e+00 -7.1610e-01 -2.1611e-01 +1.7282e+00 +1.2927e+00
% function evaluation | noise-free fitness - Fopt (6.561000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.654220116e+05 +1.654220116e+05 +1.654876216e+05 +1.654876216e+05 +2.1719e+00 +1.1452e+00 +1.2191e+00 -7.4127e-01 +2.2337e+00 +7.8045e-02 -3.0665e+00 -4.4699e+00 +4.8796e+00 +2.1612e+00 +1.8539e-01 +1.1594e+00 +2.7376e+00 +1.5140e+00 +2.9044e+00 -3.1596e+00 +1.1001e+00 +2.6957e+00 -9.7518e-01 -2.8142e+00
25 +1.412947231e+05 +1.412947231e+05 +1.413603331e+05 +1.413603331e+05 +9.8284e-01 +4.6661e+00 +9.2206e-01 +3.8774e+00 -9.3761e-01 -1.6060e-02 -6.2755e-02 +2.2864e-01 +2.0088e-01 +2.8331e+00 +7.6627e-01 +1.8857e+00 -4.6325e+00 +1.6246e+00 -1.2961e+00 -4.5085e-01 +1.7894e-01 +3.3602e+00 +4.9342e-01 -4.9430e+00
44 +9.765485893e+04 +9.765485893e+04 +9.772046893e+04 +9.772046893e+04 -3.5909e+00 +2.2279e-02 -3.2890e+00 +2.7394e+00 -9.3900e-02 -2.9891e+00 -4.5345e-01 +2.7861e-02 -2.9073e+00 -2.2082e+00 -5.8894e-03 -2.1376e-01 +9.0589e-01 +1.9951e+00 -1.2435e+00 -2.2084e+00 -3.8717e+00 -3.6629e+00 -1.2816e+00 -1.1597e+00
45 +3.263231529e+04 +3.263231529e+04 +3.269792529e+04 +3.269792529e+04 -3.1878e+00 -1.5969e+00 -3.5813e+00 +1.5033e+00 -1.2757e-01 +1.3627e+00 -2.9219e-01 +9.6293e-01 +3.0390e+00 -1.6326e+00 +3.0143e+00 -1.2498e+00 -2.6242e-01 -1.1776e+00 -1.0050e+00 -2.2309e+00 +6.4673e-01 -2.0798e-01 -4.7263e-02 -3.2686e-01
82 +1.483218114e+04 +1.483218114e+04 +1.489779114e+04 +1.489779114e+04 +1.5832e+00 +2.8990e+00 -3.6367e+00 +1.6129e+00 -1.0932e-01 +1.6203e+00 -1.3274e-01 +1.9348e+00 -1.6032e+00 -3.7384e-01 +1.9530e+00 -9.6998e-01 -2.1640e-01 -1.8753e-01 -1.6083e+00 -5.8050e-01 -2.3904e-01 +7.3284e-01 +5.2418e-01 -1.9638e+00
149 +9.490874101e+03 +9.490874101e+03 +9.556484101e+03 +9.556484101e+03 -2.8459e+00 -9.1306e-01 -2.3972e+00 +1.5987e+00 +2.0240e-01 -1.8624e+00 -2.4799e-01 +4.1935e-01 +9.4690e-01 -1.6248e+00 +2.1643e+00 -2.0331e+00 +3.6354e-01 -1.2405e+00 -6.7800e-01 -2.5070e+00 +2.1863e-01 +2.3600e-01 -3.0563e-01 -6.7826e-01
241 +6.271664886e+03 +6.271664886e+03 +6.337274886e+03 +6.337274886e+03 -2.3737e+00 -8.7757e-01 -1.0826e+00 +1.6988e+00 +2.9683e-01 -1.2846e+00 -1.0828e-01 +5.5053e-01 +3.7138e-01 -9.6954e-01 +2.1815e+00 -1.3300e+00 +4.5237e-01 -8.7732e-01 -7.5898e-01 -2.5473e+00 -2.6213e-02 +1.4280e-01 -3.1437e-01 -6.6776e-01
% function evaluation | noise-free fitness - Fopt (6.306000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.628777602e+05 +4.628777602e+05 +4.629408202e+05 +4.629408202e+05 -4.9515e+00 -4.3646e+00 +4.1683e+00 +3.5146e+00 -3.8175e+00 -2.4292e+00 +1.7186e+00 -3.5536e+00 -1.2813e+00 +7.6220e-01 -3.0245e+00 -4.1761e+00 +3.5966e+00 -2.9164e+00 -1.4928e+00 +1.7632e+00 -1.6668e+00 -3.1408e+00 +2.6060e-01 -3.2353e+00
2 +2.281463992e+05 +2.281463992e+05 +2.282094592e+05 +2.282094592e+05 +3.2217e+00 -2.8393e+00 +1.6853e+00 -2.9828e+00 -2.6646e+00 +6.6461e-01 -1.4718e+00 +2.4056e+00 -4.8252e+00 -2.1687e+00 +3.8258e+00 -2.6844e+00 +4.0863e-01 -3.6178e+00 -2.9744e-01 -3.4609e-01 +4.8065e+00 -4.2530e+00 +2.0284e+00 +1.8593e+00
18 +1.343373484e+05 +1.343373484e+05 +1.344004084e+05 +1.344004084e+05 -4.9544e+00 +4.9371e-01 -2.0124e+00 +2.7108e+00 -2.1845e+00 +2.0089e+00 -1.3201e+00 -1.8831e+00 +3.3155e+00 -3.2583e+00 +1.6429e+00 +3.2848e+00 -3.2080e-01 +3.1759e+00 +5.4102e-01 -1.7984e+00 -1.7385e+00 +2.6479e+00 +8.5690e-01 +3.7908e+00
42 +4.375383775e+04 +4.375383775e+04 +4.381689775e+04 +4.381689775e+04 -8.0757e-01 -2.2568e+00 -1.1454e+00 +1.3742e+00 -2.1886e+00 +1.6462e+00 -1.4022e+00 +7.3800e-01 +6.3311e-01 -3.2473e+00 +1.6696e+00 -1.1798e+00 +3.9210e-01 -8.8004e-01 -2.4989e-01 -4.8409e-01 -4.8135e-01 -3.1668e+00 +1.2925e+00 +2.8249e+00
47 +3.657554882e+04 +3.657554882e+04 +3.663860882e+04 +3.663860882e+04 +2.5219e+00 -1.3585e-01 +4.6113e-01 +1.4424e+00 -1.7392e+00 +1.5239e+00 +3.0184e-01 -2.1414e+00 -3.4247e+00 -2.3515e+00 +1.8252e+00 -1.2319e+00 +3.4048e+00 -3.9010e-03 +4.3015e-01 -1.7961e+00 -1.1733e+00 +8.0524e-01 -6.0341e-01 +5.6632e-01
86 +2.365769972e+04 +2.365769972e+04 +2.372075972e+04 +2.372075972e+04 +1.6740e+00 -6.3273e-01 -1.9939e+00 +1.7313e+00 -2.4499e+00 +4.3171e-01 +5.6941e-01 -2.2998e+00 -1.4257e+00 -2.7968e+00 +6.9616e-01 -8.8946e-01 +1.1260e+00 +5.4181e-02 +4.5361e-01 -1.8576e+00 +2.1822e+00 +2.0877e-01 -1.1279e-01 +2.1339e+00
123 +1.438676623e+04 +1.438676623e+04 +1.444982623e+04 +1.444982623e+04 +6.8876e-01 +9.1350e-01 +1.1167e+00 +1.9220e+00 -1.1076e+00 +1.5382e+00 -6.3357e-01 -1.6245e+00 -2.4308e+00 -1.8440e+00 +1.6871e+00 +1.4935e+00 +1.5360e+00 -9.2256e-02 +1.6368e-01 -8.0318e-01 -1.1744e+00 +1.6812e+00 -4.4748e-01 +8.1257e-01
149 +7.823113326e+03 +7.823113326e+03 +7.886173326e+03 +7.886173326e+03 -3.6800e-01 +1.1302e+00 -6.5171e-01 +2.0446e+00 -1.4572e-01 +1.5404e+00 -1.4314e+00 -1.6164e+00 -1.8385e+00 -8.1535e-01 +1.4835e+00 +1.6142e+00 +5.2839e-01 -2.7994e-01 +7.7953e-02 -6.6850e-01 -1.3319e+00 +8.2777e-01 -2.3818e-01 +1.6552e+00
231 +6.068094123e+03 +6.068094123e+03 +6.131154123e+03 +6.131154123e+03 -3.6800e-01 +1.1302e+00 -6.5171e-01 +1.4565e+00 -1.4572e-01 +1.5404e+00 -1.4314e+00 -1.6164e+00 -1.8385e+00 -8.1535e-01 +1.4835e+00 +1.6142e+00 +5.2839e-01 -2.7994e-01 +7.7953e-02 -6.6850e-01 -1.3319e+00 +8.2777e-01 -2.3818e-01 +1.6552e+00
% function evaluation | noise-free fitness - Fopt (5.193000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.968390134e+05 +1.968390134e+05 +1.968909434e+05 +1.968909434e+05 +2.6149e+00 -4.5418e+00 -1.7629e+00 -1.7864e+00 -1.7133e+00 -1.8037e+00 +3.7657e+00 -2.3197e-01 +3.7054e+00 +1.8115e+00 -1.1796e+00 +2.3620e+00 -4.2487e+00 +6.7262e-01 +8.3572e-01 +2.7746e+00 +3.7867e-01 +3.1332e+00 -2.3552e+00 +2.3522e+00
3 +1.156639084e+05 +1.156639084e+05 +1.157158384e+05 +1.157158384e+05 -2.0481e+00 +1.6814e+00 +2.0241e+00 -2.5480e+00 -1.7488e+00 -3.2029e-01 -1.9684e+00 +2.7802e-01 +3.7089e+00 -1.0536e+00 -3.5625e+00 +2.6133e+00 +3.9380e+00 -4.0099e+00 -5.8530e-01 +2.9606e+00 +1.7157e+00 -3.2526e+00 -1.8509e+00 +2.3371e+00
41 +6.277737490e+04 +6.277737490e+04 +6.282930490e+04 +6.282930490e+04 -9.5423e-01 +1.3447e-01 -4.3084e-01 -2.3056e+00 -1.7470e+00 -1.7372e+00 -3.2233e-02 +8.2903e-02 +3.7089e+00 +8.4136e-01 -1.3294e+00 +2.4577e+00 -3.1598e-01 -3.7493e+00 -5.6944e-01 +2.9516e+00 +1.1844e+00 -3.0026e+00 -2.1482e+00 +2.3456e+00
67 +2.477916729e+04 +2.477916729e+04 +2.483109729e+04 +2.483109729e+04 -6.9196e-01 -2.0544e-01 -2.1279e+00 -2.0720e+00 -1.9272e+00 -1.0195e+00 -1.8202e+00 +1.2232e+00 +3.1339e+00 -9.9249e-01 -1.0657e+00 +2.5846e+00 +8.1672e-01 -3.4546e+00 -2.2427e+00 -1.5251e+00 +5.9293e-01 -1.1922e+00 -1.1871e+00 +2.2018e+00
134 +1.568731286e+04 +1.568731286e+04 +1.573924286e+04 +1.573924286e+04 -1.3798e+00 -2.5763e-01 -8.0344e-03 -2.0521e+00 -1.7676e+00 -6.3819e-01 -2.0702e+00 +1.0571e+00 +2.3759e+00 -7.3718e-01 -9.5459e-01 +2.1013e+00 +1.2801e+00 -2.7761e+00 -1.3564e+00 -1.2026e+00 +1.5659e+00 -1.2098e+00 -6.5882e-01 +1.7922e+00
204 +9.687911936e+03 +9.687911936e+03 +9.739841936e+03 +9.739841936e+03 -9.4126e-01 +8.1718e-02 -1.3623e+00 -1.6704e+00 -2.0895e+00 -1.4104e-01 -2.1690e+00 +8.6220e-01 +1.4736e+00 -2.9863e-01 -7.0851e-01 +2.1433e+00 +9.7461e-01 -1.7411e+00 -1.8295e+00 -1.3333e+00 +6.7073e-01 -1.1767e+00 -4.1796e-01 +1.6269e+00
% function evaluation | noise-free fitness - Fopt (3.071000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.347980294e+05 +2.347980294e+05 +2.348287394e+05 +2.348287394e+05 -1.2922e+00 -2.6195e+00 -4.9295e+00 +9.3277e-01 -4.0650e+00 -6.5286e-01 -5.6977e-01 -1.5158e+00 -4.0017e-01 +3.7650e+00 +4.1055e+00 -3.2824e+00 +2.8025e+00 +2.5332e+00 +5.7639e-01 +6.0858e-01 -3.2443e+00 -1.3922e-01 +4.7886e+00 -1.6254e+00
20 +1.443688479e+05 +1.443688479e+05 +1.443995579e+05 +1.443995579e+05 +2.7868e+00 +9.2675e-01 -4.2041e+00 +8.9281e-02 -2.7964e+00 -3.4510e+00 -1.3760e+00 +1.4515e+00 +1.2444e+00 +4.1301e+00 +1.1265e+00 -1.8720e+00 -2.5950e+00 +3.7879e+00 -2.3873e-01 -2.4673e+00 -4.3533e+00 -1.2158e+00 -2.1300e+00 -1.9471e+00
41 +7.258501393e+04 +7.258501393e+04 +7.261572393e+04 +7.261572393e+04 -1.0746e+00 -2.3920e+00 -7.4968e-01 -1.9212e-01 +1.4254e+00 +8.0019e-02 -2.8002e+00 -1.4438e+00 +1.0917e+00 +1.5392e-01 +3.0195e+00 +2.1492e-01 +2.2511e+00 +3.5616e+00 +7.6426e-01 +2.0179e+00 -1.1700e+00 -4.2593e-01 +4.3224e+00 -1.4825e+00
43 +6.225037414e+04 +6.225037414e+04 +6.228108414e+04 +6.228108414e+04 +1.7570e+00 +2.9987e+00 +1.3429e+00 -1.5446e-01 +1.6394e+00 +2.5483e+00 -1.3994e+00 -2.6811e+00 +1.6433e+00 -2.3640e+00 +2.9433e-01 +1.8342e+00 +2.0610e+00 +4.0175e-01 +3.0532e+00 +3.9180e+00 -1.3757e+00 -1.4467e+00 -1.0323e+00 -1.5619e+00
54 +2.502665067e+04 +2.502665067e+04 +2.505736067e+04 +2.505736067e+04 +1.3513e+00 -6.1881e-01 +2.7050e+00 -1.3125e-01 +2.7219e+00 +2.5772e-01 -7.7776e-01 -6.8858e-01 +1.2750e+00 -2.5498e-02 -1.3943e+00 +1.1785e+00 +1.5406e+00 +1.6681e+00 +7.0082e-01 +3.3023e+00 -2.4306e-02 +4.4664e+00 +1.4878e+00 +3.3491e-01
168 +1.557638555e+04 +1.557638555e+04 +1.560709555e+04 +1.560709555e+04 +2.4968e+00 -2.9161e-01 +2.1714e+00 -1.7507e-01 +9.6348e-01 +2.2453e+00 -8.1450e-01 +1.5045e+00 +1.4763e+00 -3.5825e-01 -9.0102e-01 +7.7155e-01 +1.4608e+00 +2.5750e+00 +1.2009e+00 +3.0779e+00 -4.4808e-01 +3.8100e+00 +1.2237e+00 +7.2680e-02
616 +9.971470308e+03 +9.971470308e+03 +1.000218031e+04 +1.000218031e+04 +2.4003e+00 -2.7609e-01 +1.9145e+00 -6.0193e-02 +1.0226e+00 +1.7401e+00 -8.5113e-01 +5.0944e-01 +1.4777e+00 -2.6224e-01 -7.5642e-01 +8.3121e-01 +1.3480e+00 +2.4216e+00 +1.2250e+00 +3.2798e+00 -5.8544e-01 +1.6712e+00 +4.4495e-01 -3.8466e-02
% function evaluation | noise-free fitness - Fopt (7.850000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.373814439e+05 +6.373814439e+05 +6.373892939e+05 +6.373892939e+05 +4.2715e+00 -4.3937e+00 -2.5325e+00 -2.5109e+00 +2.0866e+00 -3.0776e+00 +9.1680e-01 -4.9645e+00 -1.8508e+00 -2.3168e+00 +2.9266e+00 +4.7612e+00 -4.3681e+00 +2.6590e+00 -2.6933e-01 -4.6179e+00 +2.8958e+00 +2.3950e+00 +3.0411e+00 +4.9847e+00
