% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
9 +1.861584075e+05 +1.861584075e+05 +1.851584075e+05 +1.851584075e+05 -2.8097e+00 +1.3483e+00 +2.7725e+00 +1.1431e+00 +2.1472e+00 +3.4916e+00 -4.0091e+00 -2.3734e+00 -2.2274e+00 +4.7858e+00 -4.7147e+00 -4.1154e+00 -2.3418e-01 -4.6929e+00 -4.0332e+00 -2.0899e-02 +2.2173e+00 +5.3599e-01 -4.4481e+00 +2.3397e+00
48 +9.930280140e+04 +9.930280140e+04 +9.830280140e+04 +9.830280140e+04 -2.8891e+00 -1.6233e+00 +2.8316e+00 +2.3256e+00 -3.4465e+00 +3.2771e+00 -1.5165e+00 -8.8007e-01 -3.0262e-01 -9.1571e-01 -2.1050e+00 -2.2497e+00 -3.1848e-01 -4.4467e+00 -1.5900e+00 -1.8168e-01 -1.3683e+00 -1.6150e+00 -4.1701e+00 +8.6646e-01
82 +5.291362300e+04 +5.291362300e+04 +5.191362300e+04 +5.191362300e+04 -2.9506e+00 -1.8832e+00 +3.1072e+00 +7.4555e-01 -3.9224e-02 +4.1633e-01 -7.3203e-01 -1.1057e+00 -2.6902e+00 +3.5799e+00 -1.3653e+00 -2.8734e+00 -4.0920e-01 -3.5827e+00 -1.3356e+00 +1.4467e+00 +5.4930e-01 +1.4865e-01 +6.2798e-01 +8.2499e-01
125 +3.721816337e+04 +3.721816337e+04 +3.621816337e+04 +3.621816337e+04 -2.4643e+00 -1.4546e+00 +3.0698e+00 +1.0774e+00 +3.0047e-01 +1.0902e+00 -1.0012e+00 -1.0675e+00 -2.7428e+00 +1.4864e+00 -1.5592e+00 -2.5310e+00 -4.0425e-01 -3.8349e+00 -1.3801e+00 -2.3226e-01 +1.1572e+00 -5.9884e-01 -4.9120e-01 +1.0197e+00
507 +2.511698046e+04 +2.511698046e+04 +2.411698046e+04 +2.411698046e+04 -2.5092e+00 -1.4689e+00 +3.0731e+00 +6.3862e-01 +1.0148e-01 +1.0035e+00 -9.3961e-01 -1.0564e+00 -1.1609e+00 +2.4523e+00 -1.5404e+00 -2.3247e+00 -4.6076e-01 -3.7914e+00 -1.3689e+00 -1.0063e-01 +9.0185e-01 -2.9868e-01 -3.7185e-01 +7.1805e-01
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.072239367e+06 +1.072239367e+06 +1.072337987e+06 +1.072337987e+06 -1.9529e-01 -2.1253e+00 -8.2548e-01 -3.5772e+00 +2.4697e+00 +1.2681e+00 -1.9606e+00 -2.5905e+00 +4.2068e+00 -7.6763e-01 +3.4948e+00 +4.4090e-01 +1.8844e+00 +4.7414e+00 -2.7557e+00 -3.0738e+00 -1.0567e+00 -5.3924e-01 -4.1504e+00 -2.0270e+00
2 +6.925001981e+05 +6.925001981e+05 +6.925988181e+05 +6.925988181e+05 +2.7821e+00 +5.7107e-01 +4.0439e+00 -1.7126e+00 -1.9305e+00 -1.9509e+00 +1.6521e+00 -1.7216e+00 +1.8787e+00 -4.0101e+00 +2.7232e+00 -2.4925e+00 +7.5685e-01 +1.8010e+00 +4.2912e-01 +4.6402e+00 -1.0542e+00 +1.6415e+00 +4.9935e+00 -1.2542e+00
4 +3.311372474e+05 +3.311372474e+05 +3.312358674e+05 +3.312358674e+05 -1.6236e+00 +1.2131e+00 -2.3472e+00 -7.8438e-01 +2.9817e+00 +4.7894e+00 -1.3609e+00 -4.0501e+00 -2.4430e+00 +2.5355e+00 -4.0996e+00 -4.0838e-01 -1.8034e+00 -4.9793e+00 -9.2577e-01 -4.7678e+00 +4.5732e+00 +1.3845e+00 -4.6921e+00 -4.3286e+00
10 +2.172487176e+05 +2.172487176e+05 +2.173473376e+05 +2.173473376e+05 +1.9119e+00 +2.3221e+00 +2.4552e+00 -2.9481e+00 +2.2676e+00 -1.3253e+00 +2.0567e+00 -5.9261e-01 -3.0686e+00 -4.0722e+00 +3.1773e+00 -7.2658e-01 -2.0930e+00 -4.1464e+00 +7.1959e-02 -3.2665e+00 +4.3567e+00 -3.8273e+00 -2.1269e+00 +8.0630e-01
44 +1.571441717e+05 +1.571441717e+05 +1.572427917e+05 +1.572427917e+05 +1.4192e+00 +1.6734e+00 +8.2186e-01 -2.0484e+00 +2.7937e+00 +4.6367e+00 -7.3842e-01 -3.2458e+00 -2.6324e+00 -2.9265e+00 -1.3758e+00 -6.1957e-01 -1.8447e+00 -4.9665e+00 -5.7248e-01 -3.6991e+00 +4.5105e+00 -1.3229e+00 -3.3192e+00 -2.8804e+00
52 +8.502537503e+04 +8.502537503e+04 +8.512399503e+04 +8.512399503e+04 -1.5426e+00 -1.3112e+00 +1.1243e+00 -3.0709e+00 +2.0086e+00 -7.8633e-01 +1.3000e+00 -4.0047e-01 -1.6095e+00 -1.9694e+00 +2.8858e+00 -4.8617e-01 -2.3175e+00 -2.4837e+00 -1.2593e+00 -8.1168e-01 +3.9914e+00 -1.4753e+00 -2.4675e+00 -2.8443e+00
101 +5.471099374e+04 +5.471099374e+04 +5.480961374e+04 +5.480961374e+04 -1.0008e+00 -1.0939e+00 +4.4888e-01 -2.6890e+00 +3.6247e+00 +1.2904e+00 +1.3395e+00 -2.1930e+00 -2.0292e+00 -2.0013e+00 +2.8632e+00 -4.9533e-01 +2.2156e+00 -2.6595e+00 -1.1074e+00 -1.8476e+00 +3.9824e+00 +2.7451e-01 +1.3712e+00 -1.2731e+00
123 +3.822165440e+04 +3.822165440e+04 +3.832027440e+04 +3.832027440e+04 -9.2632e-01 +1.7516e-01 +1.0319e+00 -2.6637e+00 +2.6024e+00 +4.3470e-01 +4.2386e-01 -2.5620e+00 -1.8353e+00 -2.2037e+00 +2.7634e+00 -2.0123e-01 -7.8116e-01 -2.5127e+00 -1.1482e+00 -1.0428e+00 +3.6318e+00 -1.4009e+00 +4.0708e-01 -1.4749e+00
360 +2.343909021e+04 +2.343909021e+04 +2.353771021e+04 +2.353771021e+04 -9.3417e-01 +1.3021e-01 +8.8429e-01 -2.6620e+00 +2.3285e+00 +1.6199e-01 +4.5952e-01 -1.9016e+00 -1.9597e+00 -2.1423e+00 +2.7111e+00 -3.6278e-01 +1.2387e-01 -2.5959e+00 -1.1352e+00 -9.8810e-01 +2.5863e+00 -9.3224e-01 +3.5440e-01 -7.8127e-01
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.254838077e+05 +4.254838077e+05 +4.254366577e+05 +4.254366577e+05 -4.0269e+00 -4.7833e-01 +1.5944e+00 -1.8786e+00 -2.4409e+00 +1.1044e+00 -3.4022e-02 +4.4348e+00 +7.6237e-02 -4.8177e+00 +2.4443e+00 +2.9075e+00 +4.9794e+00 +1.0686e-01 -2.0987e+00 -2.4402e+00 -1.4322e+00 -6.3011e-01 -4.8529e-01 -4.9416e+00
7 +3.677521640e+05 +3.677521640e+05 +3.677050140e+05 +3.677050140e+05 +3.0382e+00 -8.8222e-01 -4.3459e+00 +1.4025e+00 +4.9936e+00 +5.4887e-01 -4.6663e+00 +3.6508e+00 +3.1487e+00 -8.7319e-01 +3.2954e+00 -5.1564e-01 -2.2608e+00 -4.4294e+00 +3.2585e+00 -3.8851e+00 +1.9177e-01 -3.0185e+00 +2.0190e+00 +1.6505e+00
45 +1.528990458e+05 +1.528990458e+05 +1.528518958e+05 +1.528518958e+05 +1.6995e+00 -3.9103e+00 +7.6397e-01 +2.2590e-01 -5.0524e-01 -1.0899e+00 +1.8856e+00 +1.3053e+00 +1.2353e+00 -3.5332e+00 +5.1096e-01 -1.8804e+00 -9.4105e-01 -4.6147e+00 +9.8368e-01 -1.2520e+00 -1.6357e+00 -1.7620e+00 +3.5587e+00 -3.1055e+00
83 +6.842579452e+04 +6.842579452e+04 +6.837864452e+04 +6.837864452e+04 -5.4915e-01 +1.0339e+00 -1.9155e+00 -8.2134e-01 -1.7703e+00 +1.2817e+00 -2.4730e+00 -3.0971e+00 -7.5372e-01 -1.5522e+00 +1.4307e+00 -3.0180e+00 +3.4853e-01 -3.6500e+00 +1.7260e+00 +1.9610e+00 -8.4140e-02 -2.9934e-01 +2.2476e+00 -3.0021e+00
173 +6.175611443e+04 +6.175611443e+04 +6.170896443e+04 +6.170896443e+04 -5.4915e-01 +1.0339e+00 -1.9155e+00 -8.2134e-01 -1.7703e+00 +1.2817e+00 -2.4730e+00 -3.0971e+00 -7.5372e-01 -1.5522e+00 +1.4307e+00 -3.0180e+00 +3.4853e-01 -3.6500e+00 +1.7260e+00 +1.9610e+00 -8.4140e-02 -1.1061e+00 +2.2476e+00 -3.0021e+00
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.068237314e+05 +6.068237314e+05 +6.068612514e+05 +6.068612514e+05 +4.9609e+00 -2.2443e+00 -2.6015e+00 +4.2880e+00 +4.1729e+00 +1.9541e+00 -4.2571e-01 +5.2619e-01 +2.7035e+00 +2.6506e-01 +2.2593e+00 +1.5234e+00 -2.3237e+00 +2.6124e-01 +1.8391e+00 -4.5249e-01 -2.8370e+00 +3.9848e+00 +3.7108e+00 -2.2936e+00
7 +3.865446637e+05 +3.865446637e+05 +3.865821837e+05 +3.865821837e+05 -1.4173e+00 -4.0007e+00 -2.5598e-01 -3.1765e+00 +2.6568e+00 -3.3007e+00 +8.3730e-01 +1.9136e-01 -2.3534e+00 +4.8949e+00 +3.6734e-01 -2.2706e+00 -1.2043e+00 +4.8917e+00 +1.1626e+00 +1.4306e+00 +4.1944e+00 -2.1569e-01 -1.5531e+00 +2.6346e+00
41 +1.648382887e+05 +1.648382887e+05 +1.648758087e+05 +1.648758087e+05 -3.7270e-01 -3.6342e+00 -2.1138e+00 +7.6384e-01 +3.6737e+00 -6.5654e-01 -8.5546e-02 +2.8339e-01 -1.5644e+00 +3.9300e-01 +1.6772e+00 +5.6191e-01 -2.2680e+00 +1.3314e+00 +1.5034e+00 +5.9748e-01 +1.6150e+00 +2.4923e+00 +1.7524e-01 -9.6309e-01
49 +1.318957911e+05 +1.318957911e+05 +1.319333111e+05 +1.319333111e+05 -2.1256e+00 -3.8302e+00 +3.8131e+00 -2.8217e+00 +9.4622e-01 -3.5803e+00 -5.7614e-01 -5.3087e-01 +3.0249e+00 +7.8387e-02 +4.2026e+00 -2.4859e+00 +8.5472e-01 +4.4935e+00 +8.8797e-01 -4.3947e+00 +2.1318e+00 -4.2455e-01 -2.4033e+00 -1.4555e+00
101 +9.868859887e+04 +9.868859887e+04 +9.872611887e+04 +9.872611887e+04 +1.1137e+00 -1.1751e+00 -3.1698e-01 -2.1113e+00 +2.0378e+00 +2.4511e-01 +1.1144e+00 +2.0541e-01 -2.0564e+00 -1.9342e+00 -1.3145e+00 +2.3296e-01 -1.1285e+00 +3.2265e+00 -7.2333e-01 +2.1629e-01 +2.2035e-01 +1.9725e+00 +9.4569e-02 +1.5834e+00
125 +6.280846732e+04 +6.280846732e+04 +6.284598732e+04 +6.284598732e+04 -1.0312e+00 -1.9244e+00 -1.2392e-01 -1.5007e+00 +7.0558e-01 -1.6543e+00 -8.3398e-01 -2.5030e-01 -8.4412e-01 -6.8415e-02 -3.2236e-01 -4.2922e-01 +5.9589e-01 +3.3850e+00 +6.1649e-01 +1.3570e+00 +8.2368e-01 +7.8705e-01 -9.2418e-01 +1.5039e+00
507 +3.767690615e+04 +3.767690615e+04 +3.771442615e+04 +3.771442615e+04 -2.2103e-01 -1.9100e+00 -3.8150e-02 -1.5818e+00 +2.2520e+00 -2.3453e+00 +1.1082e+00 +3.0358e-01 -7.9365e-01 -2.3370e-01 -3.1562e-01 +8.3058e-02 -1.2658e+00 +4.2346e+00 +1.0541e+00 +2.0813e-01 +4.8521e-01 -8.1822e-02 -5.5185e-01 +1.1862e+00
% function evaluation | noise-free fitness - Fopt (2.847900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.485385393e+05 +6.485385393e+05 +6.488233293e+05 +6.488233293e+05 +3.5809e+00 +3.0732e+00 +2.9079e+00 +4.5332e+00 -4.3819e-02 -3.4239e+00 -3.3365e+00 -3.3661e+00 -2.0423e+00 +2.6381e+00 -3.2455e+00 +2.6260e-01 -1.6461e+00 -3.5190e+00 -2.3847e-01 -3.7746e+00 +4.9053e+00 -4.4348e+00 +3.6102e+00 +2.3683e+00
3 +4.127443908e+05 +4.127443908e+05 +4.130291808e+05 +4.130291808e+05 +4.1067e+00 +2.5251e+00 -2.7879e+00 -1.0095e+00 -4.2770e+00 +3.2261e+00 +1.5399e+00 -9.5694e-01 +2.8697e-01 +4.8202e+00 -4.8508e+00 +4.0934e+00 -7.6541e-01 -3.0976e-01 -1.3585e+00 -2.2882e+00 +4.0295e+00 -1.0029e+00 -5.7622e-01 -3.2412e+00
12 +3.800050190e+05 +3.800050190e+05 +3.802898090e+05 +3.802898090e+05 -9.0752e-01 -8.5433e-01 -1.5569e+00 +1.7481e+00 -1.1507e-02 +4.8742e-01 +3.8065e+00 +1.3810e+00 -2.7790e+00 -8.2273e-01 +4.1718e+00 -3.9730e+00 +1.2720e+00 +7.4981e-01 -2.4051e+00 -2.1322e+00 -3.6831e+00 +2.5953e+00 +4.3760e+00 -2.5080e+00
41 +9.678788082e+04 +9.678788082e+04 +9.707267082e+04 +9.707267082e+04 +8.2587e-01 +3.3074e+00 +3.0282e+00 +2.8761e+00 -9.1934e-01 -1.7464e+00 -1.4903e+00 -1.9846e+00 -3.0617e+00 +6.4537e-01 +1.5860e-01 -1.0031e+00 -1.5269e+00 -3.6488e+00 -4.6537e-01 -1.7698e+00 -1.3029e+00 -1.5873e-01 +3.6106e+00 +2.0469e+00
84 +6.268368569e+04 +6.268368569e+04 +6.296847569e+04 +6.296847569e+04 +2.7590e-01 +1.3031e+00 +5.9167e-01 -9.8993e-01 -1.6149e+00 +2.4744e+00 -2.8427e-01 -2.4410e-01 -8.4644e-01 -1.4405e+00 +2.0723e+00 +1.1919e+00 -1.5374e+00 +1.3670e-01 +1.3395e+00 -1.0945e+00 -1.6270e+00 +2.5803e-01 +5.5777e-02 -8.3671e-01
196 +3.795195586e+04 +3.795195586e+04 +3.823674586e+04 +3.823674586e+04 +5.1677e-01 +1.9019e+00 -1.9654e-01 -5.8165e-01 -1.5484e+00 +2.9030e+00 -7.1117e-01 +6.0997e-01 -1.8300e+00 -1.8368e+00 +5.4203e-01 +1.7788e-01 -5.6752e-01 -2.3531e-01 +1.9676e+00 -1.8312e+00 -1.9814e+00 +4.2283e-01 +3.1175e-01 -6.9724e-01
% function evaluation | noise-free fitness - Fopt (7.760000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.375348360e+05 +4.375348360e+05 +4.375425960e+05 +4.375425960e+05 +1.8614e+00 -3.3468e+00 -8.4714e-01 -3.4872e+00 -2.7188e+00 -3.2791e+00 -3.9437e+00 +2.4010e+00 -2.9157e+00 +2.6781e+00 -2.8917e+00 +3.4314e+00 -3.6388e+00 -3.8922e+00 -2.3006e+00 +3.5569e+00 +2.2335e+00 +3.9983e+00 -4.7785e+00 +3.7107e-01
7 +3.745758348e+05 +3.745758348e+05 +3.745835948e+05 +3.745835948e+05 +4.8736e+00 -4.8079e+00 +1.6706e+00 -5.3073e-01 -3.2835e+00 +2.1029e+00 +7.6892e-01 +4.5734e+00 +2.3690e+00 +8.1598e-01 +7.4201e-01 +3.2169e+00 -1.1586e+00 -3.3508e+00 +1.6062e+00 +2.9147e+00 +1.4079e+00 -3.5140e+00 -1.6970e+00 -1.5791e-01
41 +1.454327447e+05 +1.454327447e+05 +1.454405047e+05 +1.454405047e+05 +7.3235e-01 -2.6787e+00 -3.2772e+00 -3.4396e+00 +3.4973e-01 -4.4606e+00 -1.7021e+00 +2.6169e+00 -1.6825e+00 -3.4053e+00 +3.0208e+00 +3.2331e+00 -3.5902e+00 -2.4340e+00 +1.4356e+00 +1.4145e-01 +1.3771e-01 +3.5614e+00 -1.4334e+00 +5.3836e-01
80 +9.945276377e+04 +9.945276377e+04 +9.946052377e+04 +9.946052377e+04 -1.8857e+00 -1.2072e+00 -3.0340e+00 +1.0340e+00 -6.3750e-01 -2.4918e+00 +2.1063e-01 +1.0731e+00 -6.8089e-02 -5.0229e-01 +3.5620e+00 +3.1598e+00 +4.1141e-01 -1.2791e+00 +3.2940e+00 +1.1114e-01 -1.2414e+00 -1.2074e+00 +1.4054e-01 +2.1374e-01
175 +6.118080110e+04 +6.118080110e+04 +6.118856110e+04 +6.118856110e+04 -1.9788e+00 -1.1624e+00 -1.2272e+00 +1.0388e+00 -3.2551e-01 -2.5677e+00 -3.3781e-02 +1.1672e+00 +4.2665e-01 -8.1915e-01 +3.3608e+00 +2.3376e+00 -2.1188e-01 -8.4737e-01 +1.3509e+00 +7.3445e-02 -9.7342e-01 -1.3815e-01 +1.5782e-01 -6.5330e-02
% function evaluation | noise-free fitness - Fopt (-3.822100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.408193857e+05 +7.408193857e+05 +7.404371757e+05 +7.404371757e+05 -1.8793e+00 +3.2607e+00 -1.8455e+00 -2.6812e+00 +2.8217e+00 +1.2106e-01 -1.2493e+00 -2.5402e+00 -4.0886e+00 +3.0848e-01 -1.5858e+00 +4.9065e+00 +3.1501e+00 -4.4455e+00 -3.9487e+00 -1.0513e+00 -2.4330e+00 +1.2400e+00 -1.7178e+00 -2.2757e+00
2 +4.030440784e+05 +4.030440784e+05 +4.026618684e+05 +4.026618684e+05 +1.7756e+00 -7.3625e-01 -3.1916e+00 +4.2476e+00 +6.9995e-01 +1.5545e+00 +1.8613e+00 -3.0850e-01 -6.6900e-01 -2.6128e+00 -2.6779e+00 +2.1498e+00 +4.1560e+00 +1.9002e+00 -3.9252e+00 -6.7044e-01 -3.6650e+00 -1.5736e+00 -4.2756e+00 +3.1315e+00
3 +3.771514890e+05 +3.771514890e+05 +3.767692790e+05 +3.767692790e+05 +2.4005e+00 -1.0444e-01 -4.2489e+00 +1.7383e+00 +2.4150e+00 +2.8417e+00 +2.7037e-01 +3.5890e+00 +4.1244e-01 +1.1008e-01 -2.5084e+00 -2.5468e+00 -2.1103e+00 -2.8886e+00 +4.4246e+00 +2.0349e+00 +4.8636e-01 -1.9330e+00 +1.9949e+00 -2.8231e+00
10 +2.292143711e+05 +2.292143711e+05 +2.288321611e+05 +2.288321611e+05 -4.3384e+00 -5.5551e-01 +1.0316e-01 -3.0627e+00 +2.6526e+00 -2.6812e+00 -2.7655e+00 -2.4219e+00 +1.2890e+00 +2.1571e+00 -4.2382e+00 +1.5784e+00 -4.0865e+00 +1.8437e+00 +1.9378e+00 -1.8080e+00 -1.3371e+00 -1.4531e+00 -1.7929e+00 -1.8469e+00
44 +8.790749010e+04 +8.790749010e+04 +8.752528010e+04 +8.752528010e+04 -3.1160e+00 -4.2146e-01 -5.3451e-01 -1.9967e+00 +9.4431e-01 -4.1831e-01 +1.1163e+00 -1.6131e+00 -3.6925e+00 -2.4103e-02 -5.1887e-01 -2.1078e+00 -1.0108e+00 +3.9766e+00 +2.0576e+00 -2.9861e-01 -3.0729e+00 +4.8403e+00 -2.2982e-02 -4.0209e+00
87 +4.369443069e+04 +4.369443069e+04 +4.331222069e+04 +4.331222069e+04 -4.4961e+00 +6.5084e-01 -1.2885e-01 +8.3836e-01 -1.8496e+00 -7.7939e-01 +2.3685e+00 -1.4727e+00 +3.4304e-01 -5.7739e-01 +2.3635e-02 -1.8596e-01 -1.2361e-01 +8.7495e-01 +8.2301e-01 -1.9401e+00 -3.2140e+00 +3.4094e+00 +1.2122e+00 -2.7997e+00
127 +3.704134814e+04 +3.704134814e+04 +3.665913814e+04 +3.665913814e+04 -2.3771e+00 +4.5353e-01 -8.5420e-01 +5.4518e-01 -1.4977e+00 -1.2598e+00 +2.2283e+00 -1.2148e+00 +8.7175e-01 -9.0421e-01 -3.1930e+00 +2.9429e-01 -1.5753e+00 +1.1824e+00 +8.8820e-01 -7.1007e-01 -1.9896e+00 +3.2277e+00 +1.4356e+00 -2.3674e+00
176 +2.272222186e+04 +2.272222186e+04 +2.234001186e+04 +2.234001186e+04 -2.4488e+00 +5.4839e-01 -3.0049e-01 +7.2865e-01 -8.7775e-01 -1.1992e+00 +7.5243e-01 -1.3791e+00 +8.7037e-01 -7.9666e-01 -2.1492e+00 +1.9935e-01 -1.5609e+00 +8.9432e-01 +9.9452e-01 +1.9443e-01 -1.8913e+00 +2.9951e+00 +8.9228e-01 -2.5043e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.871841890e+05 +4.871841890e+05 +4.861841890e+05 +4.861841890e+05 -7.6493e-01 +3.7696e+00 -3.0793e+00 +1.1328e+00 +1.3787e+00 -4.4520e+00 -4.1003e-01 +4.4831e+00 -2.3910e+00 +1.2890e+00 -2.6864e+00 -1.0444e+00 +2.1008e+00 -2.8317e+00 +2.6353e-01 -4.5897e+00 -4.2030e+00 -4.0503e-01 +9.2557e-01 -1.8179e+00
4 +1.837211167e+05 +1.837211167e+05 +1.827211167e+05 +1.827211167e+05 +1.0096e+00 -4.3512e+00 -3.8538e+00 -3.8166e+00 -5.0317e-01 -3.5573e+00 +3.3443e+00 +4.2026e+00 +5.5154e-01 -6.3825e-01 -2.5167e+00 -2.5525e+00 +9.1505e-01 +4.4201e+00 -5.3200e-01 +1.9839e+00 -1.2989e+00 +8.5180e-01 -1.9639e+00 +3.2795e+00
19 +1.420643575e+05 +1.420643575e+05 +1.410643575e+05 +1.410643575e+05 +6.2890e-01 -1.1383e+00 +1.8172e+00 -2.1357e+00 -4.9627e+00 +3.5741e+00 -4.2101e+00 +3.4669e+00 -4.1847e+00 +1.6563e+00 +4.0519e+00 +2.7854e+00 -1.9934e-01 +2.4002e+00 -4.4958e+00 +2.2769e+00 +7.9385e-01 -4.4364e+00 +1.3678e-01 +4.4817e+00
44 +3.679971744e+04 +3.679971744e+04 +3.579971744e+04 +3.579971744e+04 +7.8005e-01 -1.2022e+00 -3.4141e+00 -2.7444e+00 -3.7794e+00 +2.4492e+00 +5.4749e-01 +3.9404e+00 -2.8446e+00 -2.4395e-01 +3.1454e+00 +2.5740e-01 +1.9837e-01 +2.7595e+00 -2.0315e+00 +2.0603e+00 -7.9395e-03 -2.2416e-01 -1.6232e+00 +4.3519e+00
83 +2.441818370e+04 +2.441818370e+04 +2.341818370e+04 +2.341818370e+04 +5.2995e-01 -1.9757e+00 -1.2005e+00 -1.9125e+00 -3.7078e+00 +4.3251e-01 -2.3838e+00 -8.5962e-01 -4.6283e+00 +1.4361e+00 -2.8713e-01 +2.7990e+00 +1.0181e+00 +4.3186e+00 -3.9465e+00 +1.2489e+00 -4.2574e-01 +1.7036e+00 -2.8319e-01 +3.2763e+00
130 +1.449809246e+04 +1.449809246e+04 +1.349809246e+04 +1.349809246e+04 +6.4078e-01 -1.8771e+00 -9.1251e-01 -1.3467e+00 -3.0389e+00 +6.7672e-01 -2.1898e+00 +3.3514e-01 -4.0235e+00 +1.3821e+00 +1.9255e+00 +3.0350e+00 +6.6443e-01 +1.2368e+00 -1.5814e+00 +1.8560e+00 +7.9733e-02 -5.3841e-01 -1.8043e-01 +3.3448e+00
